email_size,attachment_count,hour,day_of_week,content_length
38616,3,18,3,412
25244,0,18,3,307
29151,2,18,3,277
31746,1,18,3,368
19334,0,18,3,462
26170,3,18,3,368
39406,0,18,3,406
19153,0,18,3,223
24616,0,18,3,322
29305,0,18,3,406
29719,0,18,3,504
22714,2,18,3,330
34026,0,18,3,328
25024,0,18,3,327
17537,0,18,3,320
19825,1,18,3,327
36363,7,18,3,300
28525,1,18,3,297
24387,0,18,3,173
19552,0,18,3,472
23814,0,18,3,217
22715,0,18,3,420
21064,3,18,3,316
18702,0,18,3,362
35043,0,18,3,266
27181,0,18,3,505
38893,0,18,3,375
24375,0,18,3,324
24486,0,18,3,431
26478,2,18,3,333
24460,1,18,3,325
26088,0,18,3,286
17630,2,18,3,509
23139,0,18,3,328
52574,0,18,3,458
14771,1,18,3,207
27947,0,18,3,515
29960,0,18,3,386
24943,0,18,3,431
23628,7,18,3,328
33111,0,18,3,450
28150,0,18,3,328
23291,0,18,3,437
26846,2,18,3,364
32797,6,18,3,476
39944,0,18,3,426
25232,0,18,3,356
14949,0,18,3,300
25007,0,18,3,250
24887,1,18,3,332
20802,2,18,3,213
34562,0,18,3,515
33509,1,18,3,472
23252,0,18,3,365
25458,0,18,3,383
24127,0,18,3,487
46757,0,18,3,389
22219,1,18,3,376
30164,0,18,3,425
43673,0,19,3,364
32876,0,19,3,395
32713,0,19,3,384
34123,0,19,3,324
29741,0,19,3,327
37360,0,19,3,331
37476,0,19,3,201
29261,1,19,3,337
21738,0,19,3,251
35776,0,19,3,325
49385,4,19,3,414
41959,0,19,3,430
41412,0,19,3,320
26303,0,19,3,353
22549,1,19,3,308
19292,1,19,3,382
29259,2,19,3,275
20253,1,19,3,283
36561,1,19,3,222
32254,0,19,3,512
42098,0,19,3,227
21207,0,19,3,281
32753,0,19,3,460
27296,4,19,3,405
24762,0,19,3,501
32761,0,19,3,370
40309,1,19,3,248
46264,0,19,3,281
25200,0,19,3,264
14704,1,19,3,344
27784,0,19,3,339
42480,0,19,3,366
43396,0,19,3,474
23824,1,19,3,242
34920,0,19,3,351
37896,0,19,3,363
14249,0,19,3,266
24486,0,19,3,274
19460,5,19,3,477
33741,0,19,3,391
37997,0,19,3,366
15532,0,19,3,288
37057,0,19,3,116
32391,4,19,3,358
25444,0,19,3,315
22267,0,19,3,316
18816,0,19,3,298
34517,3,19,3,248
14785,1,19,3,458
21143,0,19,3,288
27674,0,19,3,279
20723,1,19,3,190
48060,0,19,3,238
20516,0,19,3,388
19521,0,19,3,227
28175,0,19,3,324
17645,0,19,3,266
30550,0,19,3,271
24729,1,19,3,420
27941,0,19,3,389
29407,0,19,3,314
26357,0,19,3,319
45876,0,19,3,328
25358,0,19,3,205
23545,0,20,3,215
21186,0,20,3,377
47627,0,20,3,282
43850,0,20,3,440
24668,1,20,3,361
40211,1,20,3,361
24665,0,20,3,418
27557,0,20,3,404
41118,0,20,3,391
42151,3,20,3,339
41805,1,20,3,369
23608,0,20,3,350
34230,0,20,3,357
30551,0,20,3,330
37644,1,20,3,360
24667,0,20,3,339
18046,2,20,3,371
19673,8,20,3,328
26219,0,20,3,212
42937,0,20,3,268
33657,1,21,3,370
31619,0,21,3,406
23077,0,21,3,512
24320,4,21,3,446
55545,0,21,3,410
18253,0,21,3,446
38988,0,21,3,362
42536,2,21,3,297
15878,0,21,3,311
30955,0,7,4,247
31772,1,7,4,212
42259,4,7,4,239
13335,0,7,4,442
22377,0,7,4,391
23556,0,7,4,340
32098,0,7,4,202
29315,0,7,4,419
36502,0,7,4,327
21681,0,7,4,322
36572,0,7,4,422
24130,0,7,4,496
25721,0,7,4,462
38015,1,7,4,407
20517,0,7,4,359
74888,0,7,4,312
66285,1,7,4,365
32293,0,7,4,364
28826,0,7,4,412
29631,0,7,4,421
27140,0,7,4,367
22385,0,7,4,277
60916,0,7,4,366
25711,0,7,4,239
24638,0,7,4,451
37306,0,7,4,328
27690,0,7,4,387
22638,0,7,4,349
50808,0,7,4,548
13278,0,7,4,421
17699,4,7,4,396
26828,0,7,4,425
35474,1,7,4,355
15206,0,7,4,276
31966,0,7,4,356
32158,0,7,4,272
35422,1,7,4,275
32174,0,7,4,310
34502,0,7,4,362
23158,0,7,4,361
47406,1,7,4,379
35398,0,7,4,305
43737,0,7,4,279
20349,0,7,4,319
28877,1,7,4,318
21442,1,7,4,339
16603,0,7,4,499
34864,0,7,4,397
18128,0,7,4,399
35133,0,7,4,216
33000,0,7,4,297
20683,0,7,4,429
24778,0,7,4,297
40676,9,7,4,357
45268,1,7,4,356
27806,0,7,4,277
40860,1,7,4,279
39247,1,7,4,321
23036,0,7,4,444
44782,0,7,4,359
20388,0,7,4,416
12072,0,7,4,293
29338,1,7,4,286
20046,0,7,4,383
31225,1,7,4,389
36577,1,7,4,421
36555,0,7,4,332
36319,0,7,4,231
14805,0,7,4,383
25042,0,7,4,247
18693,0,7,4,455
27816,0,7,4,455
19100,0,7,4,292
47146,0,7,4,337
52503,0,7,4,408
20392,0,7,4,339
37883,0,7,4,418
37076,0,7,4,163
33075,0,7,4,225
27504,1,7,4,426
28543,0,7,4,305
20863,6,7,4,390
26698,0,7,4,485
28440,0,7,4,358
32022,0,7,4,301
20559,0,7,4,394
39873,3,7,4,275
11879,1,7,4,386
32314,0,7,4,450
30200,0,7,4,239
19571,0,7,4,384
32603,5,7,4,310
44658,0,7,4,216
35366,1,7,4,500
32691,0,7,4,224
65996,0,7,4,421
38800,0,7,4,263
36297,0,7,4,309
33438,4,7,4,378
31506,2,7,4,338
19485,0,7,4,245
17187,1,7,4,424
30180,1,7,4,353
19947,0,7,4,347
34396,0,7,4,464
19433,1,7,4,301
33469,0,7,4,330
32517,0,7,4,290
40501,1,7,4,539
28013,0,7,4,346
16938,0,7,4,417
22530,2,7,4,351
31642,0,7,4,422
17733,0,7,4,447
17628,1,7,4,276
33481,0,7,4,276
17387,2,7,4,386
23730,0,7,4,227
32732,2,7,4,313
39101,0,7,4,501
25496,0,7,4,411
25796,1,7,4,378
32470,0,7,4,310
40384,0,7,4,443
35817,0,7,4,348
20898,0,7,4,338
45317,0,7,4,459
21066,0,7,4,416
21398,1,7,4,328
17674,1,7,4,368
32404,0,7,4,298
47489,0,7,4,300
21247,0,7,4,321
21613,0,7,4,444
37645,0,7,4,339
29687,0,7,4,240
26437,0,7,4,485
31718,0,7,4,167
22329,1,7,4,304
23903,0,7,4,370
38717,0,7,4,351
22449,0,7,4,325
30480,1,7,4,310
29328,0,7,4,509
26541,1,7,4,355
16481,0,7,4,303
26657,3,7,4,445
24432,2,7,4,259
25512,3,7,4,402
14334,1,7,4,443
26619,2,7,4,397
37779,0,7,4,409
43567,0,7,4,344
26513,0,7,4,390
32932,2,7,4,379
25556,1,7,4,488
34299,0,7,4,316
30327,0,7,4,451
24869,0,7,4,383
40796,0,7,4,437
24312,0,7,4,496
44001,0,7,4,382
31492,0,7,4,319
29187,0,7,4,339
19130,0,7,4,423
39403,1,7,4,344
19105,1,7,4,383
34293,0,7,4,389
43987,0,7,4,449
24154,1,7,4,374
71433,1,7,4,273
32883,1,7,4,179
24478,0,7,4,398
37609,0,7,4,248
29488,0,7,4,369
30963,0,7,4,236
10764,0,7,4,430
19908,0,7,4,360
30294,2,7,4,348
14315,0,7,4,367
23227,2,7,4,316
23929,1,7,4,356
25683,0,7,4,428
34484,0,7,4,362
35034,1,7,4,367
26011,0,7,4,343
26793,0,7,4,419
32885,0,7,4,448
20840,0,7,4,349
21537,2,7,4,346
45358,0,7,4,404
19567,0,7,4,389
17838,0,7,4,430
12697,3,7,4,467
28245,1,7,4,196
27945,1,7,4,343
27378,0,7,4,436
22988,0,7,4,356
18679,1,7,4,377
37350,0,7,4,394
32003,0,7,4,259
28091,0,7,4,385
17665,0,7,4,353
23518,0,7,4,395
45410,2,7,4,234
30899,0,7,4,309
29303,0,7,4,416
25736,2,7,4,444
25802,0,7,4,274
47240,0,7,4,299
36813,0,7,4,347
40908,1,7,4,362
35163,0,7,4,382
21072,0,7,4,346
16522,0,7,4,374
37659,0,7,4,345
21116,0,7,4,354
22882,0,7,4,411
36460,0,7,4,386
36584,1,7,4,320
46059,2,7,4,290
34226,0,7,4,433
40286,1,7,4,384
30820,0,7,4,144
27019,1,7,4,389
21719,0,7,4,283
33729,0,7,4,337
41148,0,7,4,320
22110,0,7,4,403
32550,1,7,4,328
35188,0,7,4,293
36205,0,7,4,466
28697,1,7,4,344
29827,1,7,4,208
36307,0,7,4,239
45487,0,7,4,360
25568,0,7,4,426
24088,2,7,4,362
39747,0,7,4,318
19503,0,7,4,394
34407,0,7,4,304
30282,2,7,4,356
34207,1,7,4,204
26324,0,7,4,455
39270,1,7,4,416
24023,0,7,4,173
31354,0,7,4,319
18331,3,7,4,484
13023,0,7,4,276
22341,0,7,4,507
18555,0,7,4,405
19952,0,7,4,292
40113,1,7,4,326
15284,1,7,4,262
34592,0,7,4,294
23941,0,7,4,279
38443,0,7,4,369
17742,2,7,4,221
43760,0,7,4,303
30079,0,7,4,286
37293,0,7,4,360
23382,4,7,4,376
16057,1,7,4,233
37850,0,7,4,296
26512,1,7,4,345
35463,1,7,4,322
50903,1,7,4,321
29176,0,8,4,379
34200,0,8,4,360
37108,0,8,4,389
26662,3,8,4,283
23776,0,8,4,501
39977,0,8,4,355
53333,0,8,4,458
24560,0,8,4,230
27261,0,8,4,372
32963,0,8,4,352
38062,5,8,4,347
28039,0,8,4,228
28207,0,8,4,321
26529,0,8,4,340
20265,0,8,4,356
30495,0,8,4,409
18112,0,8,4,218
27951,0,8,4,225
25614,0,8,4,317
23411,5,8,4,369
12261,0,8,4,355
26496,0,8,4,400
40820,0,8,4,333
20129,0,8,4,386
12774,0,8,4,331
33617,0,8,4,444
22730,0,8,4,404
39435,0,8,4,320
23366,0,8,4,320
41727,0,8,4,487
26195,0,8,4,306
31388,0,8,4,368
47597,0,8,4,164
27288,0,8,4,259
34894,1,8,4,287
41745,3,8,4,261
13480,0,8,4,162
29681,5,8,4,343
28141,0,8,4,297
25520,0,8,4,316
26873,0,8,4,358
35313,2,8,4,338
22399,0,8,4,366
78973,0,8,4,287
30619,1,8,4,369
41320,2,8,4,549
44841,0,8,4,326
23571,0,8,4,323
49438,0,8,4,360
33977,0,8,4,392
26944,0,8,4,386
29293,0,8,4,344
50032,0,8,4,536
32764,0,8,4,318
34670,0,8,4,333
39160,0,8,4,413
42168,0,8,4,313
45703,1,8,4,210
24926,0,8,4,393
22875,0,8,4,308
21158,0,8,4,254
28218,0,8,4,257
36399,1,8,4,313
30424,0,8,4,284
32980,3,8,4,394
17699,0,8,4,344
19038,0,8,4,446
41290,6,8,4,405
30760,1,8,4,471
38397,0,8,4,295
29923,0,8,4,393
30470,2,8,4,496
22747,0,8,4,325
19436,0,8,4,244
32057,0,8,4,452
51849,0,8,4,350
25971,0,8,4,273
21671,0,8,4,375
27891,0,8,4,456
28620,6,8,4,320
17328,1,8,4,397
31803,0,8,4,466
38026,2,8,4,249
10543,0,8,4,383
26119,0,8,4,385
24137,1,8,4,219
22732,0,8,4,299
35560,0,8,4,406
24858,0,8,4,234
19976,0,8,4,379
21610,0,8,4,441
25754,0,8,4,428
28137,1,8,4,412
27485,0,8,4,353
20931,0,8,4,409
31446,0,8,4,429
21953,0,8,4,522
30756,1,8,4,397
42555,2,8,4,243
35827,1,8,4,445
27492,0,8,4,486
14029,0,8,4,367
13345,2,8,4,297
23387,0,8,4,407
24883,0,8,4,262
27069,0,8,4,466
18989,0,8,4,356
23579,0,8,4,383
21404,2,8,4,501
29897,0,8,4,271
18143,6,8,4,314
17955,1,8,4,252
32259,0,8,4,330
60594,0,8,4,414
30945,0,8,4,463
33904,0,8,4,333
17834,0,8,4,406
18049,1,8,4,359
23933,0,8,4,379
29862,0,8,4,357
28986,0,8,4,315
34991,3,8,4,327
32873,0,8,4,367
23809,0,8,4,379
30332,0,8,4,418
16871,0,8,4,438
16708,0,8,4,407
14401,0,8,4,288
46401,4,8,4,330
43269,2,8,4,345
41971,0,8,4,299
29439,0,8,4,249
18100,1,8,4,270
15729,0,8,4,537
33262,1,8,4,487
52447,0,8,4,290
20219,3,8,4,426
17303,0,8,4,348
37011,0,8,4,351
43134,0,8,4,280
36244,0,8,4,449
22721,0,8,4,433
16740,0,8,4,441
31800,7,8,4,317
29426,0,8,4,346
27858,0,8,4,271
21130,1,8,4,323
37386,0,8,4,340
49158,0,8,4,306
49565,2,8,4,380
19995,0,8,4,443
27376,0,8,4,329
33706,0,8,4,418
34540,0,8,4,408
34410,1,8,4,305
25374,1,8,4,380
19039,0,8,4,428
15674,0,8,4,394
38804,1,8,4,355
28285,0,8,4,347
29692,0,8,4,322
17482,0,8,4,308
20621,2,8,4,250
19951,0,8,4,336
23569,0,8,4,504
22037,1,8,4,393
22616,1,8,4,309
44463,0,8,4,305
13617,0,8,4,409
21110,0,8,4,317
17435,0,8,4,286
19872,0,8,4,434
19929,0,8,4,265
50078,0,8,4,278
30328,0,8,4,387
52248,4,8,4,313
14577,0,8,4,319
38018,0,8,4,408
45324,0,8,4,273
38174,0,8,4,350
22845,0,8,4,343
30162,0,8,4,261
26267,0,8,4,346
30097,1,8,4,384
39483,0,8,4,338
33060,0,8,4,361
33822,0,8,4,375
26393,0,8,4,361
28899,0,8,4,379
24270,0,8,4,326
53787,0,8,4,220
18030,1,8,4,348
20689,0,8,4,353
39115,1,8,4,330
27256,0,8,4,410
15440,0,8,4,410
41660,1,8,4,483
24091,0,8,4,269
17486,0,8,4,356
23526,0,8,4,291
14498,4,8,4,328
19598,0,8,4,317
32348,5,8,4,251
39928,0,8,4,346
35893,0,8,4,322
58091,0,8,4,420
32769,0,8,4,257
33299,0,8,4,488
20965,1,8,4,319
25038,0,8,4,231
36308,0,8,4,250
19613,2,8,4,335
39783,0,8,4,330
32880,0,8,4,410
36223,0,8,4,381
17023,1,8,4,380
37996,0,8,4,359
26352,0,8,4,264
21267,0,8,4,367
32942,0,8,4,373
48511,0,8,4,352
39946,0,8,4,461
33584,1,8,4,382
49453,0,8,4,302
24759,4,8,4,410
38737,0,8,4,252
20430,1,8,4,282
24660,0,8,4,374
27924,0,8,4,403
36285,0,8,4,437
32608,0,8,4,401
16685,0,8,4,376
22893,0,8,4,369
38790,0,8,4,265
24586,3,8,4,402
21547,0,8,4,384
25695,0,8,4,366
20314,0,8,4,372
31254,0,8,4,282
25797,0,8,4,317
53373,0,8,4,281
25067,0,8,4,281
33464,0,8,4,356
46580,0,8,4,366
22295,0,8,4,292
47778,0,8,4,313
22980,0,8,4,217
47611,0,8,4,268
47729,0,8,4,381
21014,0,8,4,321
21136,0,8,4,316
37022,0,8,4,428
28320,0,8,4,479
21889,1,8,4,416
34648,0,8,4,308
31396,1,8,4,347
28606,0,8,4,337
29005,0,8,4,208
50484,1,8,4,391
36162,0,8,4,394
33398,0,8,4,305
35330,0,8,4,322
18167,1,8,4,391
25719,0,8,4,448
18895,0,8,4,334
25762,0,8,4,351
33581,1,8,4,230
15074,0,8,4,433
25087,0,8,4,275
40162,0,8,4,403
59039,0,8,4,251
38624,0,8,4,488
21905,1,8,4,446
22829,0,8,4,415
17020,1,8,4,487
42292,0,8,4,84
22417,0,8,4,279
20160,1,8,4,243
30380,0,8,4,386
20401,0,8,4,261
16162,0,8,4,350
48553,0,8,4,364
21926,0,8,4,361
34833,0,8,4,364
61234,0,8,4,423
55895,0,8,4,299
21576,0,8,4,283
28236,0,8,4,302
35032,1,8,4,422
31327,0,8,4,386
20948,0,8,4,376
38664,0,8,4,223
45494,0,8,4,347
31863,0,8,4,352
15174,0,8,4,301
23962,0,8,4,276
24904,0,8,4,406
41294,0,8,4,300
27676,1,8,4,415
14893,1,8,4,448
23888,0,8,4,357
22583,0,8,4,466
29142,1,8,4,498
22445,0,8,4,328
28423,1,8,4,256
23198,0,8,4,256
22540,0,8,4,361
36710,0,8,4,290
26150,0,8,4,317
23351,0,8,4,273
22619,0,8,4,348
34580,0,8,4,439
54180,0,8,4,472
28651,0,8,4,325
32318,0,8,4,455
15813,0,8,4,438
50128,2,8,4,388
25170,1,8,4,409
18674,0,8,4,297
26692,0,8,4,484
18657,3,8,4,309
37453,2,8,4,347
30082,0,8,4,410
32110,0,8,4,257
27231,0,8,4,493
31152,5,8,4,236
22656,0,8,4,286
25751,0,8,4,337
29056,0,8,4,434
40492,0,8,4,349
33273,0,8,4,394
29442,0,8,4,273
38464,0,8,4,257
37016,0,8,4,435
28635,0,8,4,398
15416,0,8,4,534
22412,0,8,4,370
26522,0,8,4,226
28348,0,8,4,316
23501,2,8,4,463
28153,0,8,4,415
23333,0,8,4,206
14660,0,8,4,364
29333,0,8,4,244
37379,1,8,4,308
18985,0,8,4,292
14319,0,8,4,352
25466,0,8,4,314
36123,0,8,4,225
20652,0,8,4,380
36770,0,8,4,369
21211,0,8,4,192
24277,0,8,4,293
22124,2,8,4,397
17325,0,8,4,326
30785,0,8,4,325
24207,0,8,4,264
20946,0,8,4,415
25677,0,8,4,385
23571,1,8,4,287
19503,0,8,4,359
33531,0,8,4,463
24004,0,8,4,287
30094,4,8,4,384
24991,1,8,4,314
43790,1,8,4,349
16826,0,8,4,288
25806,0,8,4,447
24989,0,8,4,309
35034,0,8,4,387
32172,0,8,4,250
29056,0,8,4,396
48381,0,8,4,368
30547,2,8,4,320
28869,0,8,4,520
34959,0,8,4,417
16946,1,8,4,312
30425,1,8,4,294
34742,0,8,4,293
34319,1,8,4,274
26796,3,8,4,256
20859,0,8,4,379
30267,1,8,4,347
35217,0,8,4,417
23495,0,8,4,365
45589,2,8,4,323
82573,0,8,4,341
33242,1,8,4,232
37417,3,8,4,365
26704,0,8,4,229
16625,1,8,4,223
27562,0,8,4,364
31847,0,8,4,470
31150,1,8,4,411
48979,0,8,4,384
18811,1,8,4,280
20274,0,8,4,213
23885,1,8,4,351
31159,0,8,4,323
34113,0,8,4,402
25011,0,8,4,345
16963,0,8,4,447
25674,9,8,4,305
15972,0,8,4,382
41156,1,8,4,441
26760,0,8,4,440
11789,0,8,4,354
33971,1,8,4,334
40299,0,8,4,355
28683,0,8,4,458
19026,1,8,4,280
29857,1,8,4,350
33978,3,8,4,409
16896,0,8,4,444
12569,0,8,4,333
20280,3,8,4,339
21987,0,8,4,429
19944,0,8,4,445
26000,0,8,4,443
34005,0,8,4,349
65012,0,8,4,440
44555,0,8,4,479
35832,5,8,4,360
26906,0,8,4,369
87016,2,8,4,455
24185,0,8,4,431
52779,0,8,4,222
16216,0,8,4,415
16708,1,8,4,360
16770,2,8,4,376
26656,0,8,4,337
23075,2,8,4,466
51927,0,8,4,231
33406,0,8,4,454
47489,0,8,4,324
29012,0,8,4,363
24998,0,8,4,194
36086,0,8,4,432
26475,0,8,4,230
50394,0,8,4,409
27126,0,8,4,338
17941,0,8,4,367
49640,2,8,4,319
29059,0,8,4,293
16129,2,8,4,267
33378,0,8,4,318
24196,1,8,4,281
20755,0,8,4,261
21150,0,8,4,445
27364,1,8,4,242
16944,3,8,4,414
36607,0,8,4,446
43259,0,8,4,369
15060,0,8,4,329
31665,0,8,4,288
38053,0,8,4,384
29797,1,8,4,347
26393,0,8,4,269
23507,2,8,4,374
32300,2,8,4,291
43252,0,8,4,395
33786,0,8,4,367
24282,0,8,4,278
32760,0,8,4,184
28403,0,8,4,422
22074,2,8,4,305
20965,0,8,4,396
23934,0,8,4,309
15809,0,8,4,310
57438,0,8,4,396
20203,0,8,4,177
20845,0,8,4,382
22976,0,8,4,176
31147,0,8,4,373
50507,3,8,4,293
22018,0,8,4,385
22981,1,8,4,315
35231,0,8,4,400
23820,0,8,4,352
45256,3,8,4,359
21345,1,8,4,384
39811,0,8,4,318
26831,0,8,4,293
29711,0,8,4,271
27950,0,8,4,320
24324,0,8,4,295
30644,0,8,4,321
46714,2,8,4,295
22515,0,8,4,426
25075,0,8,4,266
20865,0,8,4,252
23273,0,8,4,339
73095,0,8,4,268
34245,0,8,4,257
23989,0,8,4,297
25675,0,8,4,347
39729,0,8,4,344
50068,0,8,4,391
13551,7,8,4,396
26230,0,8,4,262
35976,1,8,4,285
29501,0,8,4,403
35696,0,8,4,333
27039,4,8,4,378
51379,0,8,4,260
46531,0,8,4,309
38749,0,8,4,303
21646,0,8,4,298
30982,0,8,4,378
39811,0,8,4,390
37304,0,8,4,249
44706,0,8,4,305
20306,3,8,4,366
39359,0,8,4,434
30742,0,8,4,412
28924,2,8,4,307
30971,1,8,4,338
39184,2,8,4,453
25295,0,8,4,358
25376,0,8,4,270
23917,0,8,4,250
34722,0,8,4,161
29218,0,8,4,396
21165,0,8,4,266
37053,1,8,4,452
26155,4,8,4,293
30853,0,8,4,386
43150,0,8,4,385
45562,0,8,4,277
33296,0,8,4,412
32573,2,8,4,364
28663,2,8,4,268
31397,0,8,4,468
47691,0,8,4,307
24442,0,8,4,391
23073,0,8,4,316
27697,0,8,4,226
23148,0,8,4,553
44032,2,8,4,351
35799,0,8,4,344
29204,1,8,4,345
21501,0,8,4,434
29198,3,8,4,322
31663,0,8,4,362
12430,0,8,4,404
68257,0,8,4,199
22240,0,8,4,284
26237,2,8,4,543
26619,3,8,4,266
26973,0,8,4,396
39818,2,8,4,235
38379,0,8,4,243
26883,0,8,4,270
19012,0,8,4,356
34404,0,8,4,356
22469,0,8,4,234
16690,0,8,4,246
18495,1,8,4,302
47841,0,8,4,348
21348,0,8,4,445
26417,0,8,4,260
24886,0,8,4,343
18886,0,8,4,269
32080,1,8,4,338
18431,1,8,4,276
26217,0,8,4,467
28148,0,8,4,367
28225,1,8,4,329
24043,1,8,4,374
20534,0,8,4,466
34521,0,8,4,396
31614,1,8,4,413
28762,6,8,4,397
43574,2,8,4,381
26594,0,8,4,262
19927,0,8,4,343
21873,2,8,4,517
30664,0,8,4,468
26478,1,8,4,287
21306,0,8,4,313
50256,1,8,4,326
23259,0,8,4,258
25543,0,8,4,315
25063,3,8,4,446
32992,0,8,4,447
30339,2,8,4,364
35661,0,8,4,281
46185,0,8,4,288
24965,0,8,4,267
31592,0,8,4,498
21811,4,8,4,313
26525,1,8,4,236
13988,2,8,4,266
21039,0,8,4,447
55864,1,8,4,271
17756,1,8,4,323
26749,1,8,4,301
27345,1,8,4,414
36493,0,8,4,161
45271,3,8,4,460
46490,0,8,4,362
21967,0,8,4,528
45724,0,8,4,352
33890,0,8,4,325
39398,1,8,4,286
36576,0,8,4,383
38296,0,8,4,363
46349,1,8,4,359
27389,0,8,4,384
46544,0,8,4,293
23849,0,8,4,305
25688,0,8,4,340
31370,0,8,4,295
24415,0,8,4,237
27664,0,8,4,342
33219,2,8,4,233
46749,1,8,4,271
25340,1,8,4,367
29309,0,8,4,302
23664,4,8,4,272
46776,0,8,4,290
45640,0,8,4,418
12644,0,8,4,445
22274,1,8,4,487
25174,1,8,4,231
25051,0,8,4,253
19547,4,8,4,329
27668,4,8,4,337
28049,2,8,4,211
53909,0,8,4,305
25627,0,8,4,358
33293,0,8,4,298
27058,0,8,4,235
21083,0,8,4,296
32789,0,8,4,301
34771,0,8,4,478
24070,0,8,4,563
16324,0,8,4,390
27765,0,8,4,281
24918,2,8,4,328
20559,0,8,4,392
23544,0,8,4,230
27232,0,8,4,344
23398,0,8,4,444
32705,0,8,4,301
30396,0,8,4,457
36786,1,8,4,343
19867,0,8,4,415
27288,2,8,4,209
56093,0,8,4,231
13303,1,8,4,415
13376,1,8,4,271
36424,1,8,4,371
16454,2,8,4,209
24113,0,8,4,491
37915,0,8,4,254
15317,1,8,4,320
27970,1,8,4,359
17173,0,8,4,311
34224,0,8,4,363
25396,0,8,4,308
22173,4,8,4,321
14898,1,8,4,353
34914,0,8,4,546
26357,0,8,4,319
26809,0,8,4,378
33004,0,8,4,339
24913,0,8,4,253
24000,0,8,4,448
42437,0,8,4,338
28831,1,8,4,331
33489,2,8,4,463
18091,0,8,4,415
34066,0,8,4,322
26221,0,8,4,384
27350,0,8,4,327
26547,2,8,4,268
24437,0,8,4,230
65015,0,8,4,361
31764,0,8,4,277
56798,0,8,4,198
15798,0,8,4,370
24773,0,8,4,305
29065,0,8,4,412
35917,0,8,4,435
30555,5,8,4,482
33901,0,8,4,285
22126,0,8,4,384
20812,3,8,4,394
32890,0,8,4,384
27426,2,8,4,287
24972,0,8,4,136
38449,1,8,4,305
31413,0,8,4,280
43607,1,8,4,302
36205,0,8,4,365
28514,0,8,4,418
28249,2,8,4,244
17866,0,8,4,117
68654,3,8,4,374
27496,0,8,4,133
15105,0,8,4,320
24389,0,8,4,393
38927,0,8,4,325
25221,0,8,4,163
26319,0,8,4,285
24158,0,8,4,325
28048,5,8,4,336
35841,0,8,4,350
31763,0,8,4,555
31406,0,8,4,289
17306,0,8,4,311
23749,0,8,4,289
32632,1,8,4,445
17190,0,8,4,332
29471,0,8,4,381
29668,0,8,4,278
42698,0,8,4,356
38343,1,8,4,435
23102,1,8,4,274
16356,0,8,4,404
21288,0,8,4,406
36073,0,8,4,394
29598,0,8,4,449
22545,0,8,4,299
41174,0,8,4,397
48762,0,8,4,296
39181,0,8,4,398
20234,0,8,4,424
50696,0,8,4,353
22168,0,8,4,478
39436,1,8,4,252
30003,0,8,4,203
24055,1,8,4,415
25897,0,8,4,463
31844,2,8,4,368
31405,0,8,4,186
19402,0,8,4,284
29132,0,8,4,428
29739,1,8,4,442
25343,0,8,4,383
26725,0,8,4,385
19704,0,8,4,327
13110,0,8,4,401
41331,1,8,4,262
36843,2,8,4,353
42731,1,8,4,312
39054,0,8,4,292
26651,0,8,4,288
44954,9,8,4,500
15550,1,8,4,352
23239,0,8,4,285
40708,0,8,4,274
28295,0,8,4,343
25623,0,8,4,328
36798,0,8,4,360
24173,0,8,4,368
44460,0,8,4,397
22004,4,8,4,304
36201,1,8,4,279
62135,0,8,4,280
22169,0,8,4,302
28620,0,8,4,412
41384,1,8,4,358
32091,0,8,4,341
19280,1,8,4,210
24565,1,8,4,426
54500,0,8,4,392
20934,0,8,4,437
11941,1,8,4,303
48603,0,8,4,462
25454,4,8,4,481
27736,0,8,4,443
14368,0,8,4,413
28427,1,8,4,309
29243,0,8,4,414
42824,0,8,4,365
56264,0,8,4,323
25032,1,8,4,316
23221,0,8,4,263
15350,2,8,4,413
17657,0,8,4,309
37780,0,8,4,473
16272,0,8,4,303
33186,2,8,4,305
24931,2,8,4,436
29615,1,8,4,477
26503,3,8,4,295
40879,0,8,4,424
48466,0,8,4,295
18921,1,8,4,339
47121,0,8,4,395
23030,1,8,4,226
23753,1,8,4,190
16365,0,8,4,245
25995,1,8,4,331
28690,0,8,4,500
26738,0,8,4,240
29957,2,8,4,321
46060,0,8,4,325
26426,0,8,4,383
46712,0,8,4,420
44774,0,8,4,385
24023,2,8,4,464
24816,0,8,4,276
30780,0,8,4,299
40740,0,8,4,310
21906,0,8,4,404
48493,0,8,4,282
22891,0,8,4,354
21815,6,8,4,231
21332,2,8,4,379
24807,0,8,4,389
26207,0,8,4,367
31180,0,8,4,347
59587,1,8,4,483
42008,0,8,4,338
22755,0,8,4,492
33681,0,8,4,310
24819,0,9,4,194
18195,0,9,4,559
31438,0,9,4,383
35082,0,9,4,343
14185,1,9,4,423
23713,7,9,4,345
26672,3,9,4,385
48892,0,9,4,449
24774,0,9,4,356
60480,0,9,4,201
28581,0,9,4,313
20194,0,9,4,487
20640,0,9,4,404
15595,0,9,4,311
59574,0,9,4,366
25040,2,9,4,438
29973,0,9,4,307
25103,0,9,4,311
41505,1,9,4,333
45456,3,9,4,397
26489,1,9,4,421
24997,0,9,4,291
30847,0,9,4,477
21600,0,9,4,422
35526,0,9,4,382
28385,0,9,4,287
34052,0,9,4,263
21607,0,9,4,230
38078,1,9,4,282
21797,0,9,4,331
27555,0,9,4,510
35989,0,9,4,407
