id,date,user,pc,file_tree,activity
{T3T8-J9BY65LY-9891WRDQ},01/03/2010 14:07:05,WRF3534,PC-7714,R:\;R:\25Vt493;R:\96G8Gt4;R:\WRF3534,Connect
{J7B5-W6FT87EJ-3510WEGU},01/03/2010 14:08:02,TZY3133,PC-9358,R:\;R:\TZY3133,Connect
{K5J4-E4AY74AB-6349TYME},01/03/2010 14:09:34,TJS3067,PC-5461,R:\;R:\17Hs613;R:\28gXZG0;R:\52w68l6;R:\91X5357;R:\TJS3067,Connect
{A8U5-W8MH64QM-3515LMGI},01/03/2010 14:10:24,CJM0273,PC-3471,,Disconnect
{G9G7-Q0CW07QX-6196WKBN},01/03/2010 14:11:28,TJS3067,PC-5461,,Disconnect
{Y2J8-I3RU60EE-7217ZBZW},01/03/2010 14:14:08,YKW3832,PC-2158,R:\;R:\74Fv753;R:\94ZH5l2;R:\YKW3832,Connect
{Y6A5-B8BG18UV-4820VKYR},01/03/2010 14:15:11,WRF3534,PC-7714,,Disconnect
{K4B3-E2IG31GX-6850VLIY},01/03/2010 14:17:37,RWS3699,PC-9819,,Disconnect
{I3V6-O2FV85UI-8125DRLQ},01/03/2010 14:18:50,OKH3777,PC-5467,R:\;R:\13y9937;R:\21fz413;R:\59N9947;R:\98F7167;R:\OKH3777,Connect
{T0N7-C7EP90JA-0495WJEL},01/03/2010 14:19:39,RCT1697,PC-5770,R:\;R:\488TX69;R:\58l8617;R:\RCT1697,Connect
{V6A0-W0LY84LL-3405TCWO},01/03/2010 14:24:48,WRF3534,PC-7714,R:\;R:\25Vt493;R:\96G8Gt4;R:\WRF3534,Connect
{F3M9-Q9NM59DD-4127TMGO},01/03/2010 14:25:35,IMS0862,PC-1101,R:\;R:\61L23p6;R:\98HH5l2;R:\IMS0862,Connect
{P0R8-R7SF01UV-0677FDJF},01/03/2010 14:26:17,JSH3019,PC-3455,R:\;R:\13tML71;R:\468rs59;R:\83xKbY0;R:\JSH3019,Connect
{O8E9-F3SL10KV-7009DQUN},01/03/2010 14:26:21,JEM0546,PC-0308,R:\;R:\41m4cD4;R:\55w78D6;R:\JEM0546,Connect
{R2E9-N5VC50CG-2179GWNQ},01/03/2010 14:26:41,JDM1042,PC-1105,R:\;R:\84xF4F2;R:\JDM1042,Connect
{L5W5-V6JJ08MU-2460VIDN},01/03/2010 14:28:08,DJS1127,PC-6321,R:\;R:\54M3467;R:\DJS1127,Connect
{H8S3-F3OW73UL-4764UMSO},01/03/2010 14:28:10,AFP2709,PC-3154,R:\;R:\787PQ59;R:\AFP2709,Connect
{G0M8-T2LG38MG-9960YALL},01/03/2010 14:30:04,HDB1666,PC-6793,,Disconnect
{S8M3-Z3OJ86IX-5783YOGW},01/03/2010 14:30:38,LLT0291,PC-1250,R:\;R:\14KYR41;R:\873kb79;R:\LLT0291,Connect
{M4Y5-V7TX82TC-7020SOMM},01/03/2010 14:32:19,CJM0273,PC-3471,R:\;R:\13jd423;R:\49FP5C2;R:\51n6647;R:\CJM0273,Connect
{F3W5-N8SV68UF-8398NROU},01/03/2010 14:33:45,JEM0546,PC-0308,,Disconnect
{Z4Y2-C3DN66OG-0796PVBA},01/03/2010 14:33:58,PJC1252,PC-7983,R:\;R:\77Vq1S2;R:\84Jsh71;R:\85w9V65;R:\87wC4l2;R:\PJC1252,Connect
{L1R3-U5HU39RK-0004QUPM},01/03/2010 14:33:59,WBH1861,PC-8987,R:\;R:\31css31;R:\WBH1861,Connect
{G9N4-I2BA74TV-4273GDYE},01/03/2010 14:36:10,AFP2709,PC-3154,,Disconnect
{W6Y7-P1IG04BH-5699OFYX},01/03/2010 14:37:16,AFP2709,PC-3154,R:\;R:\787PQ59;R:\AFP2709,Connect
{X6F1-V5OK75MB-4462IWFB},01/03/2010 14:37:23,CJM0273,PC-3471,,Disconnect
{W9M1-M0TL64WO-2204OQAO},01/03/2010 14:37:28,THF2879,PC-2467,R:\;R:\27yD3l2;R:\37d4297;R:\486zG29;R:\553sfx8;R:\THF2879,Connect
{E3I6-R0BR96NM-8305CKXR},01/03/2010 14:37:30,RCT1697,PC-5770,,Disconnect
{L9J0-J3JP02EC-1329OCRI},01/03/2010 14:37:35,WBH1861,PC-8987,,Disconnect
{T9D3-X6RI12IH-3328GGXB},01/03/2010 14:38:53,DJS1127,PC-6321,,Disconnect
{B0M1-M7GJ43CE-1892GSED},01/03/2010 14:40:35,IMS0862,PC-1101,,Disconnect
{I9D9-F6BZ24HB-9179HKXB},01/03/2010 14:43:02,JDM1042,PC-1105,,Disconnect
{K6A3-X8NG18AK-2088MAHT},01/03/2010 14:43:35,LLT0291,PC-1250,,Disconnect
{L4O8-X0FG11FS-8621PNWL},01/03/2010 14:43:43,ABM3687,PC-6740,R:\;R:\116cGj8;R:\81W3387;R:\ABM3687,Connect
{I8J1-K8KH00SG-3083NBTB},01/03/2010 14:44:15,AFP2709,PC-3154,,Disconnect
{U5O7-R5IK75HO-4222EMRE},01/03/2010 14:44:42,YKW3832,PC-2158,,Disconnect
{U4A3-F0BV73CP-5841IXGN},01/03/2010 14:45:54,WRF3534,PC-7714,,Disconnect
{C7F1-W2EH77OD-4906UMVH},01/03/2010 14:48:56,FAJ3608,PC-1335,R:\;R:\FAJ3608,Connect
{L3F2-G6JF81JS-1243FCRR},01/03/2010 14:48:58,ABM3687,PC-6740,,Disconnect
{A3U0-P6CV67VN-6104JTVB},01/03/2010 14:50:06,WRF3534,PC-7714,R:\;R:\25Vt493;R:\96G8Gt4;R:\WRF3534,Connect
{K1R7-Q7FC46CJ-8817FRPB},01/03/2010 14:50:59,OKH3777,PC-5467,,Disconnect
{H6Y5-W5OW13GR-7362BIWL},01/03/2010 14:51:58,YNW2855,PC-0624,R:\;R:\34k9j35;R:\42W5C25;R:\493lzD8;R:\YNW2855,Connect
{Y6N8-P1DJ82NQ-7549QVDW},01/03/2010 14:52:49,YNW2855,PC-0624,,Disconnect
{S3W1-G0ZA24WD-6728MIGZ},01/03/2010 14:54:42,JPC2507,PC-0747,R:\;R:\23ndhj0;R:\56Cj9P2;R:\79P9m95;R:\84D6367;R:\JPC2507,Connect
{X5J5-Z4WY52IR-7838BYST},01/03/2010 14:54:57,JDM1042,PC-1105,R:\;R:\84xF4F2;R:\JDM1042,Connect
{K5P1-V2TC24SG-5660AQXP},01/03/2010 14:57:42,YNW2855,PC-0624,R:\;R:\34k9j35;R:\42W5C25;R:\493lzD8;R:\YNW2855,Connect
{W0P5-P2RI44SH-9020NDGO},01/03/2010 14:58:19,WRF3534,PC-7714,,Disconnect
{Q7J0-M0UN95RL-5547JDHQ},01/03/2010 15:01:14,SDH2394,PC-5849,R:\;R:\22B5gX4;R:\SDH2394,Connect
{F9Y4-P0EM06UC-7597VUZH},01/03/2010 15:01:57,FAJ3608,PC-1335,,Disconnect
{F3J8-L3PA51TS-8048XDQH},01/03/2010 15:02:10,SDH2394,PC-5849,,Disconnect
{K3V7-C0OK00YH-2379ECZV},01/03/2010 15:04:10,JPC2507,PC-0747,,Disconnect
{R4M0-U5FD08BH-3974CXPD},01/03/2010 15:06:10,ROR3483,PC-4365,R:\;R:\177Qcm8;R:\81c5yB4;R:\87zJ233;R:\ROR3483,Connect
{J4L8-P0IH80VN-0558CNSJ},01/03/2010 15:06:36,LLT0291,PC-1250,R:\;R:\14KYR41;R:\873kb79;R:\LLT0291,Connect
{N6V3-X2FY19XO-0235LMGA},01/03/2010 15:07:02,JEM0546,PC-0308,R:\;R:\41m4cD4;R:\55w78D6;R:\JEM0546,Connect
{C5Z1-C8RW51TE-0228DXEO},01/03/2010 15:07:54,JDM1042,PC-1105,,Disconnect
{S8J9-M6VM34MU-3951DRBB},01/03/2010 15:08:48,TZY3133,PC-9358,,Disconnect
{T2L8-N7SB24UW-8021LLCS},01/03/2010 15:09:36,TKM1539,PC-3295,R:\;R:\17r6y95;R:\553Kw49;R:\61Sh623;R:\68dYZ31;R:\TKM1539,Connect
{P8W3-K3VU45JV-5003NHAV},01/03/2010 15:12:49,CJM0273,PC-3471,R:\;R:\13jd423;R:\49FP5C2;R:\51n6647;R:\CJM0273,Connect
{E4F4-X7LH57LL-0651BUGT},01/03/2010 15:15:04,CJM0273,PC-3471,,Disconnect
{O3R9-G9QM24JW-5981WZPZ},01/03/2010 15:15:52,CFL0156,PC-8841,,Disconnect
{S6Z4-B7OJ01UZ-3600YACN},01/03/2010 15:17:46,YNW2855,PC-0624,,Disconnect
{E2B2-H1HS76GT-0007PSBP},01/03/2010 15:21:00,RWS3699,PC-9819,R:\;R:\325QX59;R:\764wy59;R:\RWS3699,Connect
{J7M7-Y0FC02HJ-7918LNHO},01/03/2010 15:22:12,BCC2536,PC-0256,,Disconnect
{Z9Y8-F3DF18ND-0717RVPY},01/03/2010 15:23:59,CFL0156,PC-8841,R:\;R:\59jqQ51;R:\77V76t6;R:\84l8N45;R:\CFL0156,Connect
{U8W6-V3PX02YJ-4013SBTM},01/03/2010 15:24:23,BDR0510,PC-1197,R:\;R:\BDR0510,Connect
{L8H0-D4HU93LJ-1448FFQG},01/03/2010 15:25:55,FAJ3608,PC-1335,R:\;R:\FAJ3608,Connect
{M8S1-O0SF94VQ-2449BIAS},01/03/2010 15:26:22,JEM0546,PC-0308,,Disconnect
{O8E9-F5ID79OM-1539CSSH},01/03/2010 15:26:24,PJC1252,PC-7983,,Disconnect
{R0W0-A6PM12HS-1008VGWU},01/03/2010 15:27:23,THF2879,PC-2467,,Disconnect
{H1Y6-C9OE13YX-9212JFIK},01/03/2010 15:27:29,BDR0510,PC-1197,,Disconnect
{P5N4-O2NU60TX-8331SFZG},01/03/2010 15:32:08,ABM3687,PC-6740,R:\;R:\116cGj8;R:\81W3387;R:\ABM3687,Connect
{N1T6-G1GU81XU-7722CDOJ},01/03/2010 15:35:43,GKL0006,PC-3525,R:\;R:\24wNSX0;R:\31y52D6;R:\34Qvvl0;R:\GKL0006,Connect
{S0U8-T8CY46SA-1581APZB},01/03/2010 15:35:47,YNW2855,PC-0624,R:\;R:\34k9j35;R:\42W5C25;R:\493lzD8;R:\YNW2855,Connect
{L1L5-G7PO89EU-8826XRTD},01/03/2010 15:37:13,CHM1561,PC-7046,R:\;R:\CHM1561,Connect
{V8N7-Y7PL61NB-5282JBGD},01/03/2010 15:38:51,CFL0156,PC-8841,,Disconnect
{P4U0-W8BT49XZ-4410VZVD},01/03/2010 15:39:06,IMC3296,PC-2659,R:\;R:\18Y46W6;R:\516bS99;R:\72KG4j2;R:\IMC3296,Connect
{D0X9-X4NN85MO-9110QOVS},01/03/2010 15:40:46,CBA1023,PC-1570,R:\;R:\42gY283;R:\48rr4y2;R:\59ntt61;R:\76xCQG0;R:\CBA1023,Connect
{R1J3-I9EZ02QH-9312ASSR},01/03/2010 15:42:00,TKM1539,PC-3295,,Disconnect
{H5P6-E2AE91HU-1486XKCE},01/03/2010 15:42:45,LLT0291,PC-1250,,Disconnect
{C1V1-F3PN17NY-3100IUWZ},01/03/2010 15:43:08,GKL0006,PC-3525,,Disconnect
{D4E0-R1IY10VP-3104SSFO},01/03/2010 15:45:16,WRF3534,PC-7714,R:\;R:\25Vt493;R:\96G8Gt4;R:\WRF3534,Connect
{Q3D8-T4WO21TT-0816VIVD},01/03/2010 15:46:15,ROR3483,PC-4365,,Disconnect
{L0Q6-T4BQ27ES-8181CDNU},01/03/2010 15:46:24,BCC2536,PC-0256,R:\;R:\54w31s6;R:\82LL683;R:\83n6Z85;R:\BCC2536,Connect
{B4W4-P3WA05RC-9302CVBM},01/03/2010 15:47:44,FAJ3608,PC-1335,,Disconnect
{O7M5-W8PW04JE-4606RRCA},01/03/2010 15:51:01,ABM3687,PC-6740,,Disconnect
{F3E1-P3VX52HO-2737MWIV},01/03/2010 15:51:02,YNW2855,PC-0624,,Disconnect
{N4C2-S5PD96BN-0573VEIB},01/03/2010 15:53:01,YNW2855,PC-0624,R:\;R:\34k9j35;R:\42W5C25;R:\493lzD8;R:\YNW2855,Connect
{D4M4-N0TX60IH-5410WTTP},01/03/2010 15:53:10,WRF3534,PC-7714,,Disconnect
{E2S3-F3YF62XB-4964HLCV},01/03/2010 15:53:59,ROR3483,PC-4365,R:\;R:\177Qcm8;R:\81c5yB4;R:\87zJ233;R:\ROR3483,Connect
{Q5I0-F1FI60ML-8951ZEXJ},01/03/2010 15:56:10,IMS0862,PC-1101,R:\;R:\61L23p6;R:\98HH5l2;R:\IMS0862,Connect
{W5O0-Q2GL14DB-1370DUYT},01/03/2010 15:56:28,JSH3019,PC-3455,,Disconnect
{U7O3-Z0QZ08FI-6151XKXC},01/03/2010 15:57:09,WRF3534,PC-7714,R:\;R:\25Vt493;R:\96G8Gt4;R:\WRF3534,Connect
{S5G9-R2RT09MH-8007QLZJ},01/03/2010 15:59:51,CPC0724,PC-8032,R:\;R:\18l9ZC4;R:\89Bk9v2;R:\CPC0724,Connect
{C6H8-O0DB45RV-0906QRSH},01/03/2010 16:00:18,CHM1561,PC-7046,,Disconnect
{Y2C6-K4SL49VZ-9510XMPM},01/03/2010 16:02:00,ROR3483,PC-4365,,Disconnect
{R0E6-E6VG84DE-9374WTXI},01/03/2010 16:02:56,WRF3534,PC-7714,,Disconnect
{A7K3-O7HT55EO-8293JLPK},01/03/2010 16:03:16,RCT1697,PC-5770,R:\;R:\488TX69;R:\58l8617;R:\RCT1697,Connect
{Z3V5-C1GR77WR-9315MQFX},01/03/2010 16:04:06,CBA1023,PC-1570,,Disconnect
{Z6Z3-T4SY60YO-5967XVAF},01/03/2010 16:04:34,RWS3699,PC-9819,,Disconnect
{M6H7-V6KF49DD-1664UBHS},01/03/2010 16:07:57,CBA1023,PC-1570,R:\;R:\42gY283;R:\48rr4y2;R:\59ntt61;R:\76xCQG0;R:\CBA1023,Connect
{L8I6-J3WE62GV-9565TKQO},01/03/2010 16:08:05,IMS0862,PC-1101,,Disconnect
{O4K2-S4HA47LL-3104YXWN},01/03/2010 16:08:26,CJM0273,PC-3471,R:\;R:\13jd423;R:\49FP5C2;R:\51n6647;R:\CJM0273,Connect
{Q4B4-R4BG49WF-0005WSZB},01/03/2010 16:09:27,YNW2855,PC-0624,,Disconnect
{M3F7-L7RP70XU-9107TNXU},01/03/2010 16:10:09,IMC3296,PC-2659,,Disconnect
{M9U5-F6YU47NU-6982NFKM},01/03/2010 16:14:17,JDM1042,PC-1105,R:\;R:\84xF4F2;R:\JDM1042,Connect
{G6X7-C4GC85VK-4145VUZL},01/03/2010 16:18:12,RWS3699,PC-9819,R:\;R:\325QX59;R:\764wy59;R:\RWS3699,Connect
{O2L9-F4NE53LX-5028XWZR},01/03/2010 16:20:01,RWS3699,PC-9819,,Disconnect
{Z4N5-C6CH44BT-2039VOJR},01/03/2010 16:23:03,RCT1697,PC-5770,,Disconnect
{M7Y7-A0UI86IP-8167ZCHC},01/03/2010 16:23:59,YKW3832,PC-2158,R:\;R:\74Fv753;R:\94ZH5l2;R:\YKW3832,Connect
{T1M4-K5KA79RC-4621MGUA},01/03/2010 16:24:46,BCC2536,PC-0256,,Disconnect
{K4T9-O2VZ04XA-0541HRCS},01/03/2010 16:25:24,RCT1697,PC-5770,R:\;R:\488TX69;R:\58l8617;R:\RCT1697,Connect
{H7T0-C2MP36LC-8766VDEN},01/03/2010 16:26:12,ROR3483,PC-4365,R:\;R:\177Qcm8;R:\81c5yB4;R:\87zJ233;R:\ROR3483,Connect
{T4L1-J3BH51LC-7690TFDH},01/03/2010 16:27:41,BCC2536,PC-0256,R:\;R:\54w31s6;R:\82LL683;R:\83n6Z85;R:\BCC2536,Connect
{Y6C0-Q3MK07VV-2432EAQA},01/03/2010 16:28:10,CJM0273,PC-3471,,Disconnect
{Z0A4-D9FQ06CW-0889EUUF},01/03/2010 16:28:51,ROR3483,PC-4365,,Disconnect
{A1Z3-H7WA85XW-3942LGXO},01/03/2010 16:31:57,RCT1697,PC-5770,,Disconnect
{I3P1-P4VN99RH-9126SPNC},01/03/2010 16:32:10,OCH2853,PC-2512,R:\;R:\15rB373;R:\27Wq4B2;R:\341Rvd8;R:\94m4R85;R:\OCH2853,Connect
{P9R9-X5HC96SN-2325NNLV},01/03/2010 16:35:35,JDM1042,PC-1105,,Disconnect
{T9T9-U2IC34ZV-6205CDJG},01/03/2010 16:36:44,IMC3296,PC-2659,R:\;R:\18Y46W6;R:\516bS99;R:\72KG4j2;R:\IMC3296,Connect
{Q3U8-V9CO61NT-8672RXNC},01/03/2010 16:40:12,AKH0454,PC-2966,R:\;R:\13M9vh4;R:\45B8Y35;R:\81L3QB4;R:\AKH0454,Connect
{L3K4-F6QC45AS-4398JVOV},01/03/2010 16:44:53,CBA1023,PC-1570,,Disconnect
{R7N3-P0VK09CO-7613XJME},01/03/2010 16:45:35,IMC3296,PC-2659,,Disconnect
{P9R1-O2XI23GN-3063DAIT},01/03/2010 16:46:51,BCC2536,PC-0256,,Disconnect
{I9C6-U0XD40WO-4170QWJY},01/03/2010 16:48:09,HDB1666,PC-6793,R:\;R:\57S35N6;R:\HDB1666,Connect
{Y0A2-N4DC04OZ-6755FHVG},01/03/2010 16:48:22,JDM1042,PC-1105,R:\;R:\84xF4F2;R:\JDM1042,Connect
{M6Y7-X1IE98FB-9395YZUE},01/03/2010 16:49:48,YKW3832,PC-2158,,Disconnect
{B8A1-P0XJ37EA-2864OXGP},01/03/2010 16:50:07,CPC0724,PC-8032,,Disconnect
{L2S0-Y9HA60SD-1468PANS},01/03/2010 16:51:22,HDB1666,PC-6793,,Disconnect
{Q7S5-K1IQ30EY-9117RFSV},01/03/2010 16:51:56,ABD3426,PC-8657,R:\;R:\ABD3426,Connect
{Q1K2-N7GQ52CU-0745SPFV},01/03/2010 16:52:02,ABD3426,PC-8657,,Disconnect
{S7G9-O8OT82PB-7418WRKC},01/03/2010 16:52:16,CHM1561,PC-7046,R:\;R:\CHM1561,Connect
{M9Y4-P3NR28FT-0506CURI},01/03/2010 16:55:36,FHA3387,PC-7770,R:\;R:\74G6337;R:\FHA3387,Connect
{X8Q9-G2RC78GT-5321OFEH},01/03/2010 16:56:12,RAA1455,PC-7117,R:\;R:\46D6D95;R:\51Vrb41;R:\84q4JP4;R:\88l7W95;R:\RAA1455,Connect
{P2G3-K1PC45XV-5619XCWI},01/03/2010 17:00:01,YKW3832,PC-2158,R:\;R:\74Fv753;R:\94ZH5l2;R:\YKW3832,Connect
{L4Q8-G1JR89TS-8015JFSN},01/03/2010 17:00:08,OCH2853,PC-2512,,Disconnect
{C6G0-Q8QS68WB-1286TPXY},01/03/2010 17:00:12,CHM1561,PC-7046,,Disconnect
{S6O3-N9HR83HP-8768XGVS},01/03/2010 17:03:43,REC0283,PC-6764,R:\;R:\77fp683;R:\843fYG8;R:\REC0283,Connect
{H4E9-H2NP64RF-0906ZKNO},01/03/2010 17:09:09,RCT1697,PC-5770,R:\;R:\488TX69;R:\58l8617;R:\RCT1697,Connect
{A9N5-S3PE73MQ-1755QQGP},01/03/2010 17:17:41,RCT1697,PC-5770,,Disconnect
{X3H5-X6XZ04DO-3520VKOQ},01/03/2010 17:22:03,BCC2536,PC-0256,R:\;R:\54w31s6;R:\82LL683;R:\83n6Z85;R:\BCC2536,Connect
{T7F9-X9VB29BP-8820SNQG},01/03/2010 17:23:38,RAA1455,PC-7117,,Disconnect
{A1F0-Z9HD95TC-0190SLAX},01/03/2010 17:26:32,BCC2536,PC-0256,,Disconnect
{M5N0-S8CQ15JL-8156DTGA},01/03/2010 17:29:11,AKH0454,PC-2966,,Disconnect
{H7K9-H2UN57OY-9501ABPA},01/03/2010 17:33:18,RCT1697,PC-5770,R:\;R:\488TX69;R:\58l8617;R:\RCT1697,Connect
{G6K7-R1FU31NS-2371IBDK},01/03/2010 17:34:43,CJM0273,PC-3471,R:\;R:\13jd423;R:\49FP5C2;R:\51n6647;R:\CJM0273,Connect
{U5E4-E0OU47UH-7028AVRC},01/03/2010 17:34:58,RCT1697,PC-5770,,Disconnect
{J8O0-A9VP98IK-7120DDFE},01/03/2010 17:37:46,CJM0273,PC-3471,,Disconnect
{V6V8-H3NS07XP-9652DNFH},01/03/2010 17:43:26,YKW3832,PC-2158,,Disconnect
{A5W8-Z0YK74SN-3595VSZT},01/03/2010 17:45:57,JDM1042,PC-1105,,Disconnect
{W4D8-J2AQ41ZS-1404TPRH},01/03/2010 17:51:40,CHM1561,PC-7046,R:\;R:\CHM1561,Connect
{G7Z9-H8LJ70JJ-7251YVGJ},01/03/2010 17:53:59,CHM1561,PC-7046,,Disconnect
{V1O2-Q8PE80AH-2013VOQC},01/03/2010 17:54:28,REC0283,PC-6764,,Disconnect
{W1G9-I2EA04RW-3212JKKP},01/03/2010 17:55:43,RCT1697,PC-5770,R:\;R:\488TX69;R:\58l8617;R:\RCT1697,Connect
{T0I1-T4NV73OY-2351SZCK},01/03/2010 18:06:17,FHA3387,PC-7770,,Disconnect
{S5Y1-P7VA21AT-7916EZPD},01/03/2010 18:17:57,JEM0546,PC-0308,R:\;R:\41m4cD4;R:\55w78D6;R:\JEM0546,Connect
{L6W7-T6NB52CO-9859KNMN},01/03/2010 18:18:23,RCT1697,PC-5770,,Disconnect
{J2X6-G7FR57TM-3603LVAR},01/03/2010 18:32:52,JEM0546,PC-0308,,Disconnect
{S5V3-Z4LG12ZU-4449EVEO},01/03/2010 18:40:04,JEM0546,PC-0308,R:\;R:\41m4cD4;R:\55w78D6;R:\JEM0546,Connect
{I2P1-R9ZV68PU-2415UEGJ},01/03/2010 18:53:19,JEM0546,PC-0308,,Disconnect
{E6O2-Z8IY05YG-7973KPJE},01/03/2010 18:53:41,CHM1561,PC-7046,R:\;R:\CHM1561,Connect
{G6A3-S0EP89JW-2137AUPU},01/03/2010 19:02:27,CHM1561,PC-7046,,Disconnect
{G7C3-T7HW33FB-8929GRUO},01/04/2010 00:12:31,WSA1765,PC-6566,R:\;R:\WSA1765,Connect
{U5O5-Z7IG07ED-7501QVYI},01/04/2010 00:13:33,CAG2442,PC-8963,R:\;R:\16vV9l2;R:\CAG2442,Connect
{K8W6-I4WD96JQ-5197ZQRW},01/04/2010 00:14:05,CAG2442,PC-8963,,Disconnect
{T6I7-L0GL67FE-5977IQZQ},01/04/2010 00:16:52,WSA1765,PC-6566,,Disconnect
{R5S4-X0PM68KY-2079UZLR},01/04/2010 00:21:52,WSA1765,PC-4574,R:\;R:\WSA1765,Connect
{E4C2-U3BQ65DM-7875DQEL},01/04/2010 00:23:01,WSA1765,PC-4574,,Disconnect
{X8Y6-K5EJ52WC-6897UTBY},01/04/2010 00:29:08,WSA1765,PC-8427,R:\;R:\WSA1765,Connect
{K4H6-C1RV78YR-4719KJSI},01/04/2010 00:32:06,WSA1765,PC-8427,,Disconnect
{W2P8-Q1AJ37XD-4437NRQS},01/04/2010 01:06:35,CAM3050,PC-5700,R:\;R:\64bnbj0;R:\86g3S65;R:\CAM3050,Connect
{X8J0-I9WF24YV-1169WKYN},01/04/2010 01:11:34,CAM3050,PC-5700,,Disconnect
{F8Q7-E1OA39IT-4884GVMM},01/04/2010 01:30:15,KEF1057,PC-7789,R:\;R:\51N4427;R:\KEF1057,Connect
{N1E7-Y4AP16YR-6099VGFG},01/04/2010 01:33:43,KEF1057,PC-7789,,Disconnect
{A9N1-X1LL00GF-3173YJOD},01/04/2010 01:52:00,KEF1057,PC-8941,R:\;R:\51N4427;R:\KEF1057,Connect
{H1N8-Y3TN16EA-9611YJJF},01/04/2010 01:53:13,KEF1057,PC-8941,,Disconnect
{Q4B0-H8HQ08JG-8968PNWZ},01/04/2010 02:01:06,KEF1057,PC-2940,R:\;R:\51N4427;R:\KEF1057,Connect
{Q0I0-X5DX42YL-1444MXTW},01/04/2010 02:07:24,KEF1057,PC-2940,,Disconnect
{U2G5-W2LC11JY-8080KFGI},01/04/2010 02:20:52,CAM3050,PC-1547,R:\;R:\64bnbj0;R:\86g3S65;R:\CAM3050,Connect
{D0V2-P6LG32NX-9216VXFZ},01/04/2010 02:21:30,CAM3050,PC-1547,,Disconnect
{K5B6-E2IQ20NO-2804IEVH},01/04/2010 02:37:41,KEF1057,PC-4357,R:\;R:\51N4427;R:\KEF1057,Connect
{H9N0-L5ML94IX-8381DZDN},01/04/2010 02:38:58,KEF1057,PC-4357,,Disconnect
{M7Y8-M2SL62ZZ-5315XKUD},01/04/2010 02:45:24,CHB1062,PC-6719,R:\;R:\48dV6m2;R:\CHB1062,Connect
{N6C6-I8PA55AT-0808LCEN},01/04/2010 02:48:26,CHB1062,PC-6719,,Disconnect
{E9E5-C6CT32CV-1344YVCC},01/04/2010 03:26:53,KAC1774,PC-6782,R:\;R:\11N5kF4;R:\21R8787;R:\KAC1774,Connect
{V9Q0-I9CF54TV-3828LEKG},01/04/2010 03:27:46,KAC1774,PC-6782,,Disconnect
{O3R6-R2KM83PO-0405KBRM},01/04/2010 04:03:17,BPN3051,PC-2977,R:\;R:\32x7X85;R:\61SMM41;R:\61ylXB0;R:\BPN3051,Connect
{I7L6-Q7JE33DG-6617HOIJ},01/04/2010 04:03:45,BPN3051,PC-2977,,Disconnect
{U1D8-H0IR87NA-4524MYSZ},01/04/2010 04:24:31,EPI3052,PC-9471,R:\;R:\28x1k75;R:\48WW5C2;R:\EPI3052,Connect
{U9Y2-R8EW35EN-4612JFSI},01/04/2010 04:32:45,EPI3052,PC-9471,,Disconnect
{W0E9-H2MC05WE-4562TMUX},01/04/2010 04:51:28,BPN3051,PC-4050,R:\;R:\32x7X85;R:\61SMM41;R:\61ylXB0;R:\BPN3051,Connect
{Z9S3-I9DJ85TS-6021FJHB},01/04/2010 04:52:45,BPN3051,PC-4050,,Disconnect
{P9K7-G4AB35AR-1418NMLE},01/04/2010 04:53:08,KAC1774,PC-3573,R:\;R:\11N5kF4;R:\21R8787;R:\KAC1774,Connect
{E3T3-A6XP86LQ-1574LTFT},01/04/2010 04:54:26,KAC1774,PC-3573,,Disconnect
{H7P2-F8UO91VJ-5544QZIA},01/04/2010 04:56:38,DLM2440,PC-6408,R:\;R:\99xJqd0;R:\DLM2440,Connect
{N4W0-Y5DB51WV-9131GKII},01/04/2010 04:59:01,DLM2440,PC-6408,,Disconnect
{X7S5-S7IE18LK-6968IJXY},01/04/2010 06:23:44,IKP1047,PC-9087,R:\;R:\IKP1047,Connect
{J4P4-H7MW91QZ-0364VGTJ},01/04/2010 06:26:16,QGH0041,PC-5681,R:\;R:\37wPV51;R:\81YxhN0;R:\85C2qN4;R:\95FmWJ0;R:\QGH0041,Connect
{Y7I8-W3LU25GW-7753WLLK},01/04/2010 06:29:30,IKP1047,PC-9087,,Disconnect
{Q6V2-F2MQ33AR-7946HBWN},01/04/2010 06:31:47,BPD2437,PC-6088,R:\;R:\BPD2437,Connect
{G6E0-S7ZF40JV-6371DKBY},01/04/2010 06:31:49,QGH0041,PC-5681,,Disconnect
{J2F9-J0WE45DZ-0677KKQU},01/04/2010 06:36:08,BPD2437,PC-6088,,Disconnect
{T7N8-K0DN87XR-5398QAOU},01/04/2010 06:40:13,BDJ3001,PC-4401,R:\;R:\43WTgN0;R:\87rRp41;R:\BDJ3001,Connect
{I5Z2-G7PG09TG-1397GASO},01/04/2010 06:41:08,QGH0041,PC-6550,R:\;R:\37wPV51;R:\81YxhN0;R:\85C2qN4;R:\95FmWJ0;R:\QGH0041,Connect
{D4G1-O6CW61YL-1818LGOL},01/04/2010 06:44:44,CBA1023,PC-1570,R:\;R:\42gY283;R:\48rr4y2;R:\59ntt61;R:\76xCQG0;R:\CBA1023,Connect
{L8W1-M7ZV62XV-9143IXFE},01/04/2010 06:44:46,QGH0041,PC-6550,,Disconnect
{O5O4-A5KC62ME-8790TCTK},01/04/2010 06:45:18,BDJ3001,PC-4401,,Disconnect
