id,date,user,pc,activity
{U2M7-K7MI24KG-6734CUYW},01/04/2010 06:37:00,JDB3127,PC-0686,Logon
{N8Y8-L7AJ39HK-8331VROV},01/04/2010 06:37:00,TDM3135,PC-3212,Logon
{L7W2-U0CY42GY-4016JUZP},01/04/2010 06:37:37,ALC1060,PC-1583,Logon
{Q8L1-G2DS59LX-1071CCXR},01/04/2010 06:37:45,NSC3036,PC-4851,Logon
{O8E3-V0ZE45AR-7908NRAV},01/04/2010 06:38:00,AAB0398,PC-8719,Logon
{Q7M6-U7JG45HY-6690GJPQ},01/04/2010 06:38:00,LIM1718,PC-7539,Logon
{T6R0-D5QQ40QP-9742RWUJ},01/04/2010 06:38:00,RHG1647,PC-5643,Logon
{W7L3-E8OB64AZ-8204YMAX},01/04/2010 06:38:00,SST1661,PC-0996,Logon
{E2E9-A2KN71XN-0801QLAC},01/04/2010 06:38:00,TPF1663,PC-1520,Logon
{C4N0-Z3ZK96CD-9133KVAX},01/04/2010 06:38:53,JVC2443,PC-1695,Logoff
{O6J1-J8AA18MX-5146RCXX},01/04/2010 06:39:00,DKW1659,PC-8895,Logon
{E2V0-L2HO51LD-5075ZBLL},01/04/2010 06:39:00,EJG1655,PC-1107,Logon
{Y4G8-P0GU72NA-2407WBUX},01/04/2010 06:39:00,MQR1657,PC-6852,Logon
{A5J7-O4SL02FU-1121DXJV},01/04/2010 06:39:00,SYF1650,PC-1467,Logon
{S3M3-X1BZ76EV-9887OLXT},01/04/2010 06:40:00,JMB1651,PC-8952,Logon
{Z0R2-U9ZI01VA-1356JXDM},01/04/2010 06:40:00,SAB1954,PC-5091,Logon
{K0M9-R1FU88UC-6023BWTW},01/04/2010 06:41:00,BNR3128,PC-5437,Logon
{F2Q4-T2IY22UI-7705BDLM},01/04/2010 06:41:00,CSB1660,PC-6771,Logon
{T1O9-D0WY69NP-8116FWFQ},01/04/2010 06:41:00,KSD1646,PC-3757,Logon
{P6S8-X0TT63UY-6762GSVZ},01/04/2010 06:41:00,SJW3131,PC-6021,Logon
{K7E4-O1AS68MT-9732GQDI},01/04/2010 06:42:00,KRM3125,PC-2046,Logon
{I4V5-Q4YV04OT-4436ZQZC},01/04/2010 06:42:00,LSN1672,PC-9021,Logon
{T6D5-K1LU22SO-3408TAYN},01/04/2010 06:42:00,MBF3126,PC-8682,Logon
{X4F1-G5AN48MI-5620XCMT},01/04/2010 06:43:00,OEJ1648,PC-5067,Logon
{H9F3-O0DX13UT-2601LNON},01/04/2010 06:44:00,FPL3129,PC-5966,Logon
{R6J1-L8UD30DV-2425TZMS},01/04/2010 06:44:00,SSH1649,PC-7686,Logon
{P5R1-F6DI04HM-1553DSTY},01/04/2010 06:44:13,BPD2437,PC-6088,Logoff
{S0N0-H0CD65DL-4904DRHE},01/04/2010 06:45:00,ATH0720,PC-1497,Logon
{A7J0-E5HL60FI-6851QEHT},01/04/2010 06:45:00,FBM3728,PC-6819,Logon
{P3E8-H9FP31TO-6027XEAF},01/04/2010 06:45:00,HDB1666,PC-6793,Logon
{F8M3-F3OJ78DK-9929LSHG},01/04/2010 06:45:00,LAF2213,PC-3090,Logon
{L3H2-D1CK25TX-6497OIJH},01/04/2010 06:45:00,LDB3087,PC-9911,Logon
{E2S7-F9BA60TW-5578XXMC},01/04/2010 06:45:00,SUG0718,PC-7743,Logon
{G8X0-S1TP25RW-9544VGXF},01/04/2010 06:46:00,BAC3730,PC-5007,Logon
{R8A9-H8RH62UG-6014CGLN},01/04/2010 06:46:00,CZB3718,PC-9817,Logon
{N9M4-Y3NF41VO-1716DSYK},01/04/2010 06:46:00,DHL2219,PC-8257,Logon
{E9V8-K3YC72IA-8813OWEQ},01/04/2010 06:46:00,DMH0011,PC-3875,Logon
{V0M0-U5WE42VU-3970FZWL},01/04/2010 06:46:00,JBO2839,PC-2626,Logon
{Q5Z8-F0NJ52WZ-4316BLUN},01/04/2010 06:46:00,LNP3092,PC-9134,Logon
{R9T2-K9HR99HJ-4722CMHS},01/04/2010 06:46:00,NNB2730,PC-3285,Logon
{A4M0-Z4TO17QW-1026PAWJ},01/04/2010 06:46:00,RKL2682,PC-3573,Logon
{I8N3-H4JU21JH-8569GYRJ},01/04/2010 06:46:00,SFE0723,PC-7885,Logon
{Z0C0-V9RC41TQ-4340PBQG},01/04/2010 06:46:00,TTL3088,PC-7124,Logon
{L8C1-K4PR73WI-5114HHST},01/04/2010 06:46:27,JVC2443,PC-7231,Logon
{V1M6-C2KN09ML-9085MJTK},01/04/2010 06:46:50,ALC1060,PC-1583,Logoff
{Q3O8-G7CY12BE-7193EZFV},01/04/2010 06:47:00,FCS2824,PC-1574,Logon
{X2B6-Q6VV52QU-6977LDWC},01/04/2010 06:47:00,HAP3738,PC-1585,Logon
{F2M0-P5IL30SZ-8043FUPX},01/04/2010 06:47:00,KBM3734,PC-9185,Logon
{B0T7-G3JU36RB-6013RRGC},01/04/2010 06:47:00,MNB3094,PC-9988,Logon
{I3J9-N7NN73LN-9363VXCH},01/04/2010 06:47:00,MNW1733,PC-6604,Logon
{Y9U9-F8UB20JZ-8854OVXP},01/04/2010 06:47:00,NCS3715,PC-3528,Logon
{V0L7-W1ZE41QU-3640DAPO},01/04/2010 06:47:00,OHG3736,PC-4142,Logon
{Q2W7-P0AU40KC-0665YWAN},01/04/2010 06:47:00,RSR2681,PC-1713,Logon
{E9I7-W8DM97HB-8366DQXZ},01/04/2010 06:47:00,SSS3091,PC-2686,Logon
{W7G3-A7IY98NU-7716MNBQ},01/04/2010 06:47:00,TOS3712,PC-9296,Logon
{Z3H5-D4OE45QY-8769ZEMX},01/04/2010 06:47:00,TZY3133,PC-9358,Logon
{K0H3-I5NG69YI-2684WUXH},01/04/2010 06:48:00,AJC0722,PC-2274,Logon
{V4B1-Q2LR48FQ-7400KBFY},01/04/2010 06:48:00,CBJ3719,PC-5075,Logon
{D1I4-O7QP97ES-9634HQOQ},01/04/2010 06:48:00,CTH2220,PC-3443,Logon
{I9R9-H3PH68QX-9128OUCL},01/04/2010 06:48:00,DAM2837,PC-0004,Logon
{N4N8-G3YX94OW-8863TSRD},01/04/2010 06:48:00,HMM2841,PC-7082,Logon
{P0T7-G8NF09RB-7913TUNC},01/04/2010 06:48:00,JCS2391,PC-0419,Logon
{E2L6-S3GD29LA-5704DEJW},01/04/2010 06:48:00,PDJ3711,PC-8360,Logon
{D7Q4-S5BU53CU-1613KUXW},01/04/2010 06:48:00,RCF0054,PC-8708,Logon
{N5Y9-I8KE04QI-5385UVBG},01/04/2010 06:48:00,UAS2829,PC-4602,Logon
{A9V3-H5QH09GC-9752IKGP},01/04/2010 06:48:00,UME2842,PC-9025,Logon
{P3Q4-B7JC08QY-2443GLCQ},01/04/2010 06:48:00,XPW2833,PC-4706,Logon
{Z9W7-S4PE24XU-7465HDYO},01/04/2010 06:48:00,ZLG3090,PC-1783,Logon
{R1F3-Y3UR73BG-9657CZXG},01/04/2010 06:48:07,QGH0041,PC-6550,Logoff
{O7T3-R0GF84TH-8715BIFD},01/04/2010 06:48:46,NSC3036,PC-4851,Logoff
{P4O6-Y6HR58ZF-4609GWEG},01/04/2010 06:49:00,AKC3739,PC-9838,Logon
{C5V9-H7EH27OV-2548IOIA},01/04/2010 06:49:00,CUQ3097,PC-9725,Logon
{B4Y1-U6NQ50LM-3394DJGL},01/04/2010 06:49:00,KNS2828,PC-0858,Logon
{T8K3-Z1DJ29TZ-1818TAGS},01/04/2010 06:49:00,KRN2211,PC-9648,Logon
{L8X5-K0HK27HS-9705YEUW},01/04/2010 06:49:00,NCM3725,PC-3787,Logon
{N4N3-Z4RE16VW-5608LDVG},01/04/2010 06:49:00,PHB2209,PC-8405,Logon
{T9X0-Q6RQ88UJ-6223BQWH},01/04/2010 06:49:00,RHR2835,PC-5701,Logon
{H8G1-O6II49EN-2320WXFW},01/04/2010 06:49:00,SMH2222,PC-1644,Logon
{G6G0-W5CN75WK-4983XABX},01/04/2010 06:50:00,CIG2684,PC-1302,Logon
{H6N4-S4VS33ZK-2357CBTT},01/04/2010 06:50:00,DCC2999,PC-0125,Logon
{V2X0-S3BG64UW-7093QFVK},01/04/2010 06:50:00,OAP2825,PC-0824,Logon
{Q4R9-K9FA42BH-6016YETK},01/04/2010 06:50:00,TDG2727,PC-3409,Logon
{W8C6-N1KQ30TK-3337XQBA},01/04/2010 06:51:00,GAP0715,PC-1043,Logon
{O5C3-J0AY97KZ-1424QAAL},01/04/2010 06:51:00,GCS2218,PC-5559,Logon
{M0R6-Y2OH35HA-7910KTIT},01/04/2010 06:51:00,GPB2691,PC-3982,Logon
{G8C1-P2EU63IZ-0692ASPW},01/04/2010 06:51:00,IEG2687,PC-2073,Logon
{H9R1-F1EW19HJ-4062HATU},01/04/2010 06:51:00,KCH3095,PC-1839,Logon
{W2F5-Q7AC24XK-2438WIMW},01/04/2010 06:51:00,MUH3099,PC-9419,Logon
{B8G6-O3QP67OZ-7449MPYP},01/04/2010 06:51:00,WJH0717,PC-3744,Logon
{U1U2-W9OC99AX-3501ZSSC},01/04/2010 06:51:24,SRA3210,PC-4350,Logon
{P7R9-J7XH00NC-5071NMIQ},01/04/2010 06:52:00,AMD2728,PC-4435,Logon
{Y1T9-H8GW23XS-7420YMRC},01/04/2010 06:52:00,BUS2399,PC-8000,Logon
{M8Z3-H8NB62YM-2324WCNK},01/04/2010 06:52:00,CCN2726,PC-6879,Logon
{V4J9-V6TI91JO-7021YFOT},01/04/2010 06:52:00,GDY2724,PC-1452,Logon
{C8V6-Q8HU27DC-1451GWHI},01/04/2010 06:52:00,HMS2212,PC-8108,Logon
{F1L7-A7ZH56TH-5239GCFE},01/04/2010 06:52:00,JEV3132,PC-7700,Logon
{X2G5-R7AL86JV-0030SECX},01/04/2010 06:52:00,PMA2693,PC-5699,Logon
{J2U2-X5QZ16OW-7746GMNE},01/04/2010 06:52:00,QCN2206,PC-8386,Logon
{E6H1-N0AW09KS-9161GJCL},01/04/2010 06:52:00,VTD2731,PC-8490,Logon
{L9U4-G3WL36AX-8735EEPH},01/04/2010 06:52:00,WEC3721,PC-5422,Logon
{G7S3-Z8JR86AE-3574UWYN},01/04/2010 06:53:00,ADW2832,PC-1008,Logon
{I4W8-Y1HV55XS-5618TEAI},01/04/2010 06:53:00,CGB2215,PC-2480,Logon
{T5M2-Z3YK83AX-3238NUBF},01/04/2010 06:53:00,DBG3727,PC-6053,Logon
{K7C4-H0KY55DF-0004HLXN},01/04/2010 06:53:00,JIR2827,PC-7872,Logon
{I8Z5-Q6QM57NP-5115VQRI},01/04/2010 06:53:00,LTO2217,PC-3577,Logon
{V3Q8-J6AK30DO-7380IVRM},01/04/2010 06:53:00,MMJ0070,PC-3271,Logon
{R8L5-C1RO39GM-1194HRAQ},01/04/2010 06:53:00,NBP0217,PC-3667,Logon
{K5Q1-Z1PT52CT-4915WCAZ},01/04/2010 06:53:00,YJP2689,PC-7663,Logon
{P6C5-R4XN06NP-0554VIPK},01/04/2010 06:54:00,CEB3714,PC-7819,Logon
{A4F6-G0NQ42JE-4301BABC},01/04/2010 06:54:00,DAF3096,PC-8068,Logon
{B1H6-D5PS58VG-2349JAJZ},01/04/2010 06:54:00,DLM2826,PC-4834,Logon
{A9R8-R8JA76PH-9177MGQZ},01/04/2010 06:54:00,KLM0714,PC-7033,Logon
{O4D0-C8KC92WD-0681UVBS},01/04/2010 06:54:00,LHB3089,PC-7946,Logon
{H6G6-R8MK83OA-8403WBIF},01/04/2010 06:54:00,MSH2210,PC-9673,Logon
{F9X0-Y8DD79HR-8844FWPD},01/04/2010 06:54:00,NVH3726,PC-9808,Logon
{V3D5-T9AC88FH-3128NEYY},01/04/2010 06:54:00,OLA2686,PC-9003,Logon
{S9M6-M4JB17XT-9299ABNJ},01/04/2010 06:54:00,SCH3716,PC-7972,Logon
{A7N7-F6LH04IW-6773TVQT},01/04/2010 06:54:00,WFH2830,PC-7830,Logon
{V0U1-P8NR43CK-3998YJIV},01/04/2010 06:54:00,WMR2685,PC-7651,Logon
{F5V5-O3FW91YL-3349WYGO},01/04/2010 06:54:11,QGH0041,PC-9022,Logon
{V5J3-O3GP21EC-4434ZXWT},01/04/2010 06:55:00,ATC0218,PC-6566,Logon
{V9V2-L7NG60MS-4141OTKA},01/04/2010 06:55:00,DCG2203,PC-8510,Logon
{A0L3-V3UK18GA-2905WFID},01/04/2010 06:55:00,DPC3722,PC-0434,Logon
{P2Q4-D0GG69TH-4530NOIA},01/04/2010 06:55:00,DSB0245,PC-1531,Logon
{W2P5-T4KX26FK-8853BCAR},01/04/2010 06:55:00,ESN2683,PC-0205,Logon
{H1D1-J5MI80BW-1534NBHI},01/04/2010 06:55:00,JTH0719,PC-8599,Logon
{F6W6-R6WB78YV-4669SVGX},01/04/2010 06:55:00,MJS3720,PC-6924,Logon
{L9Q5-U7KB32GJ-5576JBGW},01/04/2010 06:55:00,RCL0068,PC-9469,Logon
{O6L6-M8NE04WR-6800FNCH},01/04/2010 06:55:00,RCW2838,PC-8934,Logon
{U9Z8-X8WW87WZ-3564IIAA},01/04/2010 06:55:00,TZM0716,PC-4938,Logon
{M2C5-I9RU16HY-1002BMKP},01/04/2010 06:55:00,WAS2214,PC-8149,Logon
{M8O8-D7XC03FZ-8221CSCT},01/04/2010 06:55:00,ZXM3086,PC-8526,Logon
{R1M5-Y2KI73XH-1692IKMB},01/04/2010 06:56:00,BNH2692,PC-2955,Logon
{X8G5-R9TT29PG-1969ATDF},01/04/2010 06:56:00,CGW3093,PC-1643,Logon
{D6I5-H9BM59BA-2585GNKN},01/04/2010 06:56:00,JFO2840,PC-3735,Logon
{B8P4-T6YP06RC-9660WQLB},01/04/2010 06:56:00,REL3735,PC-5279,Logon
{G8T0-K4NO34HZ-1302AFJY},01/04/2010 06:56:00,TCH2216,PC-8270,Logon
{B5F6-J8NF14QU-1751YALV},01/04/2010 06:57:00,BBC3733,PC-0611,Logon
{B3A5-K5XT12NO-0531DLBY},01/04/2010 06:57:00,CLE3098,PC-6411,Logon
{T0Z2-Q5NH23IO-6116YYLA},01/04/2010 06:57:00,HJB0220,PC-0309,Logon
{Z7F9-H4GB53ES-9630MKUY},01/04/2010 06:57:00,ING2221,PC-4686,Logon
{X9R3-G8FA55BJ-8746SNRW},01/04/2010 06:57:00,KDM2836,PC-4841,Logon
{J8E8-H4UQ46TI-7445FZLG},01/04/2010 06:57:00,KTL2843,PC-1872,Logon
{E7T8-B2MZ28BY-9712QLRQ},01/04/2010 06:57:00,LUG2205,PC-9606,Logon
{D2W0-T5QZ06EH-3131DLYB},01/04/2010 06:57:00,MRE3723,PC-1377,Logon
{U4J9-C2VO86MP-6291AGCO},01/04/2010 06:57:00,ROR3483,PC-4365,Logon
{I0E1-Y1BZ85IN-5167WZDX},01/04/2010 06:58:00,ATP2680,PC-8482,Logon
{V2F1-F9KE50WA-3111UHWB},01/04/2010 06:58:00,DLW2729,PC-4499,Logon
{O6R2-I2NL39HN-9170LLWJ},01/04/2010 06:58:00,HLS2733,PC-7078,Logon
{Q0F7-R8JT25FU-6528HFUI},01/04/2010 06:58:00,QNC3717,PC-0896,Logon
{P4B9-M1LK77UY-5987DHMK},01/04/2010 06:58:00,SJY3732,PC-5564,Logon
{I2J9-O5UT08KK-9361MBZI},01/04/2010 06:58:37,QGH0041,PC-9022,Logoff
{J7P2-P4VN23DU-4157CLFC},01/04/2010 06:59:00,AAH0721,PC-4548,Logon
{G2W3-L9NF82QX-2510BYRE},01/04/2010 06:59:00,CCM2207,PC-9105,Logon
{F1H2-Z3QN79HB-8101EULE},01/04/2010 06:59:00,EJM2690,PC-0149,Logon
{G6R5-H7ED53MR-1507FKQB},01/04/2010 06:59:00,EKS3724,PC-8331,Logon
{Q2J6-M9JB79VB-9613TSPN},01/04/2010 06:59:00,GGM3737,PC-2531,Logon
{I5V5-H2LA74VH-6771NQBA},01/04/2010 06:59:00,IHH2831,PC-3301,Logon
{S5Q8-K1TC75GG-6216IBBM},01/04/2010 06:59:00,JDC3713,PC-5424,Logon
{Q6H8-K4RE14JC-1814ZHZF},01/04/2010 06:59:00,NMR2725,PC-4026,Logon
{S5D6-N5CF43ML-4609VLDL},01/04/2010 06:59:00,PKB2732,PC-8497,Logon
{H9O2-D7OW73VY-8908GSOQ},01/04/2010 06:59:00,RNB2679,PC-3486,Logon
{I8W7-U3BB16OF-9619SREB},01/04/2010 06:59:54,JVC2443,PC-7231,Logoff
{H1Q4-M7JI17SU-8119UJUS},01/04/2010 07:00:00,ABC3523,PC-1916,Logon
{O4Y7-M5MM16VS-5210GKUQ},01/04/2010 07:00:00,ANB2766,PC-2831,Logon
{J7M7-C2RJ60JI-4239DEYW},01/04/2010 07:00:00,BKF2204,PC-1795,Logon
{K7J2-H7DJ06UN-2189UUFC},01/04/2010 07:00:00,BRH1107,PC-0221,Logon
{T4I8-R5JK94BW-1315DCHC},01/04/2010 07:00:00,CGG2688,PC-6905,Logon
{U9D5-B4RO14SE-8667AJNJ},01/04/2010 07:00:00,CHS2323,PC-8500,Logon
{U0I0-A9HH17OG-6817UPUA},01/04/2010 07:00:00,CMH2342,PC-1086,Logon
{L3J6-L9MK93FX-5412KTLX},01/04/2010 07:00:00,DSC2208,PC-3337,Logon
{B1H4-O3QQ45LT-7314QYFJ},01/04/2010 07:00:00,EGC0931,PC-5572,Logon
{A1M1-M5ZS76PO-1719MGGZ},01/04/2010 07:00:00,EPH2834,PC-1821,Logon
{L7B8-P6PD08NA-2711FNQQ},01/04/2010 07:00:00,GTH3729,PC-8554,Logon
{Q4H4-B5GR48GC-4229GHXF},01/04/2010 07:00:00,HGR0198,PC-1804,Logon
{Q3X7-B9ML67SJ-4428FCNJ},01/04/2010 07:00:00,JAF0209,PC-5393,Logon
{W6N2-L3TD27WL-5128CTBS},01/04/2010 07:00:00,MIC2325,PC-7190,Logon
{F3W0-O2TX38PW-5318UVEQ},01/04/2010 07:00:00,PMG2513,PC-3355,Logon
{I8X8-X3QE27JI-3135UXDX},01/04/2010 07:00:00,RCH3740,PC-1669,Logon
{X6D3-A8QB05KK-2327SPKE},01/04/2010 07:00:00,RPH2326,PC-8723,Logon
{M4F5-Z5KL86GQ-2867FZRG},01/04/2010 07:00:00,RSG0687,PC-8994,Logon
{I9C3-G4ZM50DE-4204OXFT},01/04/2010 07:00:00,SAS1098,PC-8334,Logon
{F4H3-Y6XH15VO-2958HORE},01/04/2010 07:00:00,SDM3560,PC-2901,Logon
{B7C3-Y0ED03HS-5789HSAZ},01/04/2010 07:00:00,SPP2313,PC-3803,Logon
{R8E7-L6LY74TW-3006JHKS},01/04/2010 07:00:00,XAB0936,PC-9114,Logon
{Y6V2-H6QE21ZR-9891XILR},01/04/2010 07:01:00,ADG1737,PC-1196,Logon
{Z3X1-H1GJ93FO-4216OIXC},01/04/2010 07:01:00,AMB3100,PC-9472,Logon
{O9X9-S5PL04LX-6924ANHU},01/04/2010 07:01:00,DJF2329,PC-1192,Logon
{O6L9-K1RN24JR-3918TJVT},01/04/2010 07:01:00,DKF2721,PC-2413,Logon
{H7L3-E0KH22IK-9946MYZE},01/04/2010 07:01:00,DRH3557,PC-2252,Logon
{U3V8-F0HH34HY-8617DLAH},01/04/2010 07:01:00,GDF3524,PC-2634,Logon
{G3S0-G6GT09BO-3774GOKG},01/04/2010 07:01:00,GSM0930,PC-9128,Logon
{H4V4-J3IW78TN-4410IXQN},01/04/2010 07:01:00,JLC0216,PC-3253,Logon
{E2G9-C4BS16AS-2577BNFD},01/04/2010 07:01:00,MDH2713,PC-9421,Logon
{A7I2-H1UC72RF-8714HGMA},01/04/2010 07:01:00,NHM1805,PC-5264,Logon
{I8W8-M6QZ69RQ-7975JMOB},01/04/2010 07:01:00,SDH2394,PC-5849,Logon
{W4Y3-L5OK25DH-8977BAMN},01/04/2010 07:02:00,ADB1105,PC-3024,Logon
{L0N7-A6LJ25DV-7876TEWT},01/04/2010 07:02:00,AVS2317,PC-1739,Logon
{J9H9-M8MO60OW-2507DBRB},01/04/2010 07:02:00,EQT0195,PC-2668,Logon
{D4S0-D3DN21DH-0247XQGA},01/04/2010 07:02:00,HJR3540,PC-6091,Logon
{A7Q5-V4RE93SO-2005AQVN},01/04/2010 07:02:00,LAF1796,PC-8258,Logon
{T2X4-E1FX42NX-4862BVRY},01/04/2010 07:02:00,LMJ3535,PC-2061,Logon
{H1I9-H8QF14XY-1974CRUQ},01/04/2010 07:02:00,MBW1099,PC-0569,Logon
{K6X9-P8CT24KC-0004GMQO},01/04/2010 07:02:00,MKC2767,PC-3089,Logon
{E3Z2-F9JK38VW-3547IIRZ},01/04/2010 07:02:00,NJM0173,PC-0781,Logon
{Y3A8-I7JB60HL-3169GBSM},01/04/2010 07:02:00,RML2759,PC-1424,Logon
{Q3F8-A5BD06DN-4558KPYD},01/04/2010 07:02:00,SDC3561,PC-9144,Logon
{J3E3-S3SJ65KN-1997YFGY},01/04/2010 07:02:00,SNV2423,PC-1405,Logon
{M2Q2-P0RI39GO-0805LKDN},01/04/2010 07:02:45,JVC2443,PC-8615,Logon
{M3X5-A6XE31WR-8153QZRQ},01/04/2010 07:03:00,AIL2511,PC-0640,Logon
{B2J9-L9HX44PX-5614TXNZ},01/04/2010 07:03:00,BBH2509,PC-4465,Logon
{L4F4-V6WU17JZ-5598GEGA},01/04/2010 07:03:00,BEG3521,PC-4448,Logon
{K9A7-T4VY78TE-8913EQPW},01/04/2010 07:03:00,CAR0928,PC-1554,Logon
{R7K3-S1JA77GY-3781POJH},01/04/2010 07:03:00,DHS2419,PC-1565,Logon
{L3G5-W6VE71CC-1006NZYT},01/04/2010 07:03:00,HAR1101,PC-1345,Logon
{L6Z0-X6KP37ES-9655HMVG},01/04/2010 07:03:00,JJH2332,PC-1614,Logon
{J9D8-Q1FZ15IR-9501SGOI},01/04/2010 07:03:00,LGJ2710,PC-5413,Logon
{V2L4-B4DD15AW-6942QONA},01/04/2010 07:03:00,LOP1708,PC-2534,Logon
{Z0F3-G6PE90YB-7719LRYX},01/04/2010 07:03:00,MOW1104,PC-9626,Logon
{R1G7-D5MK51QK-9211JUQA},01/04/2010 07:03:00,NBR3731,PC-7532,Logon
{O3K9-Y4II64GT-3411MYYC},01/04/2010 07:03:00,QWL3474,PC-2154,Logon
{F4M1-I6RX06FJ-4413HPYB},01/04/2010 07:04:00,AKP3573,PC-9027,Logon
{C8T1-S1RE29KH-4121KBFP},01/04/2010 07:04:00,CJT1106,PC-1399,Logon
{U0U9-M5KT38FE-3424MXDA},01/04/2010 07:04:00,CPR1800,PC-1374,Logon
{M8M7-V4HV83CA-7643REKD},01/04/2010 07:04:00,FBM2755,PC-1525,Logon
{O4A3-H9BM42CZ-9432DRGT},01/04/2010 07:04:00,GCH0735,PC-7657,Logon
{V2L0-I2GI62UT-0141UEMV},01/04/2010 07:04:00,GST1100,PC-4148,Logon
{S8M9-O4JS19RO-0375GHKE},01/04/2010 07:04:00,JBM2769,PC-6074,Logon
{H6A0-U9PG92VQ-8788AJNK},01/04/2010 07:04:00,JCC0736,PC-3747,Logon
{D8V9-I6LA07BE-2099LPNH},01/04/2010 07:04:00,KKH2324,PC-7042,Logon
{N2A6-E5LU07ZX-0302MUCY},01/04/2010 07:04:00,LKH2512,PC-6591,Logon
{K2K4-F1ON95GQ-9842ARZN},01/04/2010 07:04:00,SCD2333,PC-8555,Logon
{F0F6-Y4ES59PW-2816UMTX},01/04/2010 07:04:00,SQC2334,PC-1846,Logon
{I1Z7-P5WB40QT-2480FJZL},01/04/2010 07:04:00,SRL3525,PC-9331,Logon
{A5W0-F3EG19LF-7905GVZH},01/04/2010 07:04:00,TTP2417,PC-2897,Logon
{C4H0-F5LA19AL-4971YYBM},01/04/2010 07:04:00,XCG2316,PC-7386,Logon
{U3P9-F5OU43AN-8495NWZH},01/04/2010 07:04:00,YAS2508,PC-7051,Logon
{R2U5-H2YU61TI-7599ZHIC},01/04/2010 07:04:00,YIP1802,PC-9491,Logon
{H0K0-H1YB27BA-0341UETD},01/04/2010 07:04:10,JRR0459,PC-3642,Logon
{O9H5-U3FJ46JW-1436FUWE},01/04/2010 07:05:00,CDM1097,PC-6626,Logon
{M3M9-D7CO15GT-3896BJGQ},01/04/2010 07:05:00,FKA0393,PC-2734,Logon
{L2M1-Z1LZ42KO-9394MRRK},01/04/2010 07:05:00,GNT0221,PC-6427,Logon
{Q4U6-D9SU55DZ-9987GWZQ},01/04/2010 07:05:00,JCM1803,PC-8753,Logon
{W9J1-A2BI16QL-9542SDPW},01/04/2010 07:05:00,JHP1799,PC-1573,Logon
{S9Z9-I6IE28TP-5407YWIO},01/04/2010 07:05:00,JKG0944,PC-2688,Logon
{F3F0-N0ZT16RL-4671NHKS},01/04/2010 07:05:00,JOW0688,PC-3860,Logon
{Z3T8-F2ZJ74CI-5948STCD},01/04/2010 07:05:00,JTC0941,PC-4067,Logon
{U0F4-J6OE65SV-6506LKCX},01/04/2010 07:05:00,LKG0937,PC-1745,Logon
{O9U4-L7NU47VU-0200SHUQ},01/04/2010 07:05:00,TPM0234,PC-8564,Logon
{I7K2-I2WN21RG-8515UUQG},01/04/2010 07:05:08,JCB3054,PC-3927,Logon
{P7H7-V6AX07LA-7161FKVE},01/04/2010 07:05:26,RIS2436,PC-6621,Logon
{N8X7-N9YC27DR-2818GYYJ},01/04/2010 07:06:00,ACF1806,PC-0275,Logon
{B9K7-K7UV29QK-4277GESR},01/04/2010 07:06:00,AEK3566,PC-4048,Logon
{P9X1-X3KG97NI-0198KGKM},01/04/2010 07:06:00,BXR3536,PC-0840,Logon
{A3R6-H3XH92RW-7806BEFE},01/04/2010 07:06:00,CMO2396,PC-5434,Logon
{Z4X3-J7ZS16KP-3780ATKQ},01/04/2010 07:06:00,CTH0737,PC-7446,Logon
{Q3R7-I8YV75FF-3617HIPP},01/04/2010 07:06:00,GKK2422,PC-2775,Logon
{E7F9-P5ZF02OV-3704OZNY},01/04/2010 07:06:00,HAF0394,PC-9883,Logon
{U1P0-G0WX83YO-7296NRJY},01/04/2010 07:06:00,KAG0689,PC-7064,Logon
{C5R0-W7FY59MM-3773QVGG},01/04/2010 07:06:00,MLF2319,PC-8496,Logon
{O0I0-B0PX53IO-1491CZGE},01/04/2010 07:06:00,NGA0929,PC-7854,Logon
{W5Y1-Y5TF74WW-6329GJJS},01/04/2010 07:06:00,PEV3531,PC-4372,Logon
{T1A5-W3HF94VY-2240MPIX},01/04/2010 07:06:00,SSA0389,PC-6974,Logon
{W5B2-Q2AB35EZ-7715KLMW},01/04/2010 07:06:00,TEW0693,PC-7355,Logon
{U5G0-C7QI98AJ-0676WJLH},01/04/2010 07:06:06,JRR0459,PC-3642,Logoff
{B6T0-G6OV46OU-2681LKPT},01/04/2010 07:06:25,JVC2443,PC-8615,Logoff
{Q2H7-H7RZ08DO-7831JTNZ},01/04/2010 07:07:00,ABR0397,PC-0101,Logon
{L8H4-U7QO77UE-5414TJPZ},01/04/2010 07:07:00,AEB3574,PC-1537,Logon
{F1O4-I3AH34FP-9211ENDK},01/04/2010 07:07:00,AFP2709,PC-3154,Logon
{V5J7-I4OI98SM-3463GUVK},01/04/2010 07:07:00,AMH3562,PC-9092,Logon
{O4T1-N7GH35XI-9841HCZM},01/04/2010 07:07:00,ANB0938,PC-9559,Logon
{Y9A3-J1UQ76ZW-9050PWTO},01/04/2010 07:07:00,ASS2760,PC-7327,Logon
{Y2V7-G5NF19LR-2145CLHX},01/04/2010 07:07:00,CAS0391,PC-7667,Logon
{N7V6-C7NO58JV-3019IPRW},01/04/2010 07:07:00,GKG2763,PC-8993,Logon
{H2S9-L0YJ95HN-2288JHMB},01/04/2010 07:07:00,JFR3527,PC-4053,Logon
