user,avg_login_hour,login_variance,avg_logout_hour,logout_variance,avg_session_hours,max_session_hours,min_session_hours,session_variance,total_logins,working_days,avg_logins_per_day,unique_pcs,primary_pc,primary_pc_percentage,device_switches,night_login_count,offhour_percentage,weekend_logins,weekday_logins,first_login,last_login
DTAA/CCH0497,8.006811594202897,0.09275853384793123,18.031497584541064,0.07188747359886594,10.0248268921095,10.332222222222223,9.770277777777778,0.12210972423353288,345,345,1.0,1,PC-0160,100.0,0,0,42.608695652173914,0,345,2010-01-04 08:05:42,2011-05-13 18:00:34
DTAA/CCM0827,11.887745098039217,2.1714389558961913,18.834967320261438,0.968619216484154,6.947282135076253,11.27111111111111,0.09666666666666666,2.5321850870261593,306,290,1.0551724137931036,17,PC-3355,94.77124183006535,32,0,12.418300653594772,0,306,2010-01-04 13:29:44,2011-02-24 19:09:56
DTAA/CDE0193,12.611974977658623,2.077085154182046,18.393252904378908,1.587597039648265,5.781159517426273,10.25611111111111,0.021666666666666667,2.4572646074690985,373,345,1.0811594202898551,26,PC-3996,92.49329758713137,56,0,0.0,0,373,2010-01-04 08:52:00,2011-05-13 18:49:14
DTAA/CDE0810,12.620386473429951,1.9002336943381868,19.78613526570048,0.07166491612339632,7.16499114331723,11.1675,4.825555555555556,1.8979857208308546,345,345,1.0,1,PC-3344,100.0,0,0,0.0,0,345,2010-01-04 13:22:40,2011-05-13 19:43:53
DTAA/CDF0585,7.496763285024154,0.09654056700181818,16.536038647342995,0.0681811392739001,9.03924315619968,9.313888888888888,8.776388888888889,0.11575437813339652,345,345,1.0,1,PC-1308,100.0,0,0,100.0,0,345,2010-01-04 07:21:18,2011-05-13 16:26:28
DTAA/CDK0329,7.670092592592593,1.0869419894082037,17.32578703703704,1.1578367262153415,9.65567901234568,10.329444444444444,0.09194444444444444,1.9156063670009724,360,345,1.0434782608695652,15,PC-1183,95.83333333333334,30,0,96.38888888888889,0,360,2010-01-04 07:35:39,2011-05-13 17:31:40
DTAA/CDR0453,6.744782608695652,0.09600461313486405,15.782367149758452,0.07169077800927226,9.037626409017713,9.318888888888889,8.755,0.124777525564882,345,345,1.0,1,PC-1817,100.0,0,0,100.0,0,345,2010-01-04 06:38:10,2011-05-13 15:52:02
DTAA/CDS0110,11.8812077294686,1.9211731627802608,18.030821256038646,0.07218087968311694,6.149962962962962,10.310277777777777,3.91,1.9246039853996164,345,345,1.0,1,PC-4367,100.0,0,0,11.594202898550725,0,345,2010-01-04 13:02:53,2011-05-13 17:57:07
DTAA/CDS0300,7.998309178743961,0.09658012563716065,17.037487922705314,0.07793856861079705,9.039426731078905,9.303611111111111,8.775277777777777,0.12372077688111202,345,345,1.0,1,PC-2678,100.0,0,0,47.53623188405797,0,345,2010-01-04 08:05:53,2011-05-13 16:59:47
DTAA/CDZ0056,11.56591052299937,3.912201201407617,15.193163201008192,4.563409057128637,4.398417349296366,10.302222222222222,0.011666666666666667,2.970758984819103,529,354,1.4943502824858756,66,PC-4052,77.50472589792061,229,35,24.574669187145556,9,520,2010-01-04 10:59:25,2011-05-13 17:30:16
DTAA/CEB0718,7.745314009661835,0.09021815156047185,15.778695652173912,0.07434732676560304,8.034202093397745,8.302222222222222,7.763055555555556,0.11686375201740214,345,345,1.0,1,PC-3656,100.0,0,0,100.0,0,345,2010-01-04 07:39:14,2011-05-13 15:42:09
DTAA/CGC0877,8.744396135265701,0.09944531685530462,20.78574879227053,0.0703601019497061,12.041396940418679,12.311388888888889,11.777222222222223,0.12227432721687563,345,345,1.0,1,PC-2894,100.0,0,0,0.0,0,345,2010-01-04 08:35:04,2011-05-13 20:40:52
DTAA/CGH0125,7.752028985507246,0.09461812509595888,15.791980676328503,0.07083691017093084,8.039537037037038,8.312222222222223,7.761388888888889,0.11834771064693181,345,345,1.0,1,PC-3257,100.0,0,0,100.0,0,345,2010-01-04 07:53:25,2011-05-13 15:42:42
DTAA/CGM0319,11.0182808716707,2.085386387406791,16.339346246973363,2.2961383622233242,5.321691552327146,10.287777777777778,0.006944444444444444,2.8665300053742326,413,345,1.1971014492753622,48,PC-3173,83.53510895883777,133,0,19.128329297820823,0,413,2010-01-04 11:01:24,2011-05-13 17:18:34
DTAA/CGM0343,11.676570048309177,2.390035029258675,16.932367149758452,3.0410186009631115,5.25610248447205,11.295277777777779,0.0077777777777777776,3.4757087795503367,483,345,1.4,89,PC-3039,71.42857142857143,266,0,14.699792960662524,0,483,2010-01-04 12:54:51,2011-05-13 18:33:33
DTAA/CGM0994,11.29666274817137,6.5146438745368815,12.798347701149424,6.72567587730692,1.8121218652037616,11.321111111111112,0.0002777777777777778,3.6337023178469927,2552,345,7.397101449275362,935,PC-3883,13.518808777429467,2551,549,61.71630094043887,0,2552,2010-01-04 07:34:58,2011-05-13 18:28:08
DTAA/CGR0202,8.98512077294686,0.09470404688039927,17.032028985507246,0.07191595679786614,8.046613526570047,8.303611111111111,7.779722222222222,0.11851163552604752,345,345,1.0,1,PC-2454,100.0,0,0,0.0,0,345,2010-01-04 08:57:27,2011-05-13 17:03:45
DTAA/CGT0183,7.494734299516908,0.09919150851167088,18.534782608695654,0.07155859496385286,11.040105475040258,11.310555555555556,10.77361111111111,0.12480584733299552,345,345,1.0,1,PC-3569,100.0,0,0,100.0,0,345,2010-01-04 07:35:10,2011-05-13 18:29:24
DTAA/CHA0174,12.277531857813546,3.382772212054009,15.55784708249497,3.9807137415719436,3.8597976749385197,9.444722222222222,0.01611111111111111,2.637244741310343,497,350,1.42,72,PC-2751,78.26961770623743,209,22,8.853118712273641,4,493,2010-01-04 12:27:38,2011-05-13 17:32:14
DTAA/CHM0645,8.625786924939467,1.7270197767822835,16.268805488297012,1.9858989481456415,7.643475248856605,9.310555555555556,0.008055555555555555,3.165737628296441,413,345,1.1971014492753622,49,PC-1775,83.53510895883777,136,0,43.583535108958834,0,413,2010-01-04 07:55:31,2011-05-13 16:55:08
DTAA/CHS0324,11.448308580858086,3.4718249185651904,15.415552805280528,3.7279759648208786,4.739696094609461,10.30861111111111,0.02861111111111111,2.2634832909286056,404,351,1.150997150997151,15,PC-3251,96.53465346534654,28,21,25.99009900990099,6,398,2010-01-04 11:45:52,2011-05-13 16:38:32
DTAA/CIB0489,8.991666666666665,0.10228862577512213,19.0625,0.041666666666667136,10.069375,10.143611111111111,9.886388888888888,0.12276507706221125,4,4,1.0,1,PC-4452,100.0,0,0,0.0,0,4,2010-01-04 08:55:46,2010-01-07 19:03:20
DTAA/CJG0638,13.049490538573506,2.0088050119437812,16.28245997088792,2.051610224073585,3.233107714701601,8.322222222222223,0.008888888888888889,2.319577609071609,458,345,1.327536231884058,72,PC-2542,75.32751091703057,218,0,0.0,0,458,2010-01-04 14:55:11,2011-05-13 17:16:48
DTAA/CJW0317,11.315533625730994,2.3996289513416715,16.932456140350876,2.8583720975641276,5.6167428118908385,11.313888888888888,0.004722222222222222,3.407820604582694,456,345,1.3217391304347825,70,PC-1900,75.6578947368421,212,0,19.298245614035086,0,456,2010-01-04 11:22:48,2011-05-13 18:23:10
DTAA/CKB0536,7.984396135265701,0.09619957445100943,16.032222222222224,0.07386887490985557,8.04785346215781,8.322777777777778,7.764166666666667,0.11414841741448714,345,345,1.0,1,PC-3570,100.0,0,0,54.20289855072464,0,345,2010-01-04 08:09:31,2011-05-13 16:07:37
DTAA/CKR0296,11.863478260869565,2.136841791217136,19.278599033816427,0.07367565844729562,7.415751207729469,11.279166666666667,4.823333333333333,2.139683054487775,345,345,1.0,1,PC-4152,100.0,0,0,0.0,0,345,2010-01-04 12:36:53,2011-05-13 19:21:33
DTAA/CKW0622,7.490966183574879,0.09334112206094054,16.542173913043477,0.07138086623362329,9.051404991948472,9.320833333333333,8.7875,0.11486567364272139,345,345,1.0,1,PC-4507,100.0,0,0,100.0,0,345,2010-01-04 07:37:27,2011-05-13 16:34:31
DTAA/CLB0995,11.362356916287409,6.608313824373263,12.646393600882638,6.565782237737967,1.6119536385785869,9.31861111111111,0.008333333333333333,3.0343140801487163,2417,345,7.005797101449275,851,PC-2437,14.273893256102607,2416,501,64.29458005792304,0,2417,2010-01-04 02:01:26,2011-05-13 21:44:09
DTAA/CLK0383,11.297660098522169,3.619470002424089,16.207553366174054,4.069203368819971,5.441786398467434,10.290277777777778,0.018333333333333333,2.5616428617867415,406,350,1.16,18,PC-0419,95.56650246305419,36,26,27.093596059113302,4,402,2010-01-04 11:02:29,2011-05-13 17:33:27
DTAA/CLN0999,11.641697241473027,6.4151762995383175,13.220865606740047,6.902096184887227,1.872750600172125,11.305,0.008333333333333333,3.7103586607391446,2453,345,7.110144927536232,869,PC-2365,14.105177333876886,2452,507,49.28658785161028,0,2453,2010-01-04 03:16:08,2011-05-13 20:07:15
DTAA/CLP0332,12.662560386473432,1.9322888906394764,16.788357487922706,0.07387533843800657,4.12508615136876,8.253333333333334,1.9258333333333333,1.9311877773267718,345,345,1.0,1,PC-1179,100.0,0,0,0.0,0,345,2010-01-04 14:03:31,2011-05-13 16:51:30
DTAA/CLS0819,8.989565217391304,0.09732685720245168,18.030917874396135,0.07011867952044505,9.041463768115943,9.309166666666666,8.772777777777778,0.11608167823071422,345,345,1.0,1,PC-1673,100.0,0,0,0.0,0,345,2010-01-04 09:09:31,2011-05-13 18:08:10
DTAA/CMC0814,7.748840579710146,0.09685097720308593,18.782753623188405,0.07300082412931469,11.033347020933977,11.302777777777777,10.784444444444444,0.12148925945718149,345,345,1.0,1,PC-2160,100.0,0,0,100.0,0,345,2010-01-04 07:38:30,2011-05-13 18:48:08
DTAA/CMF0339,11.282528180354266,3.653682255380523,15.813003220611915,4.031542385278139,5.458102522812667,10.637222222222222,0.04694444444444444,2.535860169237697,414,351,1.1794871794871795,18,PC-1939,95.16908212560386,40,19,27.053140096618357,5,409,2010-01-04 11:58:19,2011-05-13 17:06:00
DTAA/CMM0900,8.247246376811594,0.09595998796356443,17.282463768115946,0.07000519585255317,9.035909822866344,9.297777777777778,8.78138888888889,0.11909439840086132,345,345,1.0,1,PC-4293,100.0,0,0,0.0,0,345,2010-01-04 08:15:23,2011-05-13 17:16:23
DTAA/CMU0028,7.987342995169082,0.09749375470315609,16.036376811594202,0.07104957673900378,8.048301127214172,8.305555555555555,7.767777777777778,0.12473319336691555,345,345,1.0,1,PC-4253,100.0,0,0,53.333333333333336,0,345,2010-01-04 07:51:48,2011-05-13 16:09:48
DTAA/CNB0615,7.990772946859903,0.09487538564287264,16.03256038647343,0.07127517218774601,8.0419500805153,8.306111111111111,7.762777777777778,0.1196429856232284,345,345,1.0,1,PC-1605,100.0,0,0,52.17391304347826,0,345,2010-01-04 07:59:55,2011-05-13 16:03:57
DTAA/CNS0950,8.991980676328502,0.09592019797744487,20.034830917874398,0.07351135947279683,11.043289855072464,11.303333333333333,10.7625,0.12057079049622281,345,345,1.0,1,PC-3209,100.0,0,0,0.0,0,345,2010-01-04 09:08:03,2011-05-13 20:04:36
DTAA/CNT0514,6.734734299516909,0.09543252178127777,15.788840579710143,0.0694683252950668,9.053202093397745,9.32,8.756388888888889,0.12063119433300774,345,345,1.0,1,PC-2053,100.0,0,0,100.0,0,345,2010-01-04 06:50:39,2011-05-13 15:48:57
DTAA/COS0121,11.530072463768114,3.8539778166512915,13.682806324110672,4.107468277577352,3.575842116820378,11.969722222222222,0.015277777777777777,2.4639032804281666,506,349,1.4498567335243553,62,PC-0462,82.01581027667984,176,19,27.27272727272727,4,502,2010-01-04 12:04:11,2011-05-13 15:15:19
DTAA/CPM0959,7.49024154589372,0.0971398450498624,17.531835748792272,0.07067763606879206,10.042090177133655,10.319722222222222,9.754722222222222,0.11926697203238149,345,345,1.0,1,PC-1093,100.0,0,0,100.0,0,345,2010-01-04 07:34:44,2011-05-13 17:26:27
DTAA/CPP0761,8.591263057929723,0.7869448379044114,18.465384615384615,0.5816894681551638,9.873657803102247,10.313333333333333,0.24305555555555555,1.2355398795220924,351,345,1.017391304347826,7,PC-2665,98.29059829059828,12,0,0.0,0,351,2010-01-04 08:32:13,2011-05-13 18:33:58
DTAA/CPS0559,11.41975845410628,1.9415781094720517,16.528937198067634,0.0724200814834853,5.108510466988728,9.294166666666667,2.843611111111111,1.9461540985283012,345,345,1.0,1,PC-1877,100.0,0,0,17.681159420289855,0,345,2010-01-04 13:07:59,2011-05-13 16:38:55
DTAA/CRC0996,11.634078983706159,6.535682193055372,13.03142087821044,6.9960971728627666,1.9040071803369232,11.288611111111111,0.009722222222222222,3.732433267138345,2414,345,6.9971014492753625,859,PC-1046,14.374482187241094,2412,506,50.28997514498757,0,2414,2010-01-04 02:39:10,2011-05-13 19:49:44
DTAA/CRF0074,13.039613526570049,2.0344400292544966,19.277729468599034,0.07388816876691681,6.237895330112722,10.312222222222223,3.8869444444444445,2.037117222466575,345,345,1.0,1,PC-2490,100.0,0,0,0.0,0,345,2010-01-04 09:14:35,2011-05-13 19:19:25
DTAA/CRJ0934,8.74415458937198,0.09552555192939328,17.787487922705314,0.07189167354542494,9.04389533011272,9.300277777777778,8.764166666666666,0.11719455351486852,345,345,1.0,1,PC-3946,100.0,0,0,0.0,0,345,2010-01-04 08:45:22,2011-05-13 17:47:12
DTAA/CRM0058,8.995906432748537,0.093267520656211,19.02992202729045,0.07336269752238754,10.03435510071475,10.301388888888889,9.770555555555555,0.1208844105665405,171,171,1.0,1,PC-1892,100.0,0,0,0.0,0,171,2010-01-04 09:08:27,2010-09-02 19:07:24
DTAA/CSA0071,8.24830917874396,0.09574038834305719,18.285507246376813,0.0709451376796638,10.036338969404188,10.318888888888889,9.777777777777779,0.12118428834678176,345,345,1.0,1,PC-4744,100.0,0,0,0.0,0,345,2010-01-04 08:22:22,2011-05-13 18:10:06
DTAA/CSB0363,7.749420289855073,0.0971807975047669,18.78096618357488,0.07283725232319867,11.031169887278581,11.312222222222223,10.772777777777778,0.12117445829712911,345,345,1.0,1,PC-4890,100.0,0,0,100.0,0,345,2010-01-04 07:53:15,2011-05-13 18:49:15
DTAA/CSC0297,10.77852733686067,3.023072145933002,15.199029982363315,2.860411605552706,4.928216490299824,9.306666666666667,0.03916666666666667,2.2057426836250698,378,347,1.0893371757925072,11,PC-2848,96.82539682539682,24,8,23.015873015873016,2,376,2010-01-04 10:55:55,2011-05-13 15:51:51
DTAA/CSD0739,7.739130434782608,0.09765607691536171,17.781256038647342,0.07250167388532618,10.041998389694042,10.302222222222222,9.757222222222222,0.1122705754599535,345,345,1.0,1,PC-3393,100.0,0,0,100.0,0,345,2010-01-04 07:44:18,2011-05-13 17:51:47
DTAA/CSR0189,7.542602262837249,3.239065435820696,15.187293298520451,3.439599470306956,8.396636930664346,10.286111111111111,0.020277777777777777,2.1354845178147133,383,346,1.106936416184971,5,PC-3494,98.9556135770235,8,16,98.69451697127938,1,382,2010-01-04 07:08:16,2011-05-13 16:06:45
DTAA/CTF0687,8.62419627749577,2.8281834132724946,17.24505076142132,4.499355045694436,9.107304709531867,10.304444444444444,0.02861111111111111,2.621757677655751,394,353,1.1161473087818696,1,PC-2959,100.0,0,32,12.436548223350254,8,386,2010-01-04 08:39:35,2011-05-13 18:53:35
DTAA/CTH0082,8.915713101160863,3.303662384546354,17.931177446102822,4.903568240200838,9.850940436705363,11.303055555555556,0.06805555555555555,3.086624719713571,402,347,1.15850144092219,9,PC-4582,98.00995024875621,16,28,12.189054726368159,2,400,2010-01-04 08:43:11,2011-05-13 19:47:25
DTAA/CTH0856,8.474543946932007,3.5666569750535437,14.793656716417908,4.057131207957394,7.333616639027087,11.982222222222223,0.04638888888888889,2.1023389105800074,402,352,1.1420454545454546,1,PC-4677,100.0,0,28,61.19402985074627,7,395,2010-01-04 07:54:06,2011-05-13 15:58:52
DTAA/CTR0537,11.816856060606058,2.2957154500175756,16.735037878787878,1.0932804704118277,5.100030513468013,9.254722222222222,0.7022222222222222,1.9801635225382708,264,260,1.0153846153846153,1,PC-1160,100.0,0,0,19.318181818181817,0,264,2010-01-04 11:36:03,2011-01-13 16:52:01
DTAA/CVW0133,11.792708333333332,2.0236128745030175,18.23012152777778,1.8545191237716256,6.437328559027779,11.281666666666666,0.0019444444444444444,2.722332952340474,384,345,1.1130434782608696,36,PC-0282,89.84375,78,0,15.364583333333334,0,384,2010-01-04 13:23:17,2011-05-13 18:44:03
DTAA/CWG0305,12.530616382806166,3.8720207603003725,18.28434712084347,5.0968463254902145,6.62977561503109,11.317222222222222,0.0475,2.9666082996392085,411,354,1.1610169491525424,14,PC-1107,96.83698296836984,26,28,13.381995133819952,8,403,2010-01-04 09:16:15,2011-05-13 20:19:06
DTAA/CYK0330,11.806877022653719,2.1856752195669706,17.240291262135923,2.0412815473666535,5.432983414239483,10.282777777777778,0.006944444444444444,2.9110091880580096,412,345,1.1942028985507247,49,PC-4246,83.7378640776699,132,0,9.70873786407767,0,412,2010-01-04 13:11:40,2011-05-13 18:01:52
DTAA/CZB0163,6.989661835748793,0.09778414655597124,15.031787439613527,0.07056797012575584,8.042202898550725,8.307222222222222,7.771944444444444,0.11916070944633675,345,345,1.0,1,PC-0016,100.0,0,0,100.0,0,345,2010-01-04 06:50:12,2011-05-13 15:04:21
DTAA/DAG0754,11.928019323671496,1.9700582795817252,17.036763285024154,0.07194683611461536,5.108747987117552,9.294444444444444,2.8827777777777777,1.9720426586602275,345,345,1.0,1,PC-2712,100.0,0,0,8.695652173913043,0,345,2010-01-04 12:38:04,2011-05-13 16:55:04
DTAA/DAO0613,7.6048899755501225,2.059779068125522,15.68797881010595,2.444903248814572,8.083681744091278,10.3225,0.0033333333333333335,3.8618278989755543,409,325,1.2584615384615385,59,PC-4598,79.46210268948656,168,0,82.64058679706602,0,409,2010-01-04 06:49:04,2011-04-14 16:41:06
DTAA/DAR0341,7.739999999999999,0.0915203201056905,16.782850241545894,0.07088011533641132,9.043094202898551,9.300277777777778,8.7675,0.11112585831734566,345,345,1.0,1,PC-0718,100.0,0,0,100.0,0,345,2010-01-04 07:38:08,2011-05-13 16:43:04
DTAA/DAV0579,11.868840579710144,1.9255559640529594,16.038695652173914,0.07119598771308652,4.1704049919484705,8.294722222222223,1.8175,1.9280150146515216,345,345,1.0,1,PC-1701,100.0,0,0,9.27536231884058,0,345,2010-01-04 08:02:32,2011-05-13 16:07:46
DTAA/DAW0123,7.50151515151515,0.09459104356548766,18.529848484848483,0.07390655496157586,11.028558080808082,11.307222222222222,10.788055555555555,0.11534498139193272,220,220,1.0,1,PC-3401,100.0,0,0,100.0,0,220,2010-01-04 07:35:29,2010-11-11 18:38:53
DTAA/DAW0199,8.000114155251143,0.09787975607254912,17.041095890410958,0.07279753015582242,9.04154109589041,9.295555555555556,8.766944444444444,0.11626997455932904,146,146,1.0,1,PC-0735,100.0,0,0,47.26027397260274,0,146,2010-01-04 07:58:28,2010-07-29 16:55:59
DTAA/DAW0221,8.948935185185185,1.7403546658242843,18.504814814814814,2.702744566577864,9.755594907407408,10.29888888888889,0.25,1.505364700095908,360,346,1.0404624277456647,1,PC-4162,100.0,0,9,4.166666666666666,1,359,2010-01-04 09:01:53,2011-05-13 19:07:43
DTAA/DBA0367,7.235217391304347,0.09661833572070308,15.290144927536232,0.06961372469719819,8.054814814814815,8.321388888888889,7.777777777777778,0.11928651699242995,345,345,1.0,1,PC-3885,100.0,0,0,100.0,0,345,2010-01-04 07:19:06,2011-05-13 15:18:40
DTAA/DBB0235,12.36872852233677,2.2042115845222945,18.157173539518897,1.9576522852513343,5.7882345360824745,10.266666666666667,0.004166666666666667,2.7764971506400844,388,345,1.1246376811594203,38,PC-0309,88.91752577319588,85,0,0.0,0,388,2010-01-04 08:44:18,2011-05-13 18:48:18
DTAA/DBF0903,11.750367917586459,2.0125414577115603,16.550257542310522,2.504205765629639,4.800184571989208,10.295555555555556,0.015833333333333335,2.918729223456683,453,345,1.3130434782608695,63,PC-2783,76.15894039735099,206,0,13.245033112582782,0,453,2010-01-04 11:53:42,2011-05-13 17:51:14
DTAA/DBG0686,7.485265700483093,0.08846305707335705,16.535507246376813,0.07129710484914284,9.049882447665055,9.328055555555556,8.759166666666667,0.11970270421915874,345,345,1.0,1,PC-1575,100.0,0,0,100.0,0,345,2010-01-04 07:28:44,2011-05-13 16:33:57
DTAA/DBM0698,10.940483091787438,2.0464093211313203,15.283623188405798,0.07384935415637423,4.343045088566828,8.319166666666666,1.9372222222222222,2.040854482064835,345,345,1.0,1,PC-1444,100.0,0,0,21.44927536231884,0,345,2010-01-04 13:04:48,2011-05-13 15:10:43
DTAA/DCB0462,11.348310502283105,2.1365566396676305,19.201232876712332,1.5815642234228573,7.852228310502284,12.305555555555555,0.007222222222222222,2.642919903756211,365,345,1.0579710144927537,20,PC-2659,94.52054794520548,40,0,20.0,0,365,2010-01-04 12:59:06,2011-05-13 19:28:20
DTAA/DCC0600,8.403066989507668,1.9219064466082783,16.852905569007262,2.429657563062587,8.449510357815443,10.328333333333333,0.001388888888888889,3.6018056978124835,413,345,1.1971014492753622,62,PC-4072,83.53510895883777,131,0,84.26150121065376,0,413,2010-01-04 07:42:17,2011-05-13 17:46:36
DTAA/DCF0307,7.992753623188406,0.0950434358095509,18.03782608695652,0.07156163677239409,10.04457809983897,10.313888888888888,9.773055555555555,0.118249546239294,345,345,1.0,1,PC-2881,100.0,0,0,48.11594202898551,0,345,2010-01-04 07:52:32,2011-05-13 18:05:17
DTAA/DCM0725,8.750917874396135,0.09007584382876198,17.785217391304347,0.07436526902200345,9.034252818035426,9.303611111111111,8.761111111111111,0.11958193199510543,345,345,1.0,1,PC-2771,100.0,0,0,0.0,0,345,2010-01-04 08:47:18,2011-05-13 17:41:00
DTAA/DDD0915,12.006925207756233,2.049545205711447,18.829455216989842,1.1391315643531164,6.822910126192674,11.305,0.0008333333333333334,2.3709428713137144,361,345,1.046376811594203,14,PC-3632,95.56786703601108,32,0,8.310249307479225,0,361,2010-01-04 12:32:50,2011-05-13 18:56:48
DTAA/DDJ0535,7.2469082125603865,0.09455512392322037,17.292125603864733,0.07073344761791449,10.044580515297907,10.331388888888888,9.767777777777777,0.12026324035064119,345,345,1.0,1,PC-3465,100.0,0,0,100.0,0,345,2010-01-04 07:20:10,2011-05-13 17:19:22
DTAA/DDK0417,12.374519549370444,3.5083912036695404,16.41464546056991,4.238346755986938,4.708429423459245,10.258055555555556,0.005,3.075768357386702,503,349,1.4412607449856734,70,PC-0980,77.13717693836978,226,23,8.548707753479125,4,499,2010-01-04 12:28:30,2011-05-14 06:12:50
DTAA/DDW0643,11.350144927536233,1.9891126008557867,17.530579710144927,0.07400056856435992,6.180604669887279,10.317222222222222,3.7708333333333335,1.9876866647928255,345,345,1.0,1,PC-0912,100.0,0,0,18.84057971014493,0,345,2010-01-04 12:31:26,2011-05-13 17:38:13
DTAA/DEP0563,7.748695652173914,0.09561986233062,16.78647342995169,0.07216181048248078,9.037950080515298,9.3075,8.773888888888889,0.11968803025335807,345,345,1.0,1,PC-4319,100.0,0,0,100.0,0,345,2010-01-04 07:45:25,2011-05-13 16:48:00
DTAA/DFW0798,12.395169082125603,2.126182034540445,17.781884057971016,0.0713891287732186,5.386730273752013,9.2825,2.8830555555555555,2.122113596917897,345,345,1.0,1,PC-3141,100.0,0,0,0.0,0,345,2010-01-04 08:39:37,2011-05-13 17:50:03
DTAA/DFZ0063,12.215683865683864,3.8697644667911115,14.411998361998362,3.742124376245123,3.375438847938848,12.862222222222222,0.08166666666666667,2.3044335349182297,407,352,1.15625,8,PC-4442,98.28009828009829,14,25,12.776412776412776,7,400,2010-01-04 12:24:55,2011-05-14 02:26:46
DTAA/DGM0240,13.187859195402298,2.073530975952131,17.184231321839082,2.1897545501291145,3.9966487068965515,9.30888888888889,0.030555555555555555,2.6854626812199567,464,345,1.344927536231884,72,PC-3547,74.35344827586206,226,0,0.0,0,464,2010-01-04 09:23:50,2011-05-13 18:21:44
DTAA/DIS0382,11.846227867590454,4.137453907021785,14.676250962278676,4.334265822228297,3.9383339748524504,9.945833333333333,0.04,2.2738627395771345,433,351,1.2336182336182335,15,PC-2501,96.53579676674366,30,32,23.556581986143186,6,427,2010-01-04 12:07:18,2011-05-14 05:16:52
DTAA/DJC0162,7.990193236714976,0.09878768384101742,19.032946859903383,0.06934898505850469,11.04244847020934,11.3225,10.766666666666667,0.12373036132942791,345,345,1.0,1,PC-3232,100.0,0,0,51.01449275362319,0,345,2010-01-04 07:52:08,2011-05-13 19:05:58
DTAA/DJW0368,11.915899403239557,3.6905130909109136,15.962958226768968,4.030174616227176,4.906537368570617,10.140277777777778,0.018055555555555554,2.181928389197229,391,350,1.1171428571428572,1,PC-2518,100.0,0,20,20.971867007672635,5,386,2010-01-04 13:40:18,2011-05-13 16:59:54
DTAA/DKB0409,8.74463768115942,0.09061806400670408,17.78642512077295,0.07083691017093048,9.04189774557166,9.325555555555555,8.777777777777779,0.11790207024549211,345,345,1.0,1,PC-4535,100.0,0,0,0.0,0,345,2010-01-04 08:50:15,2011-05-13 17:47:22
DTAA/DKR0696,8.988937198067633,0.09815397641356975,18.025990338164252,0.0725539532607819,9.03660305958132,9.297222222222222,8.763333333333334,0.11567029942895014,345,345,1.0,1,PC-1434,100.0,0,0,0.0,0,345,2010-01-04 08:55:47,2011-05-13 17:55:09
DTAA/DLM0723,8.755639913232104,2.103026231400604,15.631995661605204,2.3082638809162375,6.876274403470716,9.325833333333334,0.001388888888888889,3.736536530690488,461,345,1.336231884057971,68,PC-0290,74.83731019522777,232,0,75.92190889370933,0,461,2010-01-04 07:54:02,2011-05-13 16:53:12
DTAA/DME0620,8.735507246376812,0.09711242134509841,18.790289855072462,0.0734326739283652,10.055066827697264,10.330555555555556,9.765,0.11864025391746576,345,345,1.0,1,PC-3739,100.0,0,0,0.0,0,345,2010-01-04 08:52:49,2011-05-13 18:52:06
DTAA/DMR0377,12.115236051502148,2.27542800817439,17.544670958512157,2.9230950518959893,5.429129113018599,11.312777777777777,0.0019444444444444444,3.3705944071908465,466,345,1.3507246376811595,67,PC-2173,74.0343347639485,231,0,7.081545064377683,0,466,2010-01-04 13:50:28,2011-05-13 18:59:14
DTAA/DNH0619,8.742753623188406,0.09649369133918552,16.780048309178746,0.0707026673364091,8.036814009661835,8.3175,7.791111111111111,0.11109372636367836,345,345,1.0,1,PC-4336,100.0,0,0,0.0,0,345,2010-01-04 08:48:18,2011-05-13 16:42:10
DTAA/DNM0143,8.244830917874395,0.09524301881522605,18.28599033816425,0.06925820437165421,10.04115458937198,10.314166666666667,9.791944444444445,0.1150917948332474,345,345,1.0,1,PC-4773,100.0,0,0,0.0,0,345,2010-01-04 08:15:47,2011-05-13 18:12:12
DTAA/DNS0937,12.297757153905648,2.078662390866749,17.25862335653519,2.361344000908451,4.960875870069605,10.275555555555556,0.008888888888888889,2.8090213856123003,431,345,1.2492753623188406,56,PC-0856,80.04640371229699,166,0,0.0,0,431,2010-01-04 12:05:15,2011-05-13 18:23:09
DTAA/DOC0003,9.243768115942027,0.09306875747905169,17.28719806763285,0.073518140962069,8.043842190016102,8.315555555555555,7.7780555555555555,0.11589936269192098,345,345,1.0,1,PC-2799,100.0,0,0,0.0,0,345,2010-01-04 09:21:36,2011-05-13 17:23:35
DTAA/DOO0986,8.488212560386474,0.09450089842439806,17.530386473429953,0.07330235478493709,9.041991948470208,9.329166666666667,8.766388888888889,0.11936042703240565,345,345,1.0,1,PC-0500,100.0,0,0,0.0,0,345,2010-01-04 08:23:18,2011-05-13 17:26:40
DTAA/DRD0916,7.989565217391303,0.09285159633356854,17.031739130434786,0.06829316435079906,9.041850241545893,9.31,8.760555555555555,0.11710602842822229,345,345,1.0,1,PC-1703,100.0,0,0,52.17391304347826,0,345,2010-01-04 08:04:30,2011-05-13 17:08:43
