user,avg_login_hour,login_variance,avg_logout_hour,logout_variance,avg_session_hours,max_session_hours,min_session_hours,session_variance,total_logins,working_days,avg_logins_per_day,unique_pcs,primary_pc,primary_pc_percentage,device_switches,night_login_count,offhour_percentage,weekend_logins,weekday_logins,first_login,last_login,anomaly_score,anomaly
DTAA/NGC0624,12.985016420361246,2.319487559236439,19.28834154351396,2.094917315696065,6.302671045429665,11.301666666666666,0.0525,3.125043353762955,406,345,1.1768115942028985,51,PC-3879,84.97536945812809,116,0,2.2167487684729066,0,406,2010-01-04 10:37:10,2011-05-13 20:07:17,0.01569225419981879,Normal
DTAA/DAW0199,8.000114155251143,0.0978797560725491,17.041095890410958,0.0727975301558224,9.04154109589041,9.295555555555556,8.766944444444444,0.116269974559329,146,146,1.0,1,PC-0735,100.0,0,0,47.26027397260274,0,146,2010-01-04 07:58:28,2010-07-29 16:55:59,0.015789217079336393,Normal
DTAA/GYT0279,11.905124892334197,2.8138633596047526,15.48479758828596,2.500855497395696,3.8899303761125466,9.65611111111111,0.0611111111111111,2.099763062161979,387,348,1.112068965517241,23,PC-2791,94.31524547803618,44,10,12.919896640826872,3,384,2010-01-04 11:25:11,2011-05-13 15:59:14,0.01613517698972705,Normal
DTAA/KDL0806,11.946688264938809,2.0840653431480645,15.924586033117352,2.2941934075555954,3.977761579073674,9.288611111111113,0.0016666666666666,2.616371529720598,463,345,1.3420289855072465,73,PC-1649,74.51403887688986,226,0,7.127429805615551,0,463,2010-01-04 11:56:35,2011-05-13 16:57:23,0.016261041537308507,Normal
DTAA/MXM0271,11.979862617498194,2.023691503151011,15.950903832248734,2.176100371916324,3.9708809351651,9.272777777777778,0.0027777777777777,2.6407818812149024,461,345,1.336231884057971,74,PC-1011,74.83731019522777,226,0,8.24295010845987,0,461,2010-01-04 11:57:57,2011-05-13 17:08:17,0.016313088017981925,Normal
DTAA/SEF0446,11.069483568075118,2.5091375779898293,15.898650234741783,2.0117409442423764,5.082858959311424,9.309722222222222,0.0777777777777777,2.366150351041622,284,265,1.0716981132075472,15,PC-2477,95.07042253521126,28,1,24.295774647887324,0,284,2010-01-04 11:25:28,2011-01-20 16:20:06,0.01696440108828312,Normal
DTAA/JLC0744,8.553764805414552,1.7240939436261362,17.411844331641284,1.8708708213597145,8.858223350253809,10.320277777777775,0.0066666666666666,3.163481911670729,394,345,1.1420289855072463,37,PC-4788,87.56345177664974,98,0,45.431472081218274,0,394,2010-01-04 08:03:55,2011-05-13 18:07:18,0.017284420473865525,Normal
DTAA/QLW0941,12.34120583717358,1.9722640834090632,15.664516129032258,1.9286501197587491,3.3231618023553504,8.24388888888889,0.0175,2.255305371919186,434,345,1.2579710144927536,60,PC-2395,79.49308755760369,177,0,0.0,0,434,2010-01-04 13:09:36,2011-05-13 16:26:17,0.017428651619944502,Normal
DTAA/BLS0098,8.319982316534041,1.3043911334415317,17.52550839964633,1.8211161876810245,9.205277040966696,10.310555555555556,0.0505555555555555,2.760420135931528,377,345,1.092753623188406,32,PC-1776,91.51193633952256,64,0,43.76657824933687,0,377,2010-01-04 07:58:11,2011-05-13 18:09:07,0.017531641340770676,Normal
DTAA/CSC0297,10.77852733686067,3.023072145933002,15.199029982363315,2.860411605552706,4.928216490299824,9.306666666666668,0.0391666666666666,2.2057426836250698,378,347,1.0893371757925072,11,PC-2848,96.82539682539682,24,8,23.015873015873016,2,376,2010-01-04 10:55:55,2011-05-13 15:51:51,0.017673165814517555,Normal
DTAA/MAB0532,8.531654072208228,1.6169942155279515,16.43761544920235,1.7343993163836449,7.905368737755387,9.311944444444444,0.015,2.909783500483466,397,345,1.1507246376811595,39,PC-0797,86.90176322418137,104,0,42.56926952141058,0,397,2010-01-04 08:00:53,2011-05-13 17:05:57,0.0183489302478127,Normal
DTAA/PMB0702,12.824031007751936,2.9115407018757424,17.83604651162791,3.30918332226437,5.694086993970715,10.507222222222222,0.0341666666666666,2.337095069052888,387,346,1.1184971098265897,19,PC-1792,95.09043927648578,38,9,5.943152454780361,1,386,2010-01-04 14:26:34,2011-05-13 18:48:24,0.01838739896864916,Normal
DTAA/CCM0827,11.887745098039217,2.1714389558961917,18.83496732026144,0.968619216484154,6.947282135076253,11.27111111111111,0.0966666666666666,2.5321850870261597,306,290,1.0551724137931036,17,PC-3355,94.77124183006536,32,0,12.418300653594772,0,306,2010-01-04 13:29:44,2011-02-24 19:09:56,0.01910842658544948,Normal
DTAA/DAW0221,8.948935185185185,1.7403546658242843,18.50481481481481,2.702744566577864,9.755594907407408,10.29888888888889,0.25,1.505364700095908,360,346,1.0404624277456649,1,PC-4162,100.0,0,9,4.166666666666666,1,359,2010-01-04 09:01:53,2011-05-13 19:07:43,0.01943753130366055,Normal
DTAA/JLM0053,11.956142857142858,2.572586707442133,16.606285714285715,2.579826503700126,4.787546825396825,9.266111111111112,0.0180555555555555,2.235894794028849,350,321,1.0903426791277258,19,PC-1334,94.85714285714286,36,10,3.428571428571429,1,349,2010-01-04 14:11:00,2011-04-07 17:15:47,0.019514999536079602,Normal
DTAA/OUS0565,11.18983333333333,2.0240132874633083,16.5265,0.0728150943665928,5.337711111111112,9.318333333333332,2.9775,2.0256982206765,200,200,1.0,1,PC-2171,100.0,0,0,21.0,0,200,2010-01-04 11:38:11,2010-10-14 16:30:47,0.020285074458139707,Normal
DTAA/JAD0531,8.350043859649123,1.3826438600759212,17.50574561403509,1.84083534237848,9.155469298245611,10.313333333333333,0.0288888888888888,2.7799507051285897,380,345,1.1014492753623188,30,PC-0578,90.78947368421052,70,0,44.47368421052632,0,380,2010-01-04 07:54:56,2011-05-13 17:56:14,0.020483343935577547,Normal
DTAA/SKL0881,13.117777777777777,1.911502451894934,21.28903381642512,0.0715600014075286,8.171106280193237,12.244444444444444,5.854444444444445,1.9147793471096255,345,345,1.0,1,PC-1581,100.0,0,0,0.0,0,345,2010-01-04 09:16:15,2011-05-13 21:20:36,0.020837777586117545,Normal
DTAA/SCW0707,11.918697318007665,1.9982225432598,15.246283524904214,1.841271282236648,3.327609833971904,8.313055555555556,0.0497222222222222,2.2513877289176287,435,345,1.2608695652173914,61,PC-1217,79.3103448275862,176,0,7.816091954022989,0,435,2010-01-04 11:40:48,2011-05-13 15:58:50,0.022559071620468163,Normal
DTAA/EDH0146,12.182063125481136,2.280343587189347,17.992301770592764,2.497596790035601,5.81009173723377,11.248888888888889,0.0033333333333333,3.185688069560473,433,345,1.255072463768116,64,PC-3973,79.67667436489607,173,0,6.235565819861432,0,433,2010-01-04 13:11:12,2011-05-13 19:08:58,0.022721195273196604,Normal
DTAA/CDK0329,7.670092592592593,1.0869419894082035,17.32578703703704,1.1578367262153415,9.65567901234568,10.329444444444444,0.0919444444444444,1.9156063670009724,360,345,1.0434782608695652,15,PC-1183,95.83333333333334,30,0,96.38888888888889,0,360,2010-01-04 07:35:39,2011-05-13 17:31:40,0.02314616285778265,Normal
DTAA/PSP0555,11.683441793203182,2.0437918517154383,15.611605206073754,2.3251003151870635,3.928566522053506,9.282222222222222,0.0127777777777777,2.645416580340718,461,345,1.336231884057971,70,PC-0017,74.83731019522777,223,0,13.882863340563992,0,461,2010-01-04 12:51:43,2011-05-13 16:42:39,0.023280374577107077,Normal
DTAA/ALK0520,12.155516705516703,2.2023830960362587,17.971522921522922,2.4901186569219425,5.815894198394197,11.273888888888887,0.0002777777777777,3.1835678661493354,429,345,1.2434782608695651,64,PC-3889,80.41958041958041,163,0,7.459207459207459,0,429,2010-01-04 13:27:18,2011-05-13 19:00:58,0.02392030086114938,Normal
DTAA/MMF0289,11.987755847953215,2.3210625662031306,16.862719298245615,2.471066566530049,4.875159600389864,10.300833333333332,0.0241666666666666,3.0852026617758663,456,345,1.3217391304347823,69,PC-1734,75.6578947368421,217,0,9.649122807017545,0,456,2010-01-04 12:33:37,2011-05-13 18:00:28,0.02418001925265517,Normal
DTAA/KPB0665,7.983153153153152,0.0953950150928063,17.032792792792794,0.0733494445144321,9.049447447447449,9.324166666666668,8.757777777777777,0.1268899130924512,185,185,1.0,1,PC-4755,100.0,0,0,52.972972972972975,0,185,2010-01-04 07:57:10,2010-09-23 17:09:24,0.024302028828034783,Normal
DTAA/SSH0144,11.826557632398751,1.9315150103704584,15.26553738317757,1.8445383641001387,3.438792185877466,8.325555555555555,0.0047222222222222,2.19336675642259,428,345,1.2405797101449276,56,PC-4673,80.60747663551402,164,0,6.5420560747663545,0,428,2010-01-04 11:40:04,2011-05-13 16:03:43,0.0250581694385017,Normal
DTAA/TAO0639,9.554697380307136,1.395680742348104,18.966440831074976,1.407436612148903,9.412521830773864,10.314722222222224,0.0527777777777777,2.446460135110187,369,345,1.0695652173913044,24,PC-2198,93.4959349593496,48,0,0.2710027100271002,0,369,2010-01-04 09:08:16,2011-05-13 19:22:19,0.02535134648132481,Normal
DTAA/RAC0282,12.674858757062148,2.458458844217823,17.437193973634653,2.1799373869576635,5.032902542372882,9.290277777777778,0.2902777777777778,1.9786508436918384,354,348,1.0172413793103448,1,PC-3185,100.0,0,4,2.5423728813559325,3,351,2010-01-04 12:44:19,2011-05-13 17:40:51,0.025519093055527242,Normal
DTAA/SBH0674,10.609685230024214,2.085453699723177,14.367110573042776,1.6953249512347142,3.75727199354318,8.303333333333333,0.0033333333333333,2.4249680893090715,413,345,1.1971014492753622,48,PC-0750,83.53510895883777,134,0,21.307506053268767,0,413,2010-01-04 07:23:32,2011-05-13 15:04:38,0.025713922228339958,Normal
DTAA/KRC0455,11.827119883040934,2.134356528722761,15.860855263157893,2.4452744738096945,4.034179459064328,9.285833333333333,0.0030555555555555,2.6539364581165343,456,345,1.3217391304347823,73,PC-2286,75.6578947368421,215,0,7.236842105263158,0,456,2010-01-04 08:00:17,2011-05-13 17:02:04,0.026134067029465913,Normal
DTAA/KKT0039,11.95829694323144,2.1912201440197334,16.76451965065502,2.5619569689114465,4.806107472100922,10.296388888888888,0.0063888888888888,3.042172704468216,458,345,1.327536231884058,69,PC-4115,75.32751091703057,218,0,7.20524017467249,0,458,2010-01-04 07:53:08,2011-05-13 18:07:12,0.026533482969929023,Normal
DTAA/ABB0272,12.042086068563092,2.171481374551104,16.827498176513494,2.4826510580196413,4.785402382689035,10.234722222222222,0.0011111111111111,2.974392243151083,457,345,1.3246376811594205,73,PC-0726,75.49234135667396,218,0,6.564551422319474,0,457,2010-01-04 13:28:02,2011-05-13 18:07:51,0.026548751560873163,Normal
DTAA/VCG0663,11.557890685142414,2.014496706579823,14.955581216320246,1.9385509965408607,3.3975481139337957,8.279444444444444,0.0063888888888888,2.313749333258374,433,345,1.255072463768116,60,PC-2219,79.67667436489607,170,0,16.166281755196305,0,433,2010-01-04 12:10:24,2011-05-13 15:43:10,0.026807487915263606,Normal
DTAA/SKH0467,11.693148148148149,1.965481512570846,14.678287037037038,0.6326194464219358,2.985061728395062,7.282777777777778,0.1488888888888888,1.998907031936455,360,345,1.0434782608695652,15,PC-1582,95.83333333333334,30,0,17.77777777777778,0,360,2010-01-04 12:17:53,2011-05-13 14:53:29,0.027010175582582507,Normal
DTAA/CAC0854,11.865176908752328,1.986653871173209,19.8030260707635,1.280870044987993,7.937532588454377,12.293055555555556,0.1111111111111111,2.403176463466436,358,345,1.03768115942029,12,PC-0303,96.36871508379888,26,0,8.659217877094973,0,358,2010-01-04 12:24:53,2011-05-13 19:55:22,0.027032055924544662,Normal
DTAA/NDM0893,11.491309823677582,3.161657728654515,16.52371956339211,3.3983101889044693,5.576745731877975,10.2875,0.0794444444444444,2.514133922275797,397,346,1.1473988439306355,22,PC-0322,93.70277078085644,50,13,23.425692695214103,1,396,2010-01-04 07:37:58,2011-05-13 17:30:14,0.027285878322438673,Normal
DTAA/HKM0260,13.190861618798955,2.0542668418233365,18.78633594429939,1.7380399435982197,5.595875398897592,10.306111111111113,0.0155555555555555,2.542828459205674,383,345,1.1101449275362318,39,PC-4359,90.07832898172325,74,0,0.5221932114882507,0,383,2010-01-04 14:49:41,2011-05-13 19:10:11,0.027308932471319325,Normal
DTAA/THL0671,9.107985143918292,0.7137655070356099,15.893268337975856,0.7813003227941174,6.78504255648406,7.310555555555555,0.0022222222222222,1.272151583530415,359,345,1.0405797101449274,14,PC-3221,96.10027855153204,28,0,0.0,0,359,2010-01-04 09:06:56,2011-05-13 16:00:48,0.0273316138028053,Normal
DTAA/HAG0649,11.92908950617284,2.784510427048682,15.80991512345679,3.095808577436366,4.380901491769548,10.682777777777778,0.0069444444444444,2.4833557279542493,432,345,1.2521739130434784,51,PC-1350,84.95370370370371,128,10,12.26851851851852,0,432,2010-01-04 12:33:16,2011-05-13 17:08:14,0.02756635173197941,Normal
DTAA/ECB0185,8.383028720626632,1.3729945637840408,16.567145343777195,1.555403210686376,8.184420510588918,9.32611111111111,0.0008333333333333,2.5670316473710364,383,345,1.1101449275362318,36,PC-3713,90.07832898172325,75,0,46.21409921671018,0,383,2010-01-04 07:58:43,2011-05-13 16:56:27,0.02836760181655168,Normal
DTAA/RQH0770,11.536020036429877,2.809165999760305,16.186429872495445,2.779786979525132,5.109748785670917,11.000555555555556,0.0805555555555555,2.1085705376924277,366,346,1.0578034682080926,1,PC-4225,100.0,0,12,23.49726775956284,1,365,2010-01-04 13:19:48,2011-05-13 16:53:06,0.029269180106718806,Normal
DTAA/IMB0473,11.593672014260248,2.7902998181801606,17.036497326203207,3.0409276920574246,5.827797831253714,10.312222222222225,0.0230555555555555,2.3053527818282533,374,347,1.0778097982708934,14,PC-4682,96.524064171123,26,9,21.65775401069519,2,372,2010-01-04 11:49:17,2011-05-13 17:52:40,0.029408833291336922,Normal
DTAA/MEV0886,11.143667546174145,2.6627287512995874,15.627176781002635,2.6787932887684573,4.863979771328056,9.274444444444445,0.0036111111111111,2.186078402111027,379,347,1.0922190201729107,18,PC-0565,94.9868073878628,38,7,20.844327176781004,2,377,2010-01-04 11:45:29,2011-05-13 16:18:42,0.02976275451424132,Normal
DTAA/YVF0045,11.592487235594456,2.1151029619994017,15.843946024799417,2.3674286443247192,4.251159737417944,9.247777777777776,0.0119444444444444,2.800867090347401,457,345,1.3246376811594205,67,PC-3949,75.49234135667396,217,0,8.971553610503284,0,457,2010-01-04 13:03:31,2011-05-13 16:56:04,0.029846664938203593,Normal
DTAA/BLB0079,11.47315668202765,2.04553645626792,14.890706605222734,1.975198261667529,3.417837301587302,8.310555555555556,0.0,2.3698078995359526,434,345,1.2579710144927536,62,PC-1320,79.49308755760369,174,0,16.129032258064516,0,434,2010-01-04 13:13:10,2011-05-13 15:46:27,0.029852284398966422,Normal
DTAA/SJA0691,11.576289134438309,1.971794872359388,14.599079189686924,0.933337824413588,3.02240561694291,7.3075,0.0363888888888888,1.9909888592353877,362,345,1.0492753623188409,17,PC-3231,95.30386740331492,34,0,17.403314917127073,0,362,2010-01-04 11:52:51,2011-05-13 14:51:52,0.029898033858624884,Normal
DTAA/QNC0832,11.72952380952381,2.2007602572952387,16.52714285714286,2.579718022143324,4.797836385836386,10.311666666666667,0.0091666666666666,3.001506762915041,455,345,1.318840579710145,68,PC-0711,75.82417582417582,210,0,15.604395604395604,0,455,2010-01-04 13:21:48,2011-05-13 17:47:30,0.030080329593361876,Normal
DTAA/AJC0266,12.318849206349206,2.016964612010136,15.836666666666666,1.757493936741266,3.517449074074074,8.312222222222223,0.0016666666666666,2.277632514758732,420,345,1.2173913043478262,55,PC-4661,82.14285714285714,148,0,0.0,0,420,2010-01-04 08:36:54,2011-05-13 16:31:39,0.03020498191458748,Normal
DTAA/BCJ0800,8.525516621743037,1.2873111376483004,17.90943396226415,1.5378193123035937,9.3838244983528,10.312777777777775,0.02,2.427771995704416,371,345,1.0753623188405796,24,PC-2703,92.99191374663071,52,0,0.0,0,371,2010-01-04 08:06:41,2011-05-13 18:12:05,0.03107336221272311,Normal
DTAA/HBB0402,11.543754789272027,2.0576788983448626,15.212567049808433,1.835006337695555,3.668572796934866,8.293611111111112,0.0211111111111111,2.481059783326564,435,345,1.2608695652173914,61,PC-0834,79.3103448275862,178,0,9.885057471264368,0,435,2010-01-04 12:40:58,2011-05-13 16:06:04,0.031087467239591438,Normal
DTAA/JSW0180,12.303591160220993,2.0013078967148434,15.374907918968692,0.7778068191689594,3.070994475138121,7.226944444444444,0.0225,2.055028824780404,362,345,1.0492753623188409,17,PC-2587,95.30386740331492,34,0,0.0,0,362,2010-01-04 14:29:33,2011-05-13 15:36:45,0.031230796030540353,Normal
DTAA/ATJ0284,7.768518518518518,1.2173561864368558,16.61367521367521,1.6118951904531835,8.91298116492561,9.315,0.115,1.0347875150195551,351,346,1.0144508670520231,1,PC-4337,100.0,0,4,100.0,1,350,2010-01-04 07:39:16,2011-05-13 16:44:32,0.031800963925028736,Normal
DTAA/GLB0715,12.75375968992248,2.069257205163701,16.982015503875967,1.919917231382969,4.227875322997416,9.301111111111112,0.0052777777777777,2.5700975229298764,430,345,1.2463768115942029,57,PC-4221,80.23255813953489,165,0,0.0,0,430,2010-01-04 08:42:43,2011-05-13 17:52:14,0.031831511831312,Normal
DTAA/GHC0041,10.507824074074074,2.2365357076156576,18.566759259259257,1.215183648916875,8.059459104938272,12.303888888888888,0.0947222222222222,2.6203424783130016,360,345,1.0434782608695652,16,PC-1139,95.83333333333334,30,0,22.5,0,360,2010-01-04 10:41:41,2011-05-13 18:42:53,0.03185941746222154,Normal
DTAA/MNB0956,8.305525846702318,1.2489968830851066,16.676559714795008,1.4007982703835695,8.370998217468806,9.304722222222225,0.0047222222222222,2.3085858417869023,374,345,1.0840579710144929,26,PC-0701,92.24598930481284,58,0,42.513368983957214,0,374,2010-01-04 08:09:12,2011-05-13 17:03:32,0.03236919115630155,Normal
DTAA/LDB0961,11.91058394160584,2.278518045140034,18.198256285482564,2.192704474867361,6.287595971884292,11.244722222222222,0.0077777777777777,3.2073834432749404,411,345,1.191304347826087,51,PC-4678,83.94160583941606,129,0,9.48905109489051,0,411,2010-01-04 07:56:24,2011-05-13 18:59:57,0.032576253870900074,Normal
DTAA/USB0641,7.499251497005988,0.0978340949408097,19.530389221556884,0.0688129112425845,12.031305721889554,12.30638888888889,11.766944444444444,0.1171764744877053,334,334,1.0,1,PC-1302,100.0,0,0,100.0,0,334,2010-01-04 07:39:35,2011-04-28 19:32:12,0.033491312253029926,Normal
DTAA/VFP0669,11.724118942731277,2.1110392059049388,16.527202643171808,2.554051398184832,4.802912383749389,10.26,0.0366666666666666,2.9937019520794115,454,345,1.3159420289855073,67,PC-1717,75.99118942731278,208,0,14.757709251101325,0,454,2010-01-04 13:32:54,2011-05-13 17:49:12,0.03368096518177749,Normal
DTAA/LRH0747,11.845467836257308,2.0174326158270515,15.921783625730994,2.243458135627882,4.076256700779728,9.256666666666666,0.0147222222222222,2.625046482773344,456,345,1.3217391304347823,64,PC-2216,75.6578947368421,216,0,7.236842105263158,0,456,2010-01-04 13:40:57,2011-05-13 16:59:56,0.03378332924329158,Normal
DTAA/NHL0521,11.779112833763996,2.3622555499852047,16.30913006029285,2.5017334039028665,4.653765432098765,10.47,0.0288888888888888,2.318366712647803,387,347,1.1152737752161384,29,PC-2511,91.7312661498708,64,7,10.07751937984496,2,385,2010-01-04 13:28:20,2011-05-13 17:04:58,0.034602481325290146,Normal
DTAA/NWT0708,7.238095238095238,0.0962894053782932,17.282212885154063,0.0733860918911838,10.043530578898226,10.308055555555557,9.77111111111111,0.123772489036266,238,238,1.0,1,PC-1857,100.0,0,0,100.0,0,238,2010-01-04 07:09:57,2010-12-09 17:19:54,0.03503990531896123,Normal
DTAA/OJH0425,11.403453815261043,2.3211093099679623,17.638032128514055,2.320536569874914,6.234601740294512,11.261388888888888,0.0219444444444444,3.237885670230386,415,345,1.2028985507246377,57,PC-1730,83.13253012048193,136,0,19.518072289156628,0,415,2010-01-04 08:06:53,2011-05-13 18:31:53,0.035423654644537894,Normal
DTAA/HCC0258,12.023413566739608,2.1130990720929903,16.813347921225382,2.49458439736486,4.789876610746415,10.256666666666666,0.0069444444444444,2.9678145831127254,457,345,1.3246376811594205,62,PC-3668,75.49234135667396,217,0,6.564551422319474,0,457,2010-01-04 12:48:48,2011-05-13 18:00:33,0.03563945146356173,Normal
DTAA/DBF0903,11.75036791758646,2.0125414577115603,16.550257542310522,2.504205765629639,4.800184571989208,10.295555555555556,0.0158333333333333,2.918729223456683,453,345,1.3130434782608695,63,PC-2783,76.15894039735099,206,0,13.245033112582782,0,453,2010-01-04 11:53:42,2011-05-13 17:51:14,0.036149683937320876,Normal
DTAA/AZC0030,8.347894265232975,1.384475995076608,16.770206093189962,1.1371606478253076,8.421742831541218,9.303888888888888,0.0522222222222222,2.205130722776396,372,345,1.0782608695652174,26,PC-4724,92.74193548387096,54,0,43.27956989247312,0,372,2010-01-04 07:59:00,2011-05-13 16:55:31,0.03617273899779194,Normal
DTAA/BWS0872,12.842424242424242,2.2371626285011432,18.279320229320227,2.0689795183200754,5.436493993993994,10.27138888888889,0.0130555555555555,2.9020639939362987,407,345,1.1797101449275362,50,PC-3302,84.76658476658476,119,0,0.2457002457002457,0,407,2010-01-04 14:40:53,2011-05-13 19:00:50,0.03654760375673366,Normal
DTAA/ANC0012,12.551256038647344,1.997219490111836,20.78086956521739,0.072634203006258,8.22937117552335,12.293333333333331,5.924722222222222,1.9957580004064084,345,345,1.0,1,PC-0964,100.0,0,0,0.0,0,345,2010-01-04 13:17:49,2011-05-13 20:48:42,0.036574501717759944,Normal
DTAA/FHM0931,9.413055555555555,1.0039341908144317,19.05407407407408,1.2497156869139947,9.64091589506173,10.311388888888889,0.1866666666666666,1.9023660255457,360,345,1.0434782608695652,15,PC-3359,95.83333333333334,30,0,0.0,0,360,2010-01-04 09:24:56,2011-05-13 19:19:29,0.03672837066826584,Normal
DTAA/NMC0251,7.940055248618785,0.98271108691691,16.560036832412525,1.1140401706722156,8.620070595457335,9.325277777777778,0.0538888888888888,1.883671534938114,362,345,1.0492753623188409,18,PC-0318,95.30386740331492,34,0,95.30386740331492,0,362,2010-01-04 07:54:13,2011-05-13 16:51:58,0.03675632748070795,Normal
DTAA/DRP0428,10.802486402486402,2.132025137407122,15.124397824397825,2.1492102757001006,4.322299922299922,9.279722222222222,0.0038888888888888,2.6399285826385817,429,345,1.2434782608695651,59,PC-2979,80.41958041958041,163,0,19.81351981351981,0,429,2010-01-04 06:59:23,2011-05-13 15:55:37,0.03710385736010263,Normal
DTAA/LPG0099,11.935685805422647,2.021945063223755,15.558612440191387,1.7901599138539768,3.622435539606592,8.28,0.0113888888888888,2.352223766038246,418,345,1.211594202898551,51,PC-2359,82.53588516746412,145,0,0.0,0,418,2010-01-04 13:43:13,2011-05-13 16:24:08,0.03725061734122975,Normal
DTAA/PKH0542,12.081147540983606,2.0465897398650448,19.28071038251366,0.0724748261247969,7.200321493624773,11.285277777777775,4.871944444444445,2.0465065411617087,305,305,1.0,1,PC-2052,100.0,0,0,0.0,0,305,2010-01-04 12:11:27,2011-03-17 19:21:08,0.037503200777472656,Normal
DTAA/WDW0485,11.859500805152978,2.0751057015774608,15.5805152979066,1.7960715816319746,3.720806494900698,8.279722222222222,0.0119444444444444,2.391769277648688,414,345,1.2,50,PC-3096,83.33333333333334,134,0,0.0,0,414,2010-01-04 08:20:42,2011-05-13 16:10:08,0.03807527811674932,Normal
DTAA/DCB0462,11.348310502283104,2.1365566396676305,19.20123287671233,1.5815642234228573,7.852228310502284,12.305555555555555,0.0072222222222222,2.642919903756211,365,345,1.0579710144927537,20,PC-2659,94.52054794520548,40,0,20.0,0,365,2010-01-04 12:59:06,2011-05-13 19:28:20,0.03823831522819948,Normal
DTAA/TRB0414,10.65823754789272,2.0962827558546864,15.71007662835249,2.378650614267385,5.051906768837804,10.321388888888889,0.0097222222222222,2.924896806709262,435,345,1.2608695652173914,63,PC-3114,79.3103448275862,175,0,18.160919540229887,0,435,2010-01-04 12:07:11,2011-05-13 16:53:39,0.03829206436045923,Normal
DTAA/MIK0034,11.047046925566343,2.1115540469193834,14.834870550161812,1.8028387124339704,3.787664509169363,8.305,0.0047222222222222,2.413168374755186,412,345,1.1942028985507247,49,PC-0845,83.7378640776699,128,0,21.35922330097087,0,412,2010-01-04 10:58:33,2011-05-13 15:35:53,0.03925147529553652,Normal
DTAA/BDH0038,11.479397590361446,1.979621226354463,15.141084337349398,1.6538057014120524,3.6616633199464528,8.308055555555555,0.0316666666666666,2.294625304265083,415,345,1.2028985507246377,49,PC-0877,83.13253012048193,138,0,16.626506024096386,0,415,2010-01-04 13:37:48,2011-05-13 15:44:49,0.039576696232731634,Normal
DTAA/BPB0808,11.2944578313253,2.1107618117530524,15.112329317269076,1.760950306968481,3.8179076305220887,8.29,0.0305555555555555,2.4231951736603645,415,345,1.2028985507246377,49,PC-0969,83.13253012048193,137,0,20.96385542168675,0,415,2010-01-04 11:50:49,2011-05-13 15:49:48,0.04033461077637279,Normal
DTAA/TUA0298,11.70168970814132,2.311287519861573,16.642933947772658,2.632403046372716,4.996663466461854,10.255833333333332,0.0313888888888888,2.8614049641862893,434,346,1.254335260115607,53,PC-3426,80.87557603686636,163,5,16.589861751152075,1,433,2010-01-04 12:22:39,2011-05-13 17:43:40,0.04039792476765802,Normal
DTAA/ICB0779,9.237909604519777,0.1029366578031574,20.282881355932204,0.0724906687953911,11.04512429378531,11.318888888888887,10.772222222222222,0.1214155236181544,295,295,1.0,1,PC-3766,100.0,0,0,0.0,0,295,2010-01-04 09:24:35,2011-03-03 20:22:47,0.04068184659590102,Normal
DTAA/LDM0318,7.243141025641025,0.0983724557594251,16.286730769230765,0.0730692870782293,9.043779914529916,9.301388888888887,8.774722222222222,0.1291901061665851,260,260,1.0,1,PC-1591,100.0,0,0,100.0,0,260,2010-01-04 07:16:10,2011-01-13 16:21:36,0.04195543506114413,Normal
DTAA/MAG0290,8.721486486486485,0.9644431552905433,16.259054054054054,1.160445994103316,7.538092342342343,8.30888888888889,0.0027777777777777,1.8849898984123008,370,345,1.072463768115942,22,PC-4646,93.24324324324324,50,0,0.0,0,370,2010-01-04 08:23:20,2011-05-13 16:38:42,0.042217665501844026,Normal
DTAA/CVW0133,11.792708333333332,2.023612874503017,18.23012152777778,1.8545191237716256,6.437328559027779,11.281666666666666,0.0019444444444444,2.722332952340474,384,345,1.1130434782608696,36,PC-0282,89.84375,78,0,15.364583333333334,0,384,2010-01-04 13:23:17,2011-05-13 18:44:03,0.04257209331788725,Normal
DTAA/MCM0346,11.871172248803829,2.247755260654349,17.913995215311004,2.192314267397068,6.043182482721956,11.307222222222222,0.0002777777777777,3.1439629978306223,418,345,1.211594202898551,52,PC-2974,82.53588516746412,142,0,16.507177033492823,0,418,2010-01-04 11:32:48,2011-05-13 18:43:20,0.04293966089402035,Normal
DTAA/PIP0746,12.500090579710143,2.034378312265522,19.221105072463768,1.372837771518285,6.720884661835749,11.270833333333334,0.0147222222222222,2.4672184501983887,368,345,1.0666666666666669,21,PC-0416,93.75,46,0,0.5434782608695652,0,368,2010-01-04 12:59:58,2011-05-13 19:39:32,0.04323562125829944,Normal
DTAA/QGF0292,12.062709284627092,2.1625489396330915,17.051141552511414,2.258010283553652,4.987909056316591,10.31638888888889,0.0497222222222222,2.8830424906225827,438,345,1.2695652173913043,59,PC-4358,78.76712328767124,181,0,6.621004566210045,0,438,2010-01-04 07:57:17,2011-05-13 18:07:29,0.04324720444834518,Normal
DTAA/DSB0887,8.136985018726593,0.9151202962356594,17.878885767790262,0.9645215185179632,9.741772784019975,10.3075,0.0288888888888888,1.665863046741352,356,345,1.0318840579710145,12,PC-1158,96.91011235955057,22,0,47.752808988764045,0,356,2010-01-04 08:01:17,2011-05-13 18:06:45,0.0433800847623011,Normal
