id,date,user,employee_id,pc,url_domain,suspicious_flag,off_hours_flag
H000610,2026-01-15 15:19:08,rahul.bhatt11,EMP0011,PC-HR-011,atlassian.net,0,0
H000611,2026-02-11 13:09:18,rahul.bhatt11,EMP0011,PC-HR-011,company-intranet.local,0,0
H000612,2026-01-25 11:11:32,rahul.bhatt11,EMP0011,PC-HR-011,stackoverflow.com,0,0
H000613,2026-01-18 11:12:51,rahul.bhatt11,EMP0011,PC-HR-011,atlassian.net,0,0
H000614,2026-02-13 12:38:14,rahul.bhatt11,EMP0011,PC-HR-011,stackoverflow.com,0,0
H000615,2026-01-17 08:23:06,rahul.bhatt11,EMP0011,PC-HR-011,wikipedia.org,0,0
H000616,2026-01-25 11:39:16,rahul.bhatt11,EMP0011,PC-HR-011,company-intranet.local,0,0
H000617,2026-02-02 11:51:23,rahul.bhatt11,EMP0011,PC-HR-011,atlassian.net,0,0
H000618,2026-01-12 09:46:35,rahul.bhatt11,EMP0011,PC-HR-011,github.com,0,0
H000619,2026-01-25 18:08:35,rahul.bhatt11,EMP0011,PC-HR-011,zoom.us,0,0
H000620,2026-01-22 02:17:13,rahul.bhatt11,EMP0011,PC-HR-011,zoom.us,0,0
H000621,2026-01-02 13:22:10,rahul.bhatt11,EMP0011,PC-HR-011,wikipedia.org,0,0
H000622,2026-02-10 17:33:51,rahul.bhatt11,EMP0011,PC-HR-011,google.com,0,0
H000623,2026-01-24 13:56:58,rahul.bhatt11,EMP0011,PC-HR-011,linkedin.com,0,0
H000624,2026-02-10 16:15:36,rahul.bhatt11,EMP0011,PC-HR-011,slack.com,0,0
H000625,2026-02-08 16:27:18,rahul.bhatt11,EMP0011,PC-HR-011,zoom.us,0,0
H000626,2026-01-14 10:06:53,rahul.bhatt11,EMP0011,PC-HR-011,linkedin.com,0,0
H000627,2026-01-26 10:16:29,rahul.bhatt11,EMP0011,PC-HR-011,office365.com,0,0
H000628,2026-02-05 12:00:02,rahul.bhatt11,EMP0011,PC-HR-011,google.com,0,0
H000629,2026-02-07 10:08:35,rahul.bhatt11,EMP0011,PC-HR-011,wikipedia.org,0,0
H000630,2026-01-30 08:17:18,rahul.bhatt11,EMP0011,PC-HR-011,google.com,0,0
H000631,2026-02-11 11:24:33,rahul.bhatt11,EMP0011,PC-HR-011,slack.com,0,0
H000632,2026-01-28 11:34:39,rahul.bhatt11,EMP0011,PC-HR-011,google.com,0,0
H000633,2026-01-17 11:26:44,rahul.bhatt11,EMP0011,PC-HR-011,office365.com,0,0
H000634,2026-01-30 14:54:41,rahul.bhatt11,EMP0011,PC-HR-011,company-intranet.local,0,0
H000635,2026-01-28 13:05:54,rahul.bhatt11,EMP0011,PC-HR-011,atlassian.net,0,0
H000636,2026-02-09 11:05:05,rahul.bhatt11,EMP0011,PC-HR-011,company-intranet.local,0,0
H000637,2026-01-14 15:16:50,rahul.bhatt11,EMP0011,PC-HR-011,linkedin.com,0,0
H000638,2026-01-07 10:30:53,rahul.bhatt11,EMP0011,PC-HR-011,zoom.us,0,0
H000639,2026-01-27 11:20:00,rahul.bhatt11,EMP0011,PC-HR-011,zoom.us,0,0
H000640,2026-01-05 12:32:27,rahul.bhatt11,EMP0011,PC-HR-011,company-intranet.local,0,0
H000641,2026-02-13 07:31:42,rahul.bhatt11,EMP0011,PC-HR-011,atlassian.net,0,0
H000642,2026-01-17 13:46:43,rahul.bhatt11,EMP0011,PC-HR-011,github.com,0,0
H000643,2026-01-14 09:13:23,rahul.bhatt11,EMP0011,PC-HR-011,google.com,0,0
H000644,2026-02-10 22:36:33,rahul.bhatt11,EMP0011,PC-HR-011,zoom.us,0,0
H000645,2026-01-02 16:59:17,rahul.bhatt11,EMP0011,PC-HR-011,zoom.us,0,0
H000646,2026-01-02 14:50:26,rahul.bhatt11,EMP0011,PC-HR-011,slack.com,0,0
H000647,2026-02-06 15:14:31,rahul.bhatt11,EMP0011,PC-HR-011,zoom.us,0,0
H000648,2026-01-20 04:52:45,rahul.bhatt11,EMP0011,PC-HR-011,atlassian.net,0,0
H000649,2026-01-12 15:27:04,rahul.bhatt11,EMP0011,PC-HR-011,linkedin.com,0,0
H000650,2026-02-14 12:10:57,rahul.bhatt11,EMP0011,PC-HR-011,zoom.us,0,0
H000651,2026-01-29 07:02:54,rahul.bhatt11,EMP0011,PC-HR-011,github.com,0,0
H000652,2026-01-22 05:55:43,rahul.bhatt11,EMP0011,PC-HR-011,stackoverflow.com,0,0
H000653,2026-02-04 10:45:31,rahul.bhatt11,EMP0011,PC-HR-011,slack.com,0,0
H000654,2026-01-12 15:55:53,rahul.bhatt11,EMP0011,PC-HR-011,atlassian.net,0,0
H000655,2026-02-02 23:04:40,rahul.bhatt11,EMP0011,PC-HR-011,slack.com,0,0
H000656,2026-01-16 12:18:36,rahul.bhatt11,EMP0011,PC-HR-011,stackoverflow.com,0,0
H000657,2026-01-27 16:55:03,rahul.bhatt11,EMP0011,PC-HR-011,slack.com,0,0
H000658,2026-01-13 10:22:14,rahul.bhatt11,EMP0011,PC-HR-011,company-intranet.local,0,0
H000659,2026-01-06 02:05:54,rahul.bhatt11,EMP0011,PC-HR-011,github.com,0,0
H000660,2026-01-29 12:24:38,rahul.bhatt11,EMP0011,PC-HR-011,zoom.us,0,0
H000661,2026-01-06 20:39:41,rahul.bhatt11,EMP0011,PC-HR-011,stackoverflow.com,0,0
H000662,2026-01-01 15:41:58,rahul.bhatt11,EMP0011,PC-HR-011,wikipedia.org,0,0
H000663,2026-01-10 17:57:45,neha.naidu12,EMP0012,PC-ENG-012,linkedin.com,0,0
H000664,2026-01-30 10:24:48,neha.naidu12,EMP0012,PC-ENG-012,linkedin.com,0,0
H000665,2026-01-04 17:24:20,neha.naidu12,EMP0012,PC-ENG-012,slack.com,0,0
H000666,2026-01-10 05:12:47,neha.naidu12,EMP0012,PC-ENG-012,slack.com,0,0
H000667,2026-01-14 09:43:18,neha.naidu12,EMP0012,PC-ENG-012,stackoverflow.com,0,0
H000668,2026-02-10 13:25:32,neha.naidu12,EMP0012,PC-ENG-012,google.com,0,0
H000669,2026-01-25 15:45:15,neha.naidu12,EMP0012,PC-ENG-012,stackoverflow.com,0,0
H000670,2026-01-07 12:43:09,neha.naidu12,EMP0012,PC-ENG-012,stackoverflow.com,0,0
H000671,2026-01-15 10:43:26,neha.naidu12,EMP0012,PC-ENG-012,office365.com,0,0
H000672,2026-01-31 14:47:57,neha.naidu12,EMP0012,PC-ENG-012,company-intranet.local,0,0
H000673,2026-01-29 16:53:07,neha.naidu12,EMP0012,PC-ENG-012,linkedin.com,0,0
H000674,2026-01-20 09:22:29,neha.naidu12,EMP0012,PC-ENG-012,linkedin.com,0,0
H000675,2026-01-28 08:26:56,neha.naidu12,EMP0012,PC-ENG-012,github.com,0,0
H000676,2026-01-25 09:25:28,neha.naidu12,EMP0012,PC-ENG-012,wikipedia.org,0,0
H000677,2026-01-21 14:32:39,neha.naidu12,EMP0012,PC-ENG-012,wikipedia.org,0,0
H000678,2026-02-08 12:31:16,neha.naidu12,EMP0012,PC-ENG-012,linkedin.com,0,0
H000679,2026-01-24 13:43:18,neha.naidu12,EMP0012,PC-ENG-012,stackoverflow.com,0,0
H000680,2026-01-19 16:45:21,neha.naidu12,EMP0012,PC-ENG-012,github.com,0,0
H000681,2026-02-07 10:12:28,neha.naidu12,EMP0012,PC-ENG-012,linkedin.com,0,0
H000682,2026-01-17 16:55:01,neha.naidu12,EMP0012,PC-ENG-012,stackoverflow.com,0,0
H000683,2026-01-31 10:26:35,neha.naidu12,EMP0012,PC-ENG-012,linkedin.com,0,0
H000684,2026-01-19 02:55:09,neha.naidu12,EMP0012,PC-ENG-012,company-intranet.local,0,0
H000685,2026-01-31 11:22:05,neha.naidu12,EMP0012,PC-ENG-012,atlassian.net,0,0
H000686,2026-02-08 11:12:19,neha.naidu12,EMP0012,PC-ENG-012,office365.com,0,0
H000687,2026-01-05 09:30:49,neha.naidu12,EMP0012,PC-ENG-012,stackoverflow.com,0,0
H000688,2026-02-11 15:03:39,neha.naidu12,EMP0012,PC-ENG-012,google.com,0,0
H000689,2026-01-04 15:41:45,neha.naidu12,EMP0012,PC-ENG-012,company-intranet.local,0,0
H000690,2026-02-06 16:47:02,neha.naidu12,EMP0012,PC-ENG-012,slack.com,0,0
H000691,2026-01-24 10:46:32,neha.naidu12,EMP0012,PC-ENG-012,github.com,0,0
H000692,2026-01-16 15:46:16,neha.naidu12,EMP0012,PC-ENG-012,zoom.us,0,0
H000693,2026-01-16 12:51:21,neha.naidu12,EMP0012,PC-ENG-012,slack.com,0,0
H000694,2026-01-24 09:11:58,neha.naidu12,EMP0012,PC-ENG-012,stackoverflow.com,0,0
H000695,2026-02-13 07:26:27,neha.naidu12,EMP0012,PC-ENG-012,company-intranet.local,0,0
H000696,2026-02-10 14:58:42,neha.naidu12,EMP0012,PC-ENG-012,company-intranet.local,0,0
H000697,2026-01-03 09:01:54,neha.naidu12,EMP0012,PC-ENG-012,google.com,0,0
H000698,2026-01-06 06:47:15,neha.naidu12,EMP0012,PC-ENG-012,atlassian.net,0,0
H000699,2026-02-07 22:42:23,neha.naidu12,EMP0012,PC-ENG-012,slack.com,0,0
H000700,2026-01-05 07:44:48,neha.naidu12,EMP0012,PC-ENG-012,google.com,0,0
H000701,2026-02-02 13:47:25,neha.naidu12,EMP0012,PC-ENG-012,zoom.us,0,0
H000702,2026-01-06 07:06:43,neha.naidu12,EMP0012,PC-ENG-012,zoom.us,0,0
H000703,2026-02-02 08:28:50,neha.naidu12,EMP0012,PC-ENG-012,atlassian.net,0,0
H000704,2026-01-26 11:19:46,neha.naidu12,EMP0012,PC-ENG-012,atlassian.net,0,0
H000705,2026-01-31 11:59:05,neha.naidu12,EMP0012,PC-ENG-012,wikipedia.org,0,0
H000706,2026-02-11 15:26:32,neha.naidu12,EMP0012,PC-ENG-012,linkedin.com,0,0
H000707,2026-02-12 00:46:29,neha.naidu12,EMP0012,PC-ENG-012,google.com,0,0
H000708,2026-01-27 10:41:54,neha.naidu12,EMP0012,PC-ENG-012,slack.com,0,0
H000709,2026-02-05 16:45:39,neha.naidu12,EMP0012,PC-ENG-012,company-intranet.local,0,0
H000710,2026-01-24 14:23:25,neha.naidu12,EMP0012,PC-ENG-012,zoom.us,0,0
H000711,2026-02-08 13:01:33,neha.naidu12,EMP0012,PC-ENG-012,google.com,0,0
H000712,2026-01-05 09:10:44,neha.naidu12,EMP0012,PC-ENG-012,stackoverflow.com,0,0
H000713,2026-02-14 09:46:11,neha.naidu12,EMP0012,PC-ENG-012,google.com,0,0
H000714,2026-01-12 12:58:18,neha.naidu12,EMP0012,PC-ENG-012,company-intranet.local,0,0
H000715,2026-01-21 09:30:43,neha.naidu12,EMP0012,PC-ENG-012,stackoverflow.com,0,0
H000716,2026-02-04 11:58:09,manoj.khan13,EMP0013,PC-R&D-013,office365.com,0,0
H000717,2026-01-17 05:04:13,manoj.khan13,EMP0013,PC-R&D-013,office365.com,0,0
H000718,2026-02-04 10:02:19,manoj.khan13,EMP0013,PC-R&D-013,linkedin.com,0,0
H000719,2026-01-20 11:15:13,manoj.khan13,EMP0013,PC-R&D-013,wikipedia.org,0,0
H000720,2026-02-07 16:16:29,manoj.khan13,EMP0013,PC-R&D-013,wikipedia.org,0,0
H000721,2026-01-22 08:29:19,manoj.khan13,EMP0013,PC-R&D-013,atlassian.net,0,0
H000722,2026-01-09 00:20:38,manoj.khan13,EMP0013,PC-R&D-013,atlassian.net,0,0
H000723,2026-01-19 07:59:57,manoj.khan13,EMP0013,PC-R&D-013,github.com,0,0
H000724,2026-01-15 15:30:41,manoj.khan13,EMP0013,PC-R&D-013,stackoverflow.com,0,0
H000725,2026-01-23 23:34:58,manoj.khan13,EMP0013,PC-R&D-013,slack.com,0,0
H000726,2026-01-27 09:55:55,manoj.khan13,EMP0013,PC-R&D-013,linkedin.com,0,0
H000727,2026-01-31 09:13:05,manoj.khan13,EMP0013,PC-R&D-013,stackoverflow.com,0,0
H000728,2026-01-24 07:43:12,manoj.khan13,EMP0013,PC-R&D-013,company-intranet.local,0,0
H000729,2026-01-10 10:23:12,manoj.khan13,EMP0013,PC-R&D-013,atlassian.net,0,0
H000730,2026-01-27 15:34:52,manoj.khan13,EMP0013,PC-R&D-013,office365.com,0,0
H000731,2026-01-23 08:39:59,manoj.khan13,EMP0013,PC-R&D-013,wikipedia.org,0,0
H000732,2026-02-04 10:10:44,manoj.khan13,EMP0013,PC-R&D-013,office365.com,0,0
H000733,2026-02-01 12:20:21,manoj.khan13,EMP0013,PC-R&D-013,google.com,0,0
H000734,2026-02-09 06:36:33,manoj.khan13,EMP0013,PC-R&D-013,atlassian.net,0,0
H000735,2026-02-13 15:04:58,manoj.khan13,EMP0013,PC-R&D-013,github.com,0,0
H000736,2026-02-05 21:21:23,manoj.khan13,EMP0013,PC-R&D-013,wikipedia.org,0,0
H000737,2026-01-08 10:22:48,manoj.khan13,EMP0013,PC-R&D-013,google.com,0,0
H000738,2026-01-12 08:13:54,manoj.khan13,EMP0013,PC-R&D-013,office365.com,0,0
H000739,2026-02-07 08:34:48,manoj.khan13,EMP0013,PC-R&D-013,google.com,0,0
H000740,2026-01-06 12:45:48,manoj.khan13,EMP0013,PC-R&D-013,company-intranet.local,0,0
H000741,2026-01-04 23:34:04,manoj.khan13,EMP0013,PC-R&D-013,atlassian.net,0,0
H000742,2026-01-25 08:08:45,manoj.khan13,EMP0013,PC-R&D-013,google.com,0,0
H000743,2026-01-12 09:10:06,manoj.khan13,EMP0013,PC-R&D-013,google.com,0,0
H000744,2026-01-24 13:47:53,manoj.khan13,EMP0013,PC-R&D-013,stackoverflow.com,0,0
H000745,2026-01-04 16:47:59,manoj.khan13,EMP0013,PC-R&D-013,office365.com,0,0
H000746,2026-01-12 06:20:09,manoj.khan13,EMP0013,PC-R&D-013,linkedin.com,0,0
H000747,2026-01-13 09:05:18,manoj.khan13,EMP0013,PC-R&D-013,slack.com,0,0
H000748,2026-01-06 08:05:21,manoj.khan13,EMP0013,PC-R&D-013,zoom.us,0,0
H000749,2026-01-24 08:03:04,manoj.khan13,EMP0013,PC-R&D-013,zoom.us,0,0
H000750,2026-01-15 04:03:51,manoj.khan13,EMP0013,PC-R&D-013,atlassian.net,0,0
H000751,2026-01-19 01:28:34,manoj.khan13,EMP0013,PC-R&D-013,office365.com,0,0
H000752,2026-02-12 14:57:03,manoj.khan13,EMP0013,PC-R&D-013,google.com,0,0
H000753,2026-01-27 10:35:19,manoj.khan13,EMP0013,PC-R&D-013,zoom.us,0,0
H000754,2026-01-21 11:47:53,manoj.khan13,EMP0013,PC-R&D-013,slack.com,0,0
H000755,2026-01-16 15:19:20,manoj.khan13,EMP0013,PC-R&D-013,atlassian.net,0,0
H000756,2026-01-08 15:47:11,manoj.khan13,EMP0013,PC-R&D-013,google.com,0,0
H000757,2026-02-07 07:26:39,manoj.khan13,EMP0013,PC-R&D-013,google.com,0,0
H000758,2026-01-18 10:03:26,manoj.khan13,EMP0013,PC-R&D-013,atlassian.net,0,0
H000759,2026-02-13 07:39:58,manoj.khan13,EMP0013,PC-R&D-013,office365.com,0,0
H000760,2026-01-02 11:06:58,manoj.khan13,EMP0013,PC-R&D-013,slack.com,0,0
H000761,2026-02-11 10:39:05,manoj.khan13,EMP0013,PC-R&D-013,company-intranet.local,0,0
H000762,2026-01-04 17:56:53,manoj.khan13,EMP0013,PC-R&D-013,wikipedia.org,0,0
H000763,2026-02-10 08:42:16,manoj.khan13,EMP0013,PC-R&D-013,github.com,0,0
H000764,2026-01-08 11:09:26,manoj.khan13,EMP0013,PC-R&D-013,wikipedia.org,0,0
H000765,2026-01-09 08:05:40,manoj.khan13,EMP0013,PC-R&D-013,linkedin.com,0,0
H000766,2026-01-23 18:25:10,manoj.khan13,EMP0013,PC-R&D-013,slack.com,0,0
H000767,2026-02-09 13:24:09,manoj.khan13,EMP0013,PC-R&D-013,company-intranet.local,0,0
H000768,2026-02-03 08:17:31,manoj.khan13,EMP0013,PC-R&D-013,google.com,0,0
H000769,2026-01-06 15:00:22,manoj.khan13,EMP0013,PC-R&D-013,google.com,0,0
H000770,2026-01-15 08:51:40,manoj.khan13,EMP0013,PC-R&D-013,zoom.us,0,0
H000771,2026-02-01 07:08:35,manoj.khan13,EMP0013,PC-R&D-013,linkedin.com,0,0
H000772,2026-01-04 14:10:09,manoj.khan13,EMP0013,PC-R&D-013,company-intranet.local,0,0
H000773,2026-01-03 19:42:29,manoj.khan13,EMP0013,PC-R&D-013,atlassian.net,0,0
H000774,2026-02-05 10:31:47,manoj.khan13,EMP0013,PC-R&D-013,github.com,0,0
H000775,2026-01-17 15:35:29,manoj.khan13,EMP0013,PC-R&D-013,office365.com,0,0
H000776,2026-01-10 13:05:18,manoj.khan13,EMP0013,PC-R&D-013,zoom.us,0,0
H000777,2026-01-12 17:51:02,manoj.khan13,EMP0013,PC-R&D-013,zoom.us,0,0
H000778,2026-02-13 23:56:59,manoj.khan13,EMP0013,PC-R&D-013,company-intranet.local,0,0
H000779,2026-01-10 17:33:25,manoj.khan13,EMP0013,PC-R&D-013,company-intranet.local,0,0
H000780,2026-01-25 04:35:01,manoj.khan13,EMP0013,PC-R&D-013,github.com,0,0
H000781,2026-01-12 09:26:50,manoj.khan13,EMP0013,PC-R&D-013,zoom.us,0,0
H000782,2026-01-20 16:16:28,manoj.khan13,EMP0013,PC-R&D-013,slack.com,0,0
H000783,2026-02-14 21:21:02,manoj.khan13,EMP0013,PC-R&D-013,google.com,0,0
H000784,2026-01-02 09:05:40,manoj.khan13,EMP0013,PC-R&D-013,wikipedia.org,0,0
H000785,2026-02-07 11:44:16,meera.reddy14,EMP0014,PC-ENG-014,stackoverflow.com,0,0
H000786,2026-01-03 22:21:40,meera.reddy14,EMP0014,PC-ENG-014,competitor-jobsboard.com,1,1
H000787,2026-01-23 08:32:35,meera.reddy14,EMP0014,PC-ENG-014,linkedin.com,0,0
H000788,2026-02-03 12:46:56,meera.reddy14,EMP0014,PC-ENG-014,slack.com,0,0
H000789,2026-01-23 22:39:39,meera.reddy14,EMP0014,PC-ENG-014,stackoverflow.com,0,0
H000790,2026-01-05 00:26:41,meera.reddy14,EMP0014,PC-ENG-014,pastebin.com,1,1
H000791,2026-01-09 02:05:06,meera.reddy14,EMP0014,PC-ENG-014,stackoverflow.com,0,0
H000792,2026-02-05 17:30:53,meera.reddy14,EMP0014,PC-ENG-014,google.com,0,0
H000793,2026-01-18 11:56:05,meera.reddy14,EMP0014,PC-ENG-014,google.com,0,0
H000794,2026-02-09 00:13:21,meera.reddy14,EMP0014,PC-ENG-014,file-transfer-anon.net,1,1
H000795,2026-01-17 12:51:48,meera.reddy14,EMP0014,PC-ENG-014,zoom.us,0,0
H000796,2026-01-16 19:36:18,meera.reddy14,EMP0014,PC-ENG-014,atlassian.net,0,0
H000797,2026-01-05 15:16:29,meera.reddy14,EMP0014,PC-ENG-014,google.com,0,0
H000798,2026-01-04 09:28:08,meera.reddy14,EMP0014,PC-ENG-014,wikipedia.org,0,0
H000799,2026-01-16 16:47:26,meera.reddy14,EMP0014,PC-ENG-014,linkedin.com,0,0
H000800,2026-01-14 15:21:46,meera.reddy14,EMP0014,PC-ENG-014,stackoverflow.com,0,0
H000801,2026-01-09 10:00:51,meera.reddy14,EMP0014,PC-ENG-014,wikipedia.org,0,0
H000802,2026-01-17 15:25:52,meera.reddy14,EMP0014,PC-ENG-014,wikipedia.org,0,0
H000803,2026-01-27 10:44:42,meera.reddy14,EMP0014,PC-ENG-014,github.com,0,0
H000804,2026-02-07 10:42:42,meera.reddy14,EMP0014,PC-ENG-014,wikipedia.org,0,0
H000805,2026-02-12 02:33:57,meera.reddy14,EMP0014,PC-ENG-014,pastebin.com,1,1
H000806,2026-02-04 15:07:33,meera.reddy14,EMP0014,PC-ENG-014,stackoverflow.com,0,0
H000807,2026-01-10 03:02:27,meera.reddy14,EMP0014,PC-ENG-014,dropbox-shared-link.info,1,1
H000808,2026-02-02 12:19:43,meera.reddy14,EMP0014,PC-ENG-014,slack.com,0,0
H000809,2026-02-01 13:32:01,meera.reddy14,EMP0014,PC-ENG-014,google.com,0,0
H000810,2026-01-26 15:14:30,meera.reddy14,EMP0014,PC-ENG-014,atlassian.net,0,0
H000811,2026-01-18 16:30:21,meera.reddy14,EMP0014,PC-ENG-014,github.com,0,0
H000812,2026-01-06 03:05:30,meera.reddy14,EMP0014,PC-ENG-014,mega.nz,1,1
H000813,2026-01-23 14:38:40,meera.reddy14,EMP0014,PC-ENG-014,github.com,0,0
H000814,2026-02-02 12:34:45,meera.reddy14,EMP0014,PC-ENG-014,linkedin.com,0,0
H000815,2026-01-18 01:45:40,meera.reddy14,EMP0014,PC-ENG-014,mega.nz,1,1
H000816,2026-02-03 16:59:10,meera.reddy14,EMP0014,PC-ENG-014,slack.com,0,0
H000817,2026-01-29 07:47:41,meera.reddy14,EMP0014,PC-ENG-014,office365.com,0,0
H000818,2026-02-09 11:21:14,meera.reddy14,EMP0014,PC-ENG-014,atlassian.net,0,0
H000819,2026-02-09 15:04:49,meera.reddy14,EMP0014,PC-ENG-014,zoom.us,0,0
H000820,2026-02-11 16:39:25,meera.reddy14,EMP0014,PC-ENG-014,linkedin.com,0,0
H000821,2026-02-03 09:46:00,meera.reddy14,EMP0014,PC-ENG-014,company-intranet.local,0,0
H000822,2026-02-06 10:32:52,meera.reddy14,EMP0014,PC-ENG-014,github.com,0,0
H000823,2026-01-04 10:12:53,meera.reddy14,EMP0014,PC-ENG-014,company-intranet.local,0,0
H000824,2026-01-06 10:30:41,meera.reddy14,EMP0014,PC-ENG-014,github.com,0,0
H000825,2026-01-12 08:33:17,meera.reddy14,EMP0014,PC-ENG-014,wikipedia.org,0,0
H000826,2026-01-14 14:10:30,meera.reddy14,EMP0014,PC-ENG-014,slack.com,0,0
H000827,2026-01-27 13:33:49,meera.reddy14,EMP0014,PC-ENG-014,atlassian.net,0,0
H000828,2026-01-28 05:05:51,meera.reddy14,EMP0014,PC-ENG-014,wikipedia.org,0,0
H000829,2026-01-03 15:12:58,meera.reddy14,EMP0014,PC-ENG-014,atlassian.net,0,0
H000830,2026-02-05 05:55:14,meera.reddy14,EMP0014,PC-ENG-014,wetransfer.com,1,1
H000831,2026-01-16 16:25:25,meera.reddy14,EMP0014,PC-ENG-014,linkedin.com,0,0
H000832,2026-01-07 10:17:26,meera.reddy14,EMP0014,PC-ENG-014,company-intranet.local,0,0
H000833,2026-01-23 02:57:25,meera.reddy14,EMP0014,PC-ENG-014,file-transfer-anon.net,1,1
H000834,2026-02-09 11:17:59,meera.reddy14,EMP0014,PC-ENG-014,slack.com,0,0
H000835,2026-02-10 12:03:40,meera.reddy14,EMP0014,PC-ENG-014,zoom.us,0,0
H000836,2026-01-14 14:50:19,meera.reddy14,EMP0014,PC-ENG-014,google.com,0,0
H000837,2026-02-06 02:45:33,meera.reddy14,EMP0014,PC-ENG-014,competitor-jobsboard.com,1,1
H000838,2026-01-23 15:59:43,meera.reddy14,EMP0014,PC-ENG-014,github.com,0,0
H000839,2026-02-02 04:05:56,meera.reddy14,EMP0014,PC-ENG-014,zoom.us,0,0
H000840,2026-01-21 16:41:53,meera.reddy14,EMP0014,PC-ENG-014,stackoverflow.com,0,0
H000841,2026-02-05 00:43:31,meera.reddy14,EMP0014,PC-ENG-014,wetransfer.com,1,1
H000842,2026-01-22 12:05:58,meera.reddy14,EMP0014,PC-ENG-014,github.com,0,0
H000843,2026-01-25 04:13:38,meera.reddy14,EMP0014,PC-ENG-014,mega.nz,1,1
H000844,2026-01-26 12:18:47,meera.reddy14,EMP0014,PC-ENG-014,slack.com,0,0
H000845,2026-01-01 13:53:01,meera.reddy14,EMP0014,PC-ENG-014,linkedin.com,0,0
H000846,2026-01-22 01:38:32,meera.reddy14,EMP0014,PC-ENG-014,file-transfer-anon.net,1,1
H000847,2026-01-30 10:09:36,meera.reddy14,EMP0014,PC-ENG-014,atlassian.net,0,0
H000848,2026-01-20 04:38:49,meera.reddy14,EMP0014,PC-ENG-014,pastebin.com,1,1
H000849,2026-01-22 01:27:58,meera.reddy14,EMP0014,PC-ENG-014,mega.nz,1,1
H000850,2026-02-09 12:43:48,meera.reddy14,EMP0014,PC-ENG-014,stackoverflow.com,0,0
H000851,2026-02-03 10:36:30,meera.reddy14,EMP0014,PC-ENG-014,atlassian.net,0,0
H000852,2026-01-29 10:49:20,meera.reddy14,EMP0014,PC-ENG-014,google.com,0,0
H000853,2026-01-03 10:19:46,meera.reddy14,EMP0014,PC-ENG-014,google.com,0,0
H000854,2026-01-17 14:40:53,meera.reddy14,EMP0014,PC-ENG-014,atlassian.net,0,0
H000855,2026-01-15 11:30:42,meera.reddy14,EMP0014,PC-ENG-014,linkedin.com,0,0
H000856,2026-01-07 11:36:11,meera.reddy14,EMP0014,PC-ENG-014,github.com,0,0
H000857,2026-01-01 09:39:54,meera.reddy14,EMP0014,PC-ENG-014,company-intranet.local,0,0
H000858,2026-02-01 19:15:19,meera.reddy14,EMP0014,PC-ENG-014,office365.com,0,0
H000859,2026-01-23 23:29:07,meera.reddy14,EMP0014,PC-ENG-014,file-transfer-anon.net,1,1
H000860,2026-02-12 01:21:41,meera.reddy14,EMP0014,PC-ENG-014,mega.nz,1,1
H000861,2026-01-30 16:49:18,tanya.khan15,EMP0015,PC-ENG-015,google.com,0,0
H000862,2026-01-17 09:04:52,tanya.khan15,EMP0015,PC-ENG-015,atlassian.net,0,0
H000863,2026-02-14 12:08:11,tanya.khan15,EMP0015,PC-ENG-015,zoom.us,0,0
H000864,2026-01-24 11:32:21,tanya.khan15,EMP0015,PC-ENG-015,slack.com,0,0
H000865,2026-01-17 07:21:17,tanya.khan15,EMP0015,PC-ENG-015,linkedin.com,0,0
H000866,2026-01-20 07:34:21,tanya.khan15,EMP0015,PC-ENG-015,zoom.us,0,0
H000867,2026-01-30 08:42:20,tanya.khan15,EMP0015,PC-ENG-015,github.com,0,0
H000868,2026-01-16 16:34:23,tanya.khan15,EMP0015,PC-ENG-015,zoom.us,0,0
H000869,2026-01-23 12:53:49,tanya.khan15,EMP0015,PC-ENG-015,google.com,0,0
H000870,2026-01-23 12:38:19,tanya.khan15,EMP0015,PC-ENG-015,linkedin.com,0,0
H000871,2026-01-24 18:06:41,tanya.khan15,EMP0015,PC-ENG-015,slack.com,0,0
H000872,2026-01-26 04:50:57,tanya.khan15,EMP0015,PC-ENG-015,wikipedia.org,0,0
H000873,2026-01-17 13:07:49,tanya.khan15,EMP0015,PC-ENG-015,stackoverflow.com,0,0
H000874,2026-01-27 08:13:47,tanya.khan15,EMP0015,PC-ENG-015,atlassian.net,0,0
H000875,2026-01-29 00:01:29,tanya.khan15,EMP0015,PC-ENG-015,office365.com,0,0
H000876,2026-01-17 10:37:28,tanya.khan15,EMP0015,PC-ENG-015,office365.com,0,0
H000877,2026-01-17 14:31:42,tanya.khan15,EMP0015,PC-ENG-015,google.com,0,0
H000878,2026-02-01 14:51:52,tanya.khan15,EMP0015,PC-ENG-015,stackoverflow.com,0,0
H000879,2026-01-19 07:22:45,tanya.khan15,EMP0015,PC-ENG-015,zoom.us,0,0
H000880,2026-02-06 10:02:33,tanya.khan15,EMP0015,PC-ENG-015,stackoverflow.com,0,0
H000881,2026-02-01 18:23:45,tanya.khan15,EMP0015,PC-ENG-015,slack.com,0,0
H000882,2026-01-03 07:01:12,tanya.khan15,EMP0015,PC-ENG-015,google.com,0,0
H000883,2026-01-25 07:04:29,tanya.khan15,EMP0015,PC-ENG-015,zoom.us,0,0
H000884,2026-02-09 14:42:54,tanya.khan15,EMP0015,PC-ENG-015,company-intranet.local,0,0
