id,date,user,employee_id,pc,filename,activity,sensitive_flag,off_hours_flag
F000249,2026-01-20 02:48:01,meera.reddy14,EMP0014,PC-ENG-014,server_credentials.txt,Write,1,1
F000250,2026-02-14 10:53:15,meera.reddy14,EMP0014,PC-ENG-014,meeting_notes.pdf,Rename,0,0
F000251,2026-02-08 22:19:02,meera.reddy14,EMP0014,PC-ENG-014,client_database.csv,Copy,1,1
F000252,2026-01-18 10:01:10,meera.reddy14,EMP0014,PC-ENG-014,source_code.py,Copy,0,0
F000253,2026-01-20 20:33:12,meera.reddy14,EMP0014,PC-ENG-014,source_code.py,Copy,0,0
F000254,2026-01-09 15:03:05,meera.reddy14,EMP0014,PC-ENG-014,meeting_notes.pdf,Copy,0,0
F000255,2026-01-23 08:00:42,meera.reddy14,EMP0014,PC-ENG-014,budget.xlsx,Copy,0,0
F000256,2026-01-12 01:11:15,meera.reddy14,EMP0014,PC-ENG-014,client_database.csv,Copy,1,1
F000257,2026-01-10 14:54:49,tanya.khan15,EMP0015,PC-ENG-015,meeting_notes.pdf,Open,0,0
F000258,2026-01-31 08:06:30,tanya.khan15,EMP0015,PC-ENG-015,source_code.py,Write,0,0
F000259,2026-02-14 08:30:42,tanya.khan15,EMP0015,PC-ENG-015,presentation.pptx,Write,0,0
F000260,2026-01-16 15:06:24,tanya.khan15,EMP0015,PC-ENG-015,budget.xlsx,Rename,0,0
F000261,2026-01-09 10:20:57,tanya.khan15,EMP0015,PC-ENG-015,meeting_notes.pdf,Write,0,0
F000262,2026-02-08 10:04:22,tanya.khan15,EMP0015,PC-ENG-015,presentation.pptx,Open,0,0
F000263,2026-01-15 16:11:49,tanya.khan15,EMP0015,PC-ENG-015,budget.xlsx,Rename,0,0
F000264,2026-01-24 10:52:00,tanya.khan15,EMP0015,PC-ENG-015,source_code.py,Write,0,0
F000265,2026-01-05 14:08:31,tanya.khan15,EMP0015,PC-ENG-015,budget.xlsx,Open,0,0
F000266,2026-01-14 09:05:21,tanya.khan15,EMP0015,PC-ENG-015,presentation.pptx,Copy,0,0
F000267,2026-01-28 08:19:24,tanya.khan15,EMP0015,PC-ENG-015,design_spec.docx,Write,0,0
F000268,2026-01-03 09:26:11,tanya.khan15,EMP0015,PC-ENG-015,budget.xlsx,Write,0,0
F000269,2026-02-13 12:06:29,tanya.khan15,EMP0015,PC-ENG-015,timesheet.xlsx,Open,0,0
F000270,2026-01-23 14:06:41,tanya.khan15,EMP0015,PC-ENG-015,timesheet.xlsx,Write,0,0
F000271,2026-01-01 08:08:36,tanya.khan15,EMP0015,PC-ENG-015,source_code.py,Write,0,0
F000272,2026-02-13 11:31:41,tanya.khan15,EMP0015,PC-ENG-015,design_spec.docx,Write,0,0
F000273,2026-01-28 15:19:27,tanya.khan15,EMP0015,PC-ENG-015,meeting_notes.pdf,Open,0,0
F000274,2026-02-02 10:30:45,kiran.joshi16,EMP0016,PC-HR-016,meeting_notes.pdf,Rename,0,0
F000275,2026-01-08 15:27:34,kiran.joshi16,EMP0016,PC-HR-016,timesheet.xlsx,Write,0,0
F000276,2026-02-13 07:00:21,kiran.joshi16,EMP0016,PC-HR-016,design_spec.docx,Rename,0,0
F000277,2026-01-13 12:39:46,kiran.joshi16,EMP0016,PC-HR-016,timesheet.xlsx,Write,0,0
F000278,2026-01-28 05:18:02,kiran.joshi16,EMP0016,PC-HR-016,report.docx,Write,0,0
F000279,2026-01-30 10:56:38,kiran.joshi16,EMP0016,PC-HR-016,design_spec.docx,Rename,0,0
F000280,2026-01-17 11:43:18,kiran.joshi16,EMP0016,PC-HR-016,timesheet.xlsx,Open,0,0
F000281,2026-02-04 09:18:22,kiran.joshi16,EMP0016,PC-HR-016,presentation.pptx,Open,0,0
F000282,2026-01-29 10:40:02,kiran.joshi16,EMP0016,PC-HR-016,source_code.py,Open,0,0
F000283,2026-01-23 14:34:47,kiran.joshi16,EMP0016,PC-HR-016,presentation.pptx,Copy,0,0
F000284,2026-01-12 07:06:08,kiran.joshi16,EMP0016,PC-HR-016,design_spec.docx,Copy,0,0
F000285,2026-02-10 12:57:17,kiran.joshi16,EMP0016,PC-HR-016,meeting_notes.pdf,Write,0,0
F000286,2026-02-14 13:58:52,kiran.joshi16,EMP0016,PC-HR-016,timesheet.xlsx,Write,0,0
F000287,2026-01-03 07:23:02,kiran.joshi16,EMP0016,PC-HR-016,budget.xlsx,Open,0,0
F000288,2026-01-25 12:46:05,kiran.joshi16,EMP0016,PC-HR-016,meeting_notes.pdf,Rename,0,0
F000289,2026-01-28 10:11:47,kiran.joshi16,EMP0016,PC-HR-016,meeting_notes.pdf,Open,0,0
F000290,2026-01-28 20:50:12,kiran.joshi16,EMP0016,PC-HR-016,source_code.py,Rename,0,0
F000291,2026-01-20 13:34:54,kiran.joshi16,EMP0016,PC-HR-016,timesheet.xlsx,Copy,0,0
F000292,2026-02-14 15:23:36,kiran.joshi16,EMP0016,PC-HR-016,presentation.pptx,Copy,0,0
F000293,2026-01-28 09:44:49,kiran.joshi16,EMP0016,PC-HR-016,budget.xlsx,Rename,0,0
F000294,2026-02-02 14:38:25,kiran.joshi16,EMP0016,PC-HR-016,budget.xlsx,Rename,0,0
F000295,2026-01-18 00:13:01,kiran.joshi16,EMP0016,PC-HR-016,timesheet.xlsx,Write,0,0
F000296,2026-02-12 07:17:29,kiran.joshi16,EMP0016,PC-HR-016,source_code.py,Rename,0,0
F000297,2026-01-07 08:01:45,kiran.joshi16,EMP0016,PC-HR-016,meeting_notes.pdf,Copy,0,0
F000298,2026-02-09 09:45:38,kavya.patil17,EMP0017,PC-FIN-017,timesheet.xlsx,Write,0,0
F000299,2026-02-07 11:38:21,kavya.patil17,EMP0017,PC-FIN-017,source_code.py,Write,0,0
F000300,2026-01-31 18:00:21,kavya.patil17,EMP0017,PC-FIN-017,meeting_notes.pdf,Rename,0,0
F000301,2026-01-23 16:09:29,kavya.patil17,EMP0017,PC-FIN-017,timesheet.xlsx,Write,0,0
F000302,2026-01-14 12:10:43,kavya.patil17,EMP0017,PC-FIN-017,presentation.pptx,Rename,0,0
F000303,2026-01-26 03:54:36,kavya.patil17,EMP0017,PC-FIN-017,report.docx,Write,0,0
F000304,2026-02-05 22:05:13,kavya.patil17,EMP0017,PC-FIN-017,design_spec.docx,Rename,0,0
F000305,2026-01-20 09:20:28,kavya.patil17,EMP0017,PC-FIN-017,design_spec.docx,Write,0,0
F000306,2026-01-02 08:37:10,kavya.patil17,EMP0017,PC-FIN-017,source_code.py,Rename,0,0
F000307,2026-02-06 11:48:01,kavya.patil17,EMP0017,PC-FIN-017,timesheet.xlsx,Rename,0,0
F000308,2026-02-05 15:15:24,kavya.patil17,EMP0017,PC-FIN-017,source_code.py,Copy,0,0
F000309,2026-01-25 13:54:07,kavya.patil17,EMP0017,PC-FIN-017,report.docx,Write,0,0
F000310,2026-01-14 23:36:18,meera.das18,EMP0018,PC-LEG-018,budget.xlsx,Copy,0,0
F000311,2026-01-26 12:22:48,meera.das18,EMP0018,PC-LEG-018,budget.xlsx,Write,0,0
F000312,2026-02-08 09:49:23,meera.das18,EMP0018,PC-LEG-018,design_spec.docx,Open,0,0
F000313,2026-02-12 16:40:48,meera.das18,EMP0018,PC-LEG-018,design_spec.docx,Rename,0,0
F000314,2026-02-02 12:25:14,meera.das18,EMP0018,PC-LEG-018,timesheet.xlsx,Write,0,0
F000315,2026-02-01 15:18:52,meera.das18,EMP0018,PC-LEG-018,presentation.pptx,Copy,0,0
F000316,2026-01-12 10:00:34,meera.das18,EMP0018,PC-LEG-018,timesheet.xlsx,Rename,0,0
F000317,2026-01-30 14:43:58,meera.das18,EMP0018,PC-LEG-018,report.docx,Write,0,0
F000318,2026-02-07 14:26:26,meera.das18,EMP0018,PC-LEG-018,budget.xlsx,Open,0,0
F000319,2026-02-09 08:39:39,meera.das18,EMP0018,PC-LEG-018,source_code.py,Open,0,0
F000320,2026-02-08 13:26:01,meera.das18,EMP0018,PC-LEG-018,meeting_notes.pdf,Copy,0,0
F000321,2026-01-11 13:30:43,meera.das18,EMP0018,PC-LEG-018,report.docx,Rename,0,0
F000322,2026-01-02 15:56:50,meera.das18,EMP0018,PC-LEG-018,design_spec.docx,Write,0,0
F000323,2026-02-05 12:12:54,meera.das18,EMP0018,PC-LEG-018,budget.xlsx,Write,0,0
F000324,2026-01-24 14:15:11,meera.das18,EMP0018,PC-LEG-018,presentation.pptx,Copy,0,0
F000325,2026-01-21 08:04:57,meera.das18,EMP0018,PC-LEG-018,report.docx,Copy,0,0
F000326,2026-01-30 09:38:28,farah.gupta19,EMP0019,PC-IT -019,budget.xlsx,Copy,0,0
F000327,2026-01-30 12:07:51,farah.gupta19,EMP0019,PC-IT -019,source_code.py,Rename,0,0
F000328,2026-01-11 09:46:04,farah.gupta19,EMP0019,PC-IT -019,report.docx,Open,0,0
F000329,2026-02-13 14:55:33,farah.gupta19,EMP0019,PC-IT -019,presentation.pptx,Write,0,0
F000330,2026-01-05 15:16:56,farah.gupta19,EMP0019,PC-IT -019,design_spec.docx,Open,0,0
F000331,2026-02-08 14:34:45,farah.gupta19,EMP0019,PC-IT -019,report.docx,Write,0,0
F000332,2026-01-31 16:03:18,farah.gupta19,EMP0019,PC-IT -019,timesheet.xlsx,Write,0,0
F000333,2026-01-03 10:45:59,farah.gupta19,EMP0019,PC-IT -019,source_code.py,Write,0,0
F000334,2026-01-28 15:06:09,farah.gupta19,EMP0019,PC-IT -019,timesheet.xlsx,Rename,0,0
F000335,2026-02-07 15:07:46,farah.gupta19,EMP0019,PC-IT -019,budget.xlsx,Rename,0,0
F000336,2026-01-27 14:09:58,farah.gupta19,EMP0019,PC-IT -019,budget.xlsx,Write,0,0
F000337,2026-01-14 09:21:41,farah.gupta19,EMP0019,PC-IT -019,design_spec.docx,Open,0,0
F000338,2026-01-30 17:31:48,farah.gupta19,EMP0019,PC-IT -019,budget.xlsx,Rename,0,0
F000339,2026-01-22 09:28:21,farah.gupta19,EMP0019,PC-IT -019,timesheet.xlsx,Write,0,0
F000340,2026-02-14 09:17:38,farah.gupta19,EMP0019,PC-IT -019,report.docx,Copy,0,0
F000341,2026-01-10 12:01:14,farah.gupta19,EMP0019,PC-IT -019,meeting_notes.pdf,Rename,0,0
F000342,2026-01-19 09:45:10,farah.gupta19,EMP0019,PC-IT -019,source_code.py,Rename,0,0
F000343,2026-01-31 14:43:18,farah.gupta19,EMP0019,PC-IT -019,budget.xlsx,Copy,0,0
F000344,2026-01-10 13:54:24,farah.gupta19,EMP0019,PC-IT -019,meeting_notes.pdf,Copy,0,0
F000345,2026-01-02 16:37:19,farah.gupta19,EMP0019,PC-IT -019,budget.xlsx,Open,0,0
F000346,2026-01-17 10:32:47,farah.gupta19,EMP0019,PC-IT -019,timesheet.xlsx,Write,0,0
F000347,2026-01-31 13:10:22,farah.gupta19,EMP0019,PC-IT -019,design_spec.docx,Copy,0,0
F000348,2026-02-07 16:20:33,farah.gupta19,EMP0019,PC-IT -019,meeting_notes.pdf,Write,0,0
F000349,2026-02-01 14:55:33,farah.gupta19,EMP0019,PC-IT -019,presentation.pptx,Copy,0,0
F000350,2026-01-25 01:04:21,neha.joshi20,EMP0020,PC-HR-020,budget.xlsx,Rename,0,0
F000351,2026-01-14 09:17:38,neha.joshi20,EMP0020,PC-HR-020,timesheet.xlsx,Open,0,0
F000352,2026-02-11 08:31:29,neha.joshi20,EMP0020,PC-HR-020,source_code.py,Open,0,0
F000353,2026-02-03 17:47:12,neha.joshi20,EMP0020,PC-HR-020,meeting_notes.pdf,Open,0,0
F000354,2026-01-26 13:21:32,neha.joshi20,EMP0020,PC-HR-020,report.docx,Rename,0,0
F000355,2026-02-05 19:54:47,neha.joshi20,EMP0020,PC-HR-020,source_code.py,Open,0,0
F000356,2026-01-04 11:33:15,neha.joshi20,EMP0020,PC-HR-020,budget.xlsx,Rename,0,0
F000357,2026-01-12 14:41:54,neha.joshi20,EMP0020,PC-HR-020,budget.xlsx,Copy,0,0
F000358,2026-02-14 14:11:02,neha.joshi20,EMP0020,PC-HR-020,source_code.py,Rename,0,0
F000359,2026-02-05 09:47:12,neha.joshi20,EMP0020,PC-HR-020,design_spec.docx,Open,0,0
F000360,2026-01-09 12:03:13,neha.joshi20,EMP0020,PC-HR-020,budget.xlsx,Copy,0,0
F000361,2026-02-07 15:30:29,neha.joshi20,EMP0020,PC-HR-020,report.docx,Open,0,0
F000362,2026-01-21 15:04:12,neha.joshi20,EMP0020,PC-HR-020,presentation.pptx,Open,0,0
F000363,2026-01-29 07:12:06,neha.joshi20,EMP0020,PC-HR-020,source_code.py,Copy,0,0
F000364,2026-02-08 12:36:00,neha.joshi20,EMP0020,PC-HR-020,source_code.py,Write,0,0
F000365,2026-01-08 14:28:49,neha.joshi20,EMP0020,PC-HR-020,design_spec.docx,Copy,0,0
F000366,2026-02-07 15:39:48,neha.joshi20,EMP0020,PC-HR-020,presentation.pptx,Open,0,0
F000367,2026-01-17 15:38:17,neha.joshi20,EMP0020,PC-HR-020,presentation.pptx,Copy,0,0
F000368,2026-01-22 12:32:18,neha.joshi20,EMP0020,PC-HR-020,design_spec.docx,Rename,0,0
F000369,2026-01-17 16:15:21,neha.joshi20,EMP0020,PC-HR-020,meeting_notes.pdf,Rename,0,0
F000370,2026-02-10 11:48:11,neha.joshi20,EMP0020,PC-HR-020,presentation.pptx,Open,0,0
F000371,2026-01-21 17:32:30,neha.joshi20,EMP0020,PC-HR-020,presentation.pptx,Copy,0,0
F000372,2026-01-12 06:27:43,neha.joshi20,EMP0020,PC-HR-020,meeting_notes.pdf,Open,0,0
F000373,2026-01-29 10:43:34,neha.joshi20,EMP0020,PC-HR-020,timesheet.xlsx,Copy,0,0
F000374,2026-01-13 15:48:14,neha.joshi20,EMP0020,PC-HR-020,budget.xlsx,Rename,0,0
F000375,2026-01-21 15:30:06,divya.verma21,EMP0021,PC-FIN-021,design_spec.docx,Rename,0,0
F000376,2026-02-09 08:43:09,divya.verma21,EMP0021,PC-FIN-021,meeting_notes.pdf,Copy,0,0
F000377,2026-01-13 15:50:10,divya.verma21,EMP0021,PC-FIN-021,timesheet.xlsx,Copy,0,0
F000378,2026-02-09 14:20:33,divya.verma21,EMP0021,PC-FIN-021,presentation.pptx,Write,0,0
F000379,2026-01-18 09:16:30,divya.verma21,EMP0021,PC-FIN-021,timesheet.xlsx,Rename,0,0
F000380,2026-01-24 08:21:46,divya.verma21,EMP0021,PC-FIN-021,meeting_notes.pdf,Rename,0,0
F000381,2026-01-29 09:36:25,divya.verma21,EMP0021,PC-FIN-021,timesheet.xlsx,Write,0,0
F000382,2026-01-01 15:25:03,divya.verma21,EMP0021,PC-FIN-021,presentation.pptx,Rename,0,0
F000383,2026-02-11 15:29:49,divya.verma21,EMP0021,PC-FIN-021,meeting_notes.pdf,Open,0,0
F000384,2026-01-13 08:45:16,divya.verma21,EMP0021,PC-FIN-021,meeting_notes.pdf,Rename,0,0
F000385,2026-01-02 10:50:24,divya.verma21,EMP0021,PC-FIN-021,meeting_notes.pdf,Copy,0,0
F000386,2026-01-14 13:28:54,divya.verma21,EMP0021,PC-FIN-021,meeting_notes.pdf,Open,0,0
F000387,2026-01-05 09:20:46,divya.verma21,EMP0021,PC-FIN-021,presentation.pptx,Write,0,0
F000388,2026-01-03 15:24:44,divya.verma21,EMP0021,PC-FIN-021,design_spec.docx,Write,0,0
F000389,2026-01-16 09:38:37,divya.verma21,EMP0021,PC-FIN-021,presentation.pptx,Open,0,0
F000390,2026-01-07 06:21:17,divya.verma21,EMP0021,PC-FIN-021,source_code.py,Rename,0,0
F000391,2026-01-29 17:07:30,divya.verma21,EMP0021,PC-FIN-021,budget.xlsx,Open,0,0
F000392,2026-01-21 21:46:26,divya.verma21,EMP0021,PC-FIN-021,timesheet.xlsx,Copy,0,0
F000393,2026-01-10 13:36:12,divya.verma21,EMP0021,PC-FIN-021,source_code.py,Open,0,0
F000394,2026-01-16 10:34:48,divya.joshi22,EMP0022,PC-HR-022,design_spec.docx,Rename,0,0
F000395,2026-02-05 12:18:44,divya.joshi22,EMP0022,PC-HR-022,report.docx,Copy,0,0
F000396,2026-01-05 16:44:45,divya.joshi22,EMP0022,PC-HR-022,design_spec.docx,Rename,0,0
F000397,2026-01-24 17:28:47,divya.joshi22,EMP0022,PC-HR-022,budget.xlsx,Copy,0,0
F000398,2026-01-21 11:29:23,divya.joshi22,EMP0022,PC-HR-022,meeting_notes.pdf,Copy,0,0
F000399,2026-02-13 20:16:16,divya.joshi22,EMP0022,PC-HR-022,source_code.py,Open,0,0
F000400,2026-01-09 07:26:27,divya.joshi22,EMP0022,PC-HR-022,presentation.pptx,Write,0,0
F000401,2026-01-04 16:03:58,divya.joshi22,EMP0022,PC-HR-022,source_code.py,Rename,0,0
F000402,2026-01-02 13:02:32,divya.joshi22,EMP0022,PC-HR-022,timesheet.xlsx,Rename,0,0
F000403,2026-02-04 12:36:21,divya.joshi22,EMP0022,PC-HR-022,design_spec.docx,Open,0,0
F000404,2026-01-05 13:35:49,divya.joshi22,EMP0022,PC-HR-022,report.docx,Copy,0,0
F000405,2026-02-02 16:05:36,divya.joshi22,EMP0022,PC-HR-022,presentation.pptx,Copy,0,0
F000406,2026-01-05 15:27:52,divya.joshi22,EMP0022,PC-HR-022,meeting_notes.pdf,Write,0,0
F000407,2026-01-29 17:47:09,divya.joshi22,EMP0022,PC-HR-022,design_spec.docx,Rename,0,0
F000408,2026-01-05 08:36:21,divya.joshi22,EMP0022,PC-HR-022,presentation.pptx,Write,0,0
F000409,2026-01-02 10:18:00,divya.joshi22,EMP0022,PC-HR-022,source_code.py,Write,0,0
F000410,2026-01-02 00:20:27,divya.joshi22,EMP0022,PC-HR-022,budget.xlsx,Rename,0,0
F000411,2026-01-15 13:49:20,divya.joshi22,EMP0022,PC-HR-022,source_code.py,Write,0,0
F000412,2026-02-11 14:49:52,divya.joshi22,EMP0022,PC-HR-022,source_code.py,Rename,0,0
F000413,2026-02-06 08:49:09,divya.joshi22,EMP0022,PC-HR-022,budget.xlsx,Rename,0,0
F000414,2026-01-12 07:34:38,divya.joshi22,EMP0022,PC-HR-022,timesheet.xlsx,Open,0,0
F000415,2026-01-09 12:04:20,divya.joshi22,EMP0022,PC-HR-022,timesheet.xlsx,Rename,0,0
F000416,2026-01-15 14:12:19,divya.joshi22,EMP0022,PC-HR-022,budget.xlsx,Write,0,0
F000417,2026-01-18 09:58:13,divya.joshi22,EMP0022,PC-HR-022,timesheet.xlsx,Rename,0,0
F000418,2026-01-09 16:28:07,varun.saxena23,EMP0023,PC-LEG-023,timesheet.xlsx,Write,0,0
F000419,2026-01-02 11:47:54,varun.saxena23,EMP0023,PC-LEG-023,design_spec.docx,Copy,0,0
F000420,2026-01-25 05:28:25,varun.saxena23,EMP0023,PC-LEG-023,budget.xlsx,Copy,0,0
F000421,2026-01-25 13:07:05,varun.saxena23,EMP0023,PC-LEG-023,budget.xlsx,Open,0,0
F000422,2026-01-11 15:07:31,varun.saxena23,EMP0023,PC-LEG-023,design_spec.docx,Rename,0,0
F000423,2026-01-21 11:13:05,varun.saxena23,EMP0023,PC-LEG-023,timesheet.xlsx,Rename,0,0
F000424,2026-01-31 09:07:29,varun.saxena23,EMP0023,PC-LEG-023,report.docx,Open,0,0
F000425,2026-01-25 15:25:54,varun.saxena23,EMP0023,PC-LEG-023,report.docx,Rename,0,0
F000426,2026-01-24 19:53:04,varun.saxena23,EMP0023,PC-LEG-023,presentation.pptx,Rename,0,0
F000427,2026-01-15 23:05:41,varun.saxena23,EMP0023,PC-LEG-023,design_spec.docx,Write,0,0
F000428,2026-01-02 19:17:46,farah.kapoor24,EMP0024,PC-SAL-024,design_spec.docx,Rename,0,0
F000429,2026-01-03 08:15:11,farah.kapoor24,EMP0024,PC-SAL-024,source_code.py,Open,0,0
F000430,2026-01-09 12:08:44,farah.kapoor24,EMP0024,PC-SAL-024,presentation.pptx,Open,0,0
F000431,2026-01-04 13:13:55,farah.kapoor24,EMP0024,PC-SAL-024,design_spec.docx,Rename,0,0
F000432,2026-01-24 13:52:10,farah.kapoor24,EMP0024,PC-SAL-024,presentation.pptx,Copy,0,0
F000433,2026-01-12 18:09:47,farah.kapoor24,EMP0024,PC-SAL-024,timesheet.xlsx,Copy,0,0
F000434,2026-01-24 16:07:50,farah.kapoor24,EMP0024,PC-SAL-024,budget.xlsx,Open,0,0
F000435,2026-02-01 08:25:40,farah.kapoor24,EMP0024,PC-SAL-024,meeting_notes.pdf,Rename,0,0
F000436,2026-02-09 10:50:01,farah.kapoor24,EMP0024,PC-SAL-024,meeting_notes.pdf,Open,0,0
F000437,2026-01-31 03:55:09,farah.kapoor24,EMP0024,PC-SAL-024,presentation.pptx,Open,0,0
F000438,2026-02-04 10:38:46,farah.kapoor24,EMP0024,PC-SAL-024,source_code.py,Copy,0,0
F000439,2026-01-11 07:22:57,farah.kapoor24,EMP0024,PC-SAL-024,budget.xlsx,Open,0,0
F000440,2026-01-27 22:07:30,farah.kapoor24,EMP0024,PC-SAL-024,presentation.pptx,Write,0,0
F000441,2026-02-04 11:54:38,farah.kapoor24,EMP0024,PC-SAL-024,timesheet.xlsx,Open,0,0
F000442,2026-01-20 11:57:57,farah.kapoor24,EMP0024,PC-SAL-024,meeting_notes.pdf,Copy,0,0
F000443,2026-01-21 14:23:39,farah.kapoor24,EMP0024,PC-SAL-024,design_spec.docx,Open,0,0
F000444,2026-01-31 12:53:54,farah.kapoor24,EMP0024,PC-SAL-024,source_code.py,Copy,0,0
F000445,2026-01-09 08:08:51,farah.kapoor24,EMP0024,PC-SAL-024,budget.xlsx,Copy,0,0
F000446,2026-02-12 07:06:45,farah.kapoor24,EMP0024,PC-SAL-024,presentation.pptx,Rename,0,0
F000447,2026-02-09 07:14:16,farah.kapoor24,EMP0024,PC-SAL-024,budget.xlsx,Rename,0,0
F000448,2026-01-22 14:29:42,farah.kapoor24,EMP0024,PC-SAL-024,source_code.py,Rename,0,0
F000449,2026-01-09 10:23:42,farah.kapoor24,EMP0024,PC-SAL-024,budget.xlsx,Open,0,0
F000450,2026-01-25 13:50:12,farah.kapoor24,EMP0024,PC-SAL-024,budget.xlsx,Open,0,0
F000451,2026-01-10 13:53:50,farah.kapoor24,EMP0024,PC-SAL-024,budget.xlsx,Copy,0,0
F000452,2026-01-26 10:36:30,farah.kapoor24,EMP0024,PC-SAL-024,presentation.pptx,Rename,0,0
F000453,2026-02-10 16:36:25,vikram.naidu25,EMP0025,PC-IT -025,presentation.pptx,Copy,0,0
F000454,2026-01-30 13:34:28,vikram.naidu25,EMP0025,PC-IT -025,report.docx,Rename,0,0
F000455,2026-02-11 15:59:21,vikram.naidu25,EMP0025,PC-IT -025,meeting_notes.pdf,Copy,0,0
F000456,2026-01-17 10:55:31,vikram.naidu25,EMP0025,PC-IT -025,timesheet.xlsx,Write,0,0
F000457,2026-02-12 07:54:21,vikram.naidu25,EMP0025,PC-IT -025,timesheet.xlsx,Rename,0,0
F000458,2026-01-05 15:27:41,vikram.naidu25,EMP0025,PC-IT -025,report.docx,Copy,0,0
F000459,2026-01-07 09:29:53,vikram.naidu25,EMP0025,PC-IT -025,report.docx,Open,0,0
F000460,2026-02-05 14:08:55,vikram.naidu25,EMP0025,PC-IT -025,meeting_notes.pdf,Rename,0,0
F000461,2026-01-29 11:05:55,vikram.naidu25,EMP0025,PC-IT -025,source_code.py,Copy,0,0
F000462,2026-01-26 15:56:32,vikram.naidu25,EMP0025,PC-IT -025,budget.xlsx,Copy,0,0
F000463,2026-02-13 08:01:12,vikram.naidu25,EMP0025,PC-IT -025,design_spec.docx,Rename,0,0
F000464,2026-02-03 13:09:36,vikram.naidu25,EMP0025,PC-IT -025,timesheet.xlsx,Open,0,0
F000465,2026-02-04 10:14:44,vikram.naidu25,EMP0025,PC-IT -025,source_code.py,Copy,0,0
F000466,2026-01-24 08:43:10,vikram.naidu25,EMP0025,PC-IT -025,design_spec.docx,Copy,0,0
F000467,2026-01-10 12:39:27,vikram.naidu25,EMP0025,PC-IT -025,timesheet.xlsx,Copy,0,0
F000468,2026-01-18 05:25:18,vikram.naidu25,EMP0025,PC-IT -025,presentation.pptx,Write,0,0
F000469,2026-01-30 04:00:04,swati.bose26,EMP0026,PC-IT -026,source_code_core.zip,Copy,1,1
F000470,2026-02-09 06:48:26,swati.bose26,EMP0026,PC-IT -026,budget.xlsx,Copy,0,0
F000471,2026-01-31 15:51:15,swati.bose26,EMP0026,PC-IT -026,presentation.pptx,Copy,0,0
F000472,2026-02-11 13:15:53,swati.bose26,EMP0026,PC-IT -026,meeting_notes.pdf,Open,0,0
F000473,2026-01-15 09:57:25,swati.bose26,EMP0026,PC-IT -026,report.docx,Copy,0,0
F000474,2026-01-14 14:48:20,swati.bose26,EMP0026,PC-IT -026,report.docx,Open,0,0
F000475,2026-02-03 01:49:40,swati.bose26,EMP0026,PC-IT -026,merger_plan.docx,Copy,1,1
F000476,2026-01-29 01:34:47,swati.bose26,EMP0026,PC-IT -026,merger_plan.docx,Copy,1,1
F000477,2026-01-22 19:02:24,swati.bose26,EMP0026,PC-IT -026,timesheet.xlsx,Rename,0,0
F000478,2026-01-08 11:10:56,swati.bose26,EMP0026,PC-IT -026,design_spec.docx,Write,0,0
F000479,2026-01-19 01:05:46,swati.bose26,EMP0026,PC-IT -026,merger_plan.docx,Copy,1,1
F000480,2026-02-12 14:27:26,swati.bose26,EMP0026,PC-IT -026,report.docx,Open,0,0
F000481,2026-01-18 14:57:16,swati.bose26,EMP0026,PC-IT -026,design_spec.docx,Rename,0,0
F000482,2026-01-27 09:22:05,swati.bose26,EMP0026,PC-IT -026,report.docx,Open,0,0
F000483,2026-02-01 23:14:37,swati.bose26,EMP0026,PC-IT -026,server_credentials.txt,Copy,1,1
F000484,2026-02-01 16:24:38,swati.bose26,EMP0026,PC-IT -026,source_code.py,Write,0,0
F000485,2026-01-03 13:50:41,swati.bose26,EMP0026,PC-IT -026,report.docx,Open,0,0
F000486,2026-01-08 09:37:43,swati.bose26,EMP0026,PC-IT -026,design_spec.docx,Write,0,0
F000487,2026-01-26 04:41:50,swati.bose26,EMP0026,PC-IT -026,presentation.pptx,Write,0,0
F000488,2026-02-06 03:25:52,swati.bose26,EMP0026,PC-IT -026,timesheet.xlsx,Write,0,0
F000489,2026-02-12 08:11:01,swati.bose26,EMP0026,PC-IT -026,design_spec.docx,Rename,0,0
F000490,2026-01-07 22:51:01,swati.bose26,EMP0026,PC-IT -026,customer_pii.csv,Write,1,1
F000491,2026-01-17 05:22:15,swati.bose26,EMP0026,PC-IT -026,source_code_core.zip,Write,1,1
F000492,2026-01-21 23:16:49,swati.bose26,EMP0026,PC-IT -026,timesheet.xlsx,Copy,0,0
F000493,2026-01-14 16:41:20,swati.bose26,EMP0026,PC-IT -026,design_spec.docx,Write,0,0
F000494,2026-01-12 16:21:22,vikram.nair27,EMP0027,PC-IT -027,source_code.py,Copy,0,0
F000495,2026-01-21 07:46:05,vikram.nair27,EMP0027,PC-IT -027,design_spec.docx,Write,0,0
F000496,2026-01-21 13:48:24,vikram.nair27,EMP0027,PC-IT -027,budget.xlsx,Rename,0,0
F000497,2026-02-01 23:57:23,vikram.nair27,EMP0027,PC-IT -027,client_database.csv,Copy,1,1
F000498,2026-01-08 04:58:32,vikram.nair27,EMP0027,PC-IT -027,customer_pii.csv,Rename,1,1
F000499,2026-02-04 01:12:05,vikram.nair27,EMP0027,PC-IT -027,employee_salaries.xlsx,Write,1,1
F000500,2026-01-10 12:25:08,vikram.nair27,EMP0027,PC-IT -027,presentation.pptx,Open,0,0
F000501,2026-01-19 20:20:14,vikram.nair27,EMP0027,PC-IT -027,presentation.pptx,Open,0,0
