id,date,user,employee_id,pc,activity,off_hours_flag
L000807,2026-02-04 08:15:16,manoj.khan13,EMP0013,PC-R&D-013,Logon,0
L000808,2026-02-04 14:51:52,manoj.khan13,EMP0013,PC-R&D-013,Logoff,0
L000809,2026-02-05 17:54:23,manoj.khan13,EMP0013,PC-R&D-013,Logon,0
L000810,2026-02-06 00:11:01,manoj.khan13,EMP0013,PC-R&D-013,Logoff,0
L000811,2026-02-06 08:17:24,manoj.khan13,EMP0013,PC-R&D-013,Logon,0
L000812,2026-02-06 16:18:39,manoj.khan13,EMP0013,PC-R&D-013,Logoff,0
L000813,2026-02-09 15:46:42,manoj.khan13,EMP0013,PC-R&D-013,Logon,0
L000814,2026-02-09 23:27:17,manoj.khan13,EMP0013,PC-R&D-013,Logoff,0
L000815,2026-02-10 16:21:19,manoj.khan13,EMP0013,PC-R&D-013,Logon,0
L000816,2026-02-11 01:13:34,manoj.khan13,EMP0013,PC-R&D-013,Logoff,0
L000817,2026-02-12 19:07:47,manoj.khan13,EMP0013,PC-R&D-013,Logon,0
L000818,2026-02-13 04:07:42,manoj.khan13,EMP0013,PC-R&D-013,Logoff,0
L000819,2026-02-13 09:38:45,manoj.khan13,EMP0013,PC-R&D-013,Logon,0
L000820,2026-02-13 16:15:33,manoj.khan13,EMP0013,PC-R&D-013,Logoff,0
L000821,2026-01-01 10:34:41,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000822,2026-01-01 17:39:21,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000823,2026-01-02 12:06:51,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000824,2026-01-02 21:03:29,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000825,2026-01-05 11:36:55,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000826,2026-01-05 18:16:44,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000827,2026-01-06 22:18:09,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000828,2026-01-07 07:28:46,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000829,2026-01-07 09:35:41,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000830,2026-01-07 18:25:30,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000831,2026-01-08 12:46:41,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000832,2026-01-08 20:59:48,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000833,2026-01-09 10:08:46,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000834,2026-01-09 17:47:08,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000835,2026-01-12 12:53:54,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000836,2026-01-12 19:07:16,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000837,2026-01-13 00:26:08,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000838,2026-01-13 13:29:26,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000839,2026-01-14 00:32:29,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000840,2026-01-14 07:39:39,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000841,2026-01-15 13:30:42,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000842,2026-01-15 20:58:30,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000843,2026-01-18 04:01:32,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000844,2026-01-18 16:54:16,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000845,2026-01-19 17:06:58,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000846,2026-01-19 23:24:18,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000847,2026-01-20 04:52:22,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000848,2026-01-20 14:28:36,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000849,2026-01-21 11:36:15,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000850,2026-01-21 20:34:29,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000851,2026-01-22 16:41:54,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000852,2026-01-23 00:38:52,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000853,2026-01-26 14:05:31,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000854,2026-01-26 22:37:40,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000855,2026-01-27 01:57:33,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000856,2026-01-27 15:28:26,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000857,2026-01-28 14:36:30,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000858,2026-01-28 21:25:17,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000859,2026-01-29 09:34:36,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000860,2026-01-29 17:33:03,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000861,2026-01-30 01:13:37,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000862,2026-01-30 07:39:34,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000863,2026-02-02 03:36:53,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000864,2026-02-02 16:42:40,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000865,2026-02-03 10:47:08,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000866,2026-02-03 19:09:25,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000867,2026-02-04 05:03:06,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000868,2026-02-04 15:40:27,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000869,2026-02-05 22:49:20,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000870,2026-02-06 06:59:59,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000871,2026-02-06 12:22:35,meera.reddy14,EMP0014,PC-ENG-014,Logon,0
L000872,2026-02-06 21:11:59,meera.reddy14,EMP0014,PC-ENG-014,Logoff,0
L000873,2026-02-09 04:51:15,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000874,2026-02-09 17:07:58,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000875,2026-02-10 02:47:24,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000876,2026-02-10 12:41:24,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000877,2026-02-11 04:28:23,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000878,2026-02-11 17:02:28,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000879,2026-02-12 22:28:35,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000880,2026-02-13 09:48:17,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000881,2026-02-13 05:35:05,meera.reddy14,EMP0014,PC-ENG-014,Logon,1
L000882,2026-02-13 17:09:58,meera.reddy14,EMP0014,PC-ENG-014,Logoff,1
L000883,2026-01-01 01:26:24,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000884,2026-01-01 09:46:39,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000885,2026-01-02 12:15:36,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000886,2026-01-02 19:49:23,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000887,2026-01-05 09:09:04,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000888,2026-01-05 15:39:09,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000889,2026-01-06 09:50:04,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000890,2026-01-06 16:55:04,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000891,2026-01-07 14:31:38,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000892,2026-01-07 22:22:38,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000893,2026-01-08 08:00:25,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000894,2026-01-08 15:00:12,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000895,2026-01-09 15:21:28,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000896,2026-01-09 22:21:43,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000897,2026-01-12 08:20:38,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000898,2026-01-12 17:11:08,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000899,2026-01-13 09:25:20,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000900,2026-01-13 16:17:47,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000901,2026-01-14 12:36:50,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000902,2026-01-14 19:20:28,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000903,2026-01-15 15:25:23,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000904,2026-01-15 21:45:52,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000905,2026-01-16 13:34:11,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000906,2026-01-16 21:36:53,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000907,2026-01-19 14:28:51,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000908,2026-01-19 21:21:17,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000909,2026-01-20 15:50:50,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000910,2026-01-20 23:04:28,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000911,2026-01-21 13:15:16,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000912,2026-01-21 21:13:49,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000913,2026-01-22 15:04:28,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000914,2026-01-23 00:02:47,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000915,2026-01-23 10:32:59,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000916,2026-01-23 19:18:39,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000917,2026-01-26 10:57:51,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000918,2026-01-26 18:34:29,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000919,2026-01-27 07:49:15,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000920,2026-01-27 15:47:37,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000921,2026-01-28 14:02:36,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000922,2026-01-28 22:59:38,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000923,2026-01-29 10:48:21,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000924,2026-01-29 19:42:10,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000925,2026-01-30 01:16:14,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000926,2026-01-30 08:48:09,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000927,2026-02-02 11:25:29,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000928,2026-02-02 19:44:30,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000929,2026-02-03 12:22:01,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000930,2026-02-03 19:48:54,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000931,2026-02-04 17:05:07,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000932,2026-02-05 01:34:45,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000933,2026-02-05 10:21:29,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000934,2026-02-05 18:42:39,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000935,2026-02-06 10:06:28,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000936,2026-02-06 18:16:25,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000937,2026-02-10 02:21:41,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000938,2026-02-10 08:41:22,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000939,2026-02-11 18:47:15,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000940,2026-02-12 02:20:07,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000941,2026-02-12 10:27:29,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000942,2026-02-12 17:09:13,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000943,2026-02-13 08:40:42,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000944,2026-02-13 15:58:29,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000945,2026-02-14 08:37:27,tanya.khan15,EMP0015,PC-ENG-015,Logon,0
L000946,2026-02-14 15:47:26,tanya.khan15,EMP0015,PC-ENG-015,Logoff,0
L000947,2026-01-01 08:48:45,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000948,2026-01-01 17:14:19,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000949,2026-01-02 07:55:34,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000950,2026-01-02 14:29:13,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000951,2026-01-05 16:33:40,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000952,2026-01-05 23:30:04,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000953,2026-01-06 10:07:22,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000954,2026-01-06 17:10:43,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000955,2026-01-07 08:43:45,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000956,2026-01-07 17:07:51,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000957,2026-01-08 13:43:08,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000958,2026-01-08 20:39:30,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000959,2026-01-09 07:23:44,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000960,2026-01-09 13:49:10,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000961,2026-01-12 11:31:40,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000962,2026-01-12 19:08:23,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000963,2026-01-13 18:11:35,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000964,2026-01-14 00:41:37,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000965,2026-01-14 08:53:28,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000966,2026-01-14 16:44:57,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000967,2026-01-15 19:31:08,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000968,2026-01-16 02:06:15,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000969,2026-01-16 13:41:31,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000970,2026-01-16 20:55:09,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000971,2026-01-19 08:36:01,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000972,2026-01-19 16:59:16,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000973,2026-01-20 03:14:34,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000974,2026-01-20 10:06:31,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000975,2026-01-21 13:49:49,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000976,2026-01-21 21:18:58,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000977,2026-01-22 13:17:49,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000978,2026-01-22 20:55:34,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000979,2026-01-23 12:48:02,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000980,2026-01-23 21:04:50,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000981,2026-01-26 14:41:48,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000982,2026-01-26 21:26:21,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000983,2026-01-27 03:16:22,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000984,2026-01-27 11:51:33,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000985,2026-01-28 16:07:49,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000986,2026-01-29 00:33:57,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000987,2026-01-29 14:44:22,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000988,2026-01-29 23:19:21,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000989,2026-01-30 11:39:08,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000990,2026-01-30 20:00:24,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000991,2026-02-02 12:38:34,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000992,2026-02-02 19:08:52,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000993,2026-02-03 09:36:17,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000994,2026-02-03 18:27:42,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000995,2026-02-04 17:52:06,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000996,2026-02-05 00:16:30,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000997,2026-02-05 11:03:17,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L000998,2026-02-05 19:39:21,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L000999,2026-02-06 16:15:09,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L001000,2026-02-07 00:23:12,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L001001,2026-02-09 12:36:40,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L001002,2026-02-09 19:25:02,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L001003,2026-02-10 11:40:50,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L001004,2026-02-10 20:19:15,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L001005,2026-02-11 12:17:44,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L001006,2026-02-11 21:06:16,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L001007,2026-02-12 19:20:37,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L001008,2026-02-13 01:21:03,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L001009,2026-02-13 14:46:29,kiran.joshi16,EMP0016,PC-HR-016,Logon,0
L001010,2026-02-13 22:40:45,kiran.joshi16,EMP0016,PC-HR-016,Logoff,0
L001011,2026-01-01 15:25:13,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001012,2026-01-02 00:19:28,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001013,2026-01-02 12:20:53,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001014,2026-01-02 19:11:55,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001015,2026-01-05 15:57:43,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001016,2026-01-06 00:14:55,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001017,2026-01-07 16:01:07,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001018,2026-01-08 00:48:24,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001019,2026-01-08 11:27:12,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001020,2026-01-08 20:26:25,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001021,2026-01-09 16:19:10,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001022,2026-01-10 00:56:33,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001023,2026-01-12 07:42:57,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001024,2026-01-12 15:39:45,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001025,2026-01-13 13:46:44,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001026,2026-01-13 22:02:40,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001027,2026-01-14 07:06:00,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001028,2026-01-14 13:44:24,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001029,2026-01-15 13:33:43,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001030,2026-01-15 20:53:49,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001031,2026-01-19 14:30:04,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001032,2026-01-19 21:11:16,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001033,2026-01-20 15:06:20,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001034,2026-01-20 22:12:29,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001035,2026-01-21 10:52:48,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001036,2026-01-21 19:30:12,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001037,2026-01-22 14:04:33,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001038,2026-01-22 21:45:56,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001039,2026-01-23 08:22:46,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001040,2026-01-23 15:01:06,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001041,2026-01-26 11:13:05,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001042,2026-01-26 19:54:28,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001043,2026-01-27 07:46:24,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001044,2026-01-27 14:49:40,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001045,2026-01-28 15:15:17,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001046,2026-01-28 23:11:18,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001047,2026-01-29 13:46:38,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001048,2026-01-29 20:37:55,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001049,2026-01-30 02:54:42,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001050,2026-01-30 11:32:20,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001051,2026-02-02 10:41:03,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001052,2026-02-02 19:02:08,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001053,2026-02-03 09:24:07,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001054,2026-02-03 16:07:30,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001055,2026-02-04 06:56:00,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001056,2026-02-04 15:53:38,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001057,2026-02-05 08:55:53,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001058,2026-02-05 16:38:11,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001059,2026-02-06 14:48:30,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001060,2026-02-06 23:40:18,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001061,2026-02-08 09:02:59,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001062,2026-02-08 15:13:52,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001063,2026-02-09 12:40:45,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001064,2026-02-09 20:10:56,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001065,2026-02-10 14:05:40,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001066,2026-02-10 21:42:14,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001067,2026-02-11 09:19:05,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001068,2026-02-11 16:51:07,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001069,2026-02-12 15:34:20,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001070,2026-02-12 22:44:39,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001071,2026-02-13 16:43:41,kavya.patil17,EMP0017,PC-FIN-017,Logon,0
L001072,2026-02-13 22:55:35,kavya.patil17,EMP0017,PC-FIN-017,Logoff,0
L001073,2026-01-01 16:03:15,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001074,2026-01-01 22:18:46,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001075,2026-01-02 11:38:03,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001076,2026-01-02 18:33:43,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001077,2026-01-05 14:44:00,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001078,2026-01-05 21:13:29,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001079,2026-01-06 12:50:52,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001080,2026-01-06 21:00:36,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001081,2026-01-07 07:49:55,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001082,2026-01-07 14:38:17,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001083,2026-01-08 15:01:21,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001084,2026-01-08 23:26:37,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001085,2026-01-09 06:45:36,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001086,2026-01-09 14:38:33,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001087,2026-01-12 16:10:23,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001088,2026-01-12 22:38:41,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001089,2026-01-13 17:43:46,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001090,2026-01-14 00:04:31,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001091,2026-01-14 00:54:55,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001092,2026-01-14 06:57:07,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001093,2026-01-16 17:11:59,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001094,2026-01-17 02:04:50,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001095,2026-01-17 14:41:26,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001096,2026-01-17 21:21:50,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001097,2026-01-19 10:52:04,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001098,2026-01-19 18:34:56,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001099,2026-01-20 14:03:11,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001100,2026-01-20 20:43:21,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001101,2026-01-21 04:25:04,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001102,2026-01-21 13:02:55,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001103,2026-01-22 15:19:20,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001104,2026-01-22 21:34:52,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001105,2026-01-23 10:18:36,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001106,2026-01-23 18:39:48,meera.das18,EMP0018,PC-LEG-018,Logoff,0
L001107,2026-01-26 20:49:49,meera.das18,EMP0018,PC-LEG-018,Logon,0
L001108,2026-01-27 03:24:59,meera.das18,EMP0018,PC-LEG-018,Logoff,0
